All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
310.127747	1.647333	3.905921	5.117632	0.000000	2.091934	3.616173	
311.718811	1.646225	3.928397	5.117527	0.000000	2.110271	3.555275	
313.309906	1.645117	3.953403	5.118678	0.000000	2.125636	3.500050	
314.901062	1.644098	3.977227	5.121222	0.000000	2.138588	3.449606	
316.492218	1.643136	3.997666	5.125203	0.000000	2.154210	3.403207	
318.083435	1.642175	4.017169	5.130598	0.000000	2.177470	3.360251	
319.674652	1.641236	4.040382	5.137349	0.000000	2.211643	3.320253	
321.265930	1.640297	4.073925	5.145371	0.000000	2.258287	3.282828	
322.857208	1.639368	4.127617	5.154595	0.000000	2.315658	3.247722	
324.448547	1.638452	4.209541	5.164930	0.000000	2.372221	3.214689	
326.039917	1.637535	4.317532	5.176298	0.000000	2.415641	3.183554	
327.631287	1.636637	4.445716	5.188648	0.000000	2.437730	3.154212	
329.222717	1.635743	4.586847	5.201956	0.000000	2.433228	3.126601	
330.814178	1.634861	4.732578	5.216225	0.000000	2.399111	3.100694	
332.405670	1.634098	4.873270	5.231498	0.000000	2.336590	3.076511	
333.997162	1.633335	5.003567	5.247900	0.000000	2.250602	3.054154	
335.588684	1.632547	5.120831	5.265495	0.000000	2.144657	3.033575	
337.180267	1.631697	5.222879	5.284428	0.000000	2.021222	3.014819	
338.771881	1.630847	5.307247	5.304890	0.000000	1.882143	2.997952	
340.363464	1.630047	5.369989	5.327271	0.000000	1.729200	2.983178	
341.955139	1.629323	5.405920	5.351707	0.000000	1.567943	2.970403	
343.546814	1.628598	5.414023	5.378484	0.000000	1.406060	2.959686	
345.138489	1.627926	5.395423	5.408265	0.000000	1.250186	2.951328	
346.730194	1.627321	5.352475	5.441346	0.000000	1.106522	2.945338	
348.321960	1.626716	5.289085	5.478192	0.000000	0.981226	2.941857	
349.913727	1.626079	5.212377	5.520452	0.000000	0.880327	2.941573	
351.505493	1.625392	5.133649	5.568836	0.000000	0.804083	2.944403	
353.097321	1.624705	5.059508	5.625729	0.000000	0.747203	2.950624	
354.689148	1.624047	4.993253	5.694625	0.000000	0.704674	2.959714	
356.280975	1.623474	4.936503	5.777904	0.000000	0.671712	2.969819	
357.872864	1.622901	4.889445	5.882858	0.000000	0.643694	2.976306	
359.464752	1.622326	4.850648	6.008857	0.000000	0.616221	2.973300	
361.056641	1.621676	4.816128	6.160621	0.000000	0.586380	2.947463	
362.648560	1.621026	4.782408	6.329084	0.000000	0.555007	2.891906	
364.240509	1.620375	4.748068	6.505469	0.000000	0.523426	2.790610	
365.832458	1.619802	4.712476	6.673759	0.000000	0.492821	2.647725	
367.424438	1.619260	4.675482	6.813735	0.000000	0.464290	2.458580	
369.016418	1.618718	4.637356	6.919016	0.000000	0.438864	2.242430	
370.608429	1.618206	4.598901	6.973244	0.000000	0.417513	2.009657	
372.200470	1.617767	4.561707	6.986702	0.000000	0.400476	1.777787	
373.792480	1.617329	4.526857	6.959728	0.000000	0.386906	1.559561	
375.384521	1.616890	4.494816	6.903574	0.000000	0.375906	1.361493	
376.976593	1.616396	4.465769	6.828031	0.000000	0.366622	1.185566	
378.568665	1.615884	4.439677	6.738420	0.000000	0.358231	1.035435	
380.160736	1.615373	4.416289	6.642571	0.000000	0.349946	0.904950	
381.752838	1.614864	4.395088	6.543668	0.000000	0.341021	0.794338	
383.344940	1.614367	4.375080	6.444571	0.000000	0.331026	0.701055	
384.937073	1.613871	4.355434	6.346990	0.000000	0.320286	0.621250	
386.529175	1.613374	4.335762	6.252538	0.000000	0.309216	0.554772	
388.121307	1.612915	4.315869	6.161996	0.000000	0.298202	0.499205	
389.713440	1.612514	4.295687	6.075556	0.000000	0.287609	0.452196	
391.305603	1.612112	4.275262	5.993925	0.000000	0.277786	0.413049	
392.897766	1.611711	4.254755	5.917501	0.000000	0.269060	0.380703	
394.489929	1.611316	4.234512	5.845666	0.000000	0.261731	0.353280	
396.082092	1.610927	4.215105	5.778327	0.000000	0.255781	0.329924	
397.674255	1.610538	4.196862	5.715893	0.000000	0.250883	0.310244	
399.266418	1.610148	4.179928	5.657641	0.000000	0.246711	0.293175	
400.858612	1.609766	4.164345	5.603062	0.000000	0.242956	0.278041	
402.450806	1.609388	4.150084	5.551841	0.000000	0.239320	0.264420	
404.042999	1.609011	4.137050	5.503875	0.000000	0.235520	0.252050	
405.635193	1.608634	4.125067	5.458797	0.000000	0.231287	0.240640	
407.227356	1.608262	4.113844	5.416060	0.000000	0.226371	0.229918	
408.819550	1.607896	4.102907	5.375411	0.000000	0.220717	0.219767	
410.411774	1.607531	4.091930	5.336623	0.000000	0.214554	0.210109	
412.003967	1.607165	4.080761	5.299551	0.000000	0.208118	0.200903	
413.596130	1.606802	4.069332	5.264136	0.000000	0.201634	0.192151	
415.188324	1.606448	4.057634	5.230059	0.000000	0.195313	0.183777	
416.780518	1.606095	4.045712	5.197213	0.000000	0.189358	0.175767	
418.372711	1.605741	4.033672	5.165506	0.000000	0.183964	0.168109	
419.964905	1.605387	4.021688	5.134860	0.000000	0.179314	0.160794	
421.557068	1.605094	4.010078	5.105204	0.000000	0.175563	0.153811	
423.149231	1.604820	3.999285	5.076480	0.000000	0.172583	0.147151	
424.741394	1.604547	3.989528	5.048683	0.000000	0.170061	0.140820	
426.333588	1.604273	3.980894	5.021740	0.000000	0.167696	0.134800	
427.925720	1.603987	3.973387	4.995576	0.000000	0.165199	0.129068	
429.517883	1.603656	3.966953	4.970156	0.000000	0.162294	0.123615	
431.110016	1.603325	3.961477	4.945444	0.000000	0.158721	0.118429	
432.702148	1.602994	3.956785	4.921410	0.000000	0.154230	0.113501	
434.294281	1.602663	3.952635	4.898025	0.000000	0.148585	0.108820	
435.886414	1.602370	3.948662	4.875263	0.000000	0.141569	0.104377	
437.478516	1.602114	3.944296	4.853099	0.000000	0.133168	0.100163	
439.070648	1.601858	3.939133	4.831511	0.000000	0.123690	0.096167	
440.662750	1.601602	3.932964	4.810478	0.000000	0.113454	0.092380	
442.254791	1.601346	3.925671	4.789980	0.000000	0.102760	0.088794	
443.846863	1.601096	3.917199	4.769996	0.000000	0.091895	0.085399	
445.438904	1.600849	3.907548	4.750510	0.000000	0.081134	0.082186	
447.030945	1.600602	3.896760	4.731504	0.000000	0.070741	0.079147	
448.622986	1.600355	3.884927	4.712963	0.000000	0.060972	0.076273	
450.215027	1.600108	3.872195	4.694870	0.000000	0.052076	0.073558	
451.807037	1.599866	3.858800	4.677213	0.000000	0.044292	0.070992	
453.399017	1.599627	3.845132	4.659976	0.000000	0.037729	0.068569	
454.990967	1.599389	3.831486	4.643149	0.000000	0.032273	0.066281	
456.582916	1.599150	3.818039	4.626715	0.000000	0.027797	0.064122	
458.174866	1.598912	3.804915	4.610664	0.000000	0.024177	0.062083	
459.766785	1.598676	3.792203	4.594984	0.000000	0.021294	0.060160	
461.358704	1.598446	3.779965	4.579663	0.000000	0.019032	0.058346	
462.950592	1.598217	3.768240	4.564689	0.000000	0.017277	0.056635	
464.542419	1.597987	3.757051	4.550052	0.000000	0.015918	0.055020	
466.134277	1.597757	3.746396	4.535749	0.000000	0.014850	0.053500	
467.726074	1.597527	3.736254	4.521796	0.000000	0.013966	0.052074	
469.317871	1.597353	3.726570	4.508152	0.000000	0.013169	0.050730	
470.909668	1.597187	3.717249	4.494804	0.000000	0.012412	0.049461	
472.501404	1.597020	3.708235	4.481748	0.000000	0.011696	0.048264	
474.093170	1.596854	3.699490	4.468971	0.000000	0.011024	0.047134	
475.684875	1.596688	3.690988	4.456466	0.000000	0.010397	0.046068	
477.276550	1.596511	3.682711	4.444224	0.000000	0.009816	0.045060	
478.868225	1.596298	3.674642	4.432238	0.000000	0.009283	0.044108	
480.459869	1.596085	3.666771	4.420531	0.000000	0.008801	0.043214	
482.051453	1.595872	3.659086	4.409087	0.000000	0.008370	0.042372	
483.643066	1.595658	3.651583	4.397874	0.000000	0.007991	0.041574	
485.234619	1.595445	3.644256	4.386886	0.000000	0.007667	0.040817	
486.826111	1.595252	3.637103	4.376115	0.000000	0.007398	0.040100	
488.417633	1.595098	3.630126	4.365556	0.000000	0.007184	0.039418	
490.009125	1.594944	3.623327	4.355221	0.000000	0.007018	0.038773	
491.600586	1.594791	3.616708	4.345124	0.000000	0.006891	0.038164	
493.191986	1.594637	3.610264	4.335220	0.000000	0.006795	0.037583	
494.783356	1.594483	3.603992	4.325501	0.000000	0.006720	0.037028	
496.374695	1.594330	3.597887	4.315962	0.000000	0.006659	0.036497	
497.966064	1.594182	3.591943	4.306602	0.000000	0.006605	0.035989	
499.557312	1.594034	3.586154	4.297470	0.000000	0.006548	0.035509	
501.148590	1.593886	3.580514	4.288501	0.000000	0.006482	0.035046	
502.739807	1.593739	3.575015	4.279689	0.000000	0.006400	0.034600	
504.330994	1.593591	3.569647	4.271029	0.000000	0.006294	0.034170	
505.922180	1.593443	3.564400	4.262546	0.000000	0.006159	0.033756	
507.513275	1.593258	3.559262	4.254244	0.000000	0.005986	0.033359	
509.104340	1.593069	3.554215	4.246078	0.000000	0.005777	0.032973	
510.695404	1.592880	3.549243	4.238045	0.000000	0.005536	0.032597	
512.286438	1.592690	3.544340	4.230155	0.000000	0.005271	0.032232	
513.877380	1.592501	3.539497	4.222442	0.000000	0.004988	0.031879	
515.468323	1.592311	3.534709	4.214848	0.000000	0.004693	0.031534	
517.059204	1.592135	3.529972	4.207370	0.000000	0.004392	0.031196	
518.650085	1.591998	3.525283	4.200024	0.000000	0.004092	0.030866	
520.240906	1.591862	3.520641	4.192834	0.000000	0.003797	0.030544	
521.831665	1.591726	3.516043	4.185748	0.000000	0.003515	0.030227	
523.422424	1.591589	3.511490	4.178761	0.000000	0.003248	0.029914	
525.013123	1.591453	3.506983	4.171915	0.000000	0.003004	0.029608	
526.603760	1.591316	3.502522	4.165187	0.000000	0.002787	0.029307	
528.194397	1.591197	3.498112	4.158549	0.000000	0.002602	0.029009	
529.784973	1.591110	3.493759	4.152010	0.000000	0.002453	0.028715	
531.375488	1.591022	3.489470	4.145611	0.000000	0.002338	0.028426	
532.965942	1.590935	3.485249	4.139291	0.000000	0.002255	0.028139	
534.556396	1.590848	3.481099	4.133050	0.000000	0.002200	0.027856	
536.146790	1.590761	3.477021	4.126945	0.000000	0.002169	0.027576	
537.737122	1.590674	3.473017	4.120919	0.000000	0.002158	0.027299	
539.327393	1.590582	3.469086	4.114963	0.000000	0.002164	0.027024	
540.917664	1.590457	3.465228	4.109124	0.000000	0.002185	0.026753	
542.507874	1.590331	3.461442	4.103367	0.000000	0.002216	0.026484	
544.098022	1.590206	3.457728	4.097673	0.000000	0.002255	0.026217	
545.688110	1.590081	3.454084	4.092087	0.000000	0.002299	0.025953	
547.278198	1.589956	3.450508	4.086580	0.000000	0.002344	0.025691	
548.868164	1.589831	3.446999	4.081128	0.000000	0.002389	0.025431	
550.458130	1.589705	3.443553	4.075783	0.000000	0.002431	0.025174	
552.048035	1.589583	3.440169	4.070508	0.000000	0.002466	0.024919	
553.637878	1.589464	3.436842	4.065283	0.000000	0.002492	0.024666	
555.227661	1.589344	3.433567	4.060168	0.000000	0.002510	0.024416	
556.817444	1.589224	3.430341	4.055105	0.000000	0.002521	0.024168	
558.407104	1.589104	3.427162	4.050099	0.000000	0.002524	0.023921	
559.996704	1.588984	3.424028	4.045193	0.000000	0.002521	0.023678	
561.586304	1.588865	3.420937	4.040328	0.000000	0.002512	0.023436	
563.175903	1.588745	3.417886	4.035534	0.000000	0.002498	0.023196	
564.765320	1.588656	3.414876	4.030815	0.000000	0.002479	0.022959	
566.354736	1.588580	3.411904	4.026133	0.000000	0.002456	0.022722	
567.944092	1.588503	3.408969	4.021543	0.000000	0.002430	0.022490	
569.533386	1.588427	3.406071	4.016996	0.000000	0.002402	0.022258	
571.122620	1.588351	3.403208	4.012502	0.000000	0.002371	0.022029	
572.711792	1.588274	3.400379	4.008085	0.000000	0.002338	0.021802	
574.300903	1.588198	3.397583	4.003698	0.000000	0.002304	0.021576	
575.890015	1.588122	3.394821	3.999393	0.000000	0.002269	0.021353	
577.479004	1.588030	3.392091	3.995128	0.000000	0.002235	0.021132	
579.067932	1.587921	3.389393	3.990912	0.000000	0.002200	0.020913	
580.656799	1.587811	3.386726	3.986766	0.000000	0.002166	0.020696	
582.245605	1.587702	3.384091	3.982642	0.000000	0.002133	0.020480	
583.834351	1.587593	3.381487	3.978602	0.000000	0.002099	0.020267	
585.423035	1.587484	3.378914	3.974588	0.000000	0.002067	0.020056	
587.011658	1.587374	3.376370	3.970632	0.000000	0.002035	0.019846	
588.600220	1.587265	3.373857	3.966724	0.000000	0.002003	0.019639	
590.188721	1.587156	3.371372	3.962850	0.000000	0.001971	0.019433	
591.777161	1.587079	3.368915	3.959043	0.000000	0.001940	0.019230	
593.365540	1.587009	3.366487	3.955252	0.000000	0.001910	0.019027	
594.953796	1.586940	3.364086	3.951538	0.000000	0.001879	0.018828	
596.542053	1.586870	3.361712	3.947842	0.000000	0.001849	0.018629	
598.130188	1.586801	3.359365	3.944205	0.000000	0.001820	0.018433	
599.718262	1.586731	3.357043	3.940601	0.000000	0.001791	0.018239	
601.306274	1.586662	3.354747	3.937039	0.000000	0.001762	0.018046	
602.894226	1.586592	3.352476	3.933522	0.000000	0.001734	0.017855	
604.482117	1.586523	3.350230	3.930033	0.000000	0.001706	0.017665	
606.069946	1.586456	3.348008	3.926600	0.000000	0.001678	0.017478	
607.657654	1.586390	3.345809	3.923184	0.000000	0.001651	0.017292	
609.245300	1.586323	3.343633	3.919832	0.000000	0.001624	0.017109	
610.832886	1.586257	3.341480	3.916486	0.000000	0.001597	0.016925	
612.420471	1.586191	3.339348	3.913211	0.000000	0.001572	0.016746	
614.007874	1.586125	3.337238	3.909941	0.000000	0.001548	0.016566	
615.595276	1.586059	3.335149	3.906734	0.000000	0.001526	0.016390	
617.182495	1.585993	3.333081	3.903537	0.000000	0.001505	0.016213	
618.769775	1.585927	3.331033	3.900396	0.000000	0.001486	0.016040	
620.356873	1.585861	3.329006	3.897269	0.000000	0.001469	0.015867	
621.943970	1.585798	3.326999	3.894193	0.000000	0.001454	0.015697	
623.530945	1.585735	3.325012	3.891132	0.000000	0.001442	0.015528	
625.117859	1.585672	3.323045	3.888120	0.000000	0.001432	0.015360	
626.704712	1.585609	3.321098	3.885124	0.000000	0.001425	0.015194	
628.291382	1.585546	3.319170	3.882174	0.000000	0.001421	0.015030	
629.878052	1.585483	3.317262	3.879239	0.000000	0.001421	0.014867	
631.464722	1.585420	3.315373	3.876350	0.000000	0.001423	0.014706	
633.051147	1.585357	3.313504	3.873476	0.000000	0.001429	0.014546	
634.637573	1.585294	3.311655	3.870646	0.000000	0.001439	0.014388	
636.223999	1.585232	3.309825	3.867828	0.000000	0.001452	0.014231	
637.810181	1.585172	3.308016	3.865058	0.000000	0.001469	0.014076	
639.396362	1.585113	3.306227	3.862294	0.000000	0.001491	0.013921	
640.982483	1.585053	3.304459	3.859581	0.000000	0.001515	0.013770	
642.568481	1.584993	3.302713	3.856868	0.000000	0.001543	0.013618	
644.154419	1.584933	3.300988	3.854212	0.000000	0.001572	0.013469	
645.740234	1.584873	3.299285	3.851553	0.000000	0.001604	0.013321	
647.326050	1.584814	3.297602	3.848948	0.000000	0.001637	0.013175	
648.911682	1.584754	3.295942	3.846345	0.000000	0.001670	0.013029	
650.497192	1.584694	3.294302	3.843786	0.000000	0.001703	0.012886	
652.082703	1.584634	3.292682	3.841237	0.000000	0.001736	0.012743	
653.668091	1.584576	3.291083	3.838724	0.000000	0.001768	0.012602	
655.253418	1.584520	3.289504	3.836228	0.000000	0.001799	0.012462	
656.838684	1.584463	3.287945	3.833757	0.000000	0.001828	0.012323	
658.423767	1.584406	3.286405	3.831313	0.000000	0.001854	0.012186	
660.008850	1.584350	3.284884	3.828882	0.000000	0.001878	0.012050	
661.593750	1.584293	3.283382	3.826490	0.000000	0.001898	0.011916	
663.178589	1.584236	3.281897	3.824098	0.000000	0.001915	0.011782	
664.763367	1.584179	3.280430	3.821756	0.000000	0.001928	0.011651	
666.348022	1.584123	3.278980	3.819412	0.000000	0.001937	0.011520	
667.932617	1.584066	3.277545	3.817108	0.000000	0.001941	0.011391	
669.517090	1.584009	3.276126	3.814813	0.000000	0.001939	0.011262	
671.101501	1.583954	3.274722	3.812544	0.000000	0.001933	0.011135	
672.685791	1.583900	3.273332	3.810298	0.000000	0.001920	0.011010	
674.269958	1.583847	3.271954	3.808062	0.000000	0.001901	0.010885	
675.854065	1.583793	3.270587	3.805863	0.000000	0.001877	0.010762	
677.438110	1.583739	3.269230	3.803664	0.000000	0.001848	0.010639	
679.021973	1.583686	3.267884	3.801507	0.000000	0.001814	0.010519	
680.605774	1.583632	3.266546	3.799353	0.000000	0.001776	0.010399	
682.189453	1.583578	3.265218	3.797225	0.000000	0.001735	0.010280	
683.773071	1.583524	3.263897	3.795117	0.000000	0.001690	0.010163	
685.356567	1.583471	3.262585	3.793017	0.000000	0.001643	0.010046	
686.940002	1.583417	3.261280	3.790954	0.000000	0.001594	0.009932	
688.523315	1.583363	3.259983	3.788890	0.000000	0.001544	0.009817	
690.106506	1.583312	3.258693	3.786861	0.000000	0.001492	0.009704	
691.689575	1.583261	3.257410	3.784841	0.000000	0.001439	0.009592	
693.272583	1.583210	3.256134	3.782836	0.000000	0.001386	0.009481	
694.855408	1.583159	3.254865	3.780859	0.000000	0.001333	0.009372	
696.438232	1.583109	3.253602	3.778881	0.000000	0.001281	0.009263	
698.020874	1.583058	3.252347	3.776941	0.000000	0.001229	0.009156	
699.603455	1.583007	3.251098	3.775005	0.000000	0.001179	0.009049	
701.185913	1.582956	3.249855	3.773086	0.000000	0.001130	0.008943	
702.768311	1.582906	3.248620	3.771192	0.000000	0.001083	0.008839	
704.350525	1.582855	3.247391	3.769298	0.000000	0.001039	0.008735	
705.932739	1.582804	3.246170	3.767439	0.000000	0.000997	0.008633	
707.514771	1.582753	3.244956	3.765585	0.000000	0.000958	0.008532	
709.096680	1.582711	3.243749	3.763744	0.000000	0.000923	0.008431	
710.678467	1.582687	3.242549	3.761930	0.000000	0.000891	0.008332	
712.260193	1.582663	3.241358	3.760115	0.000000	0.000863	0.008233	
713.841797	1.582639	3.240176	3.758330	0.000000	0.000839	0.008136	
715.423218	1.582615	3.239003	3.756554	0.000000	0.000818	0.008039	
717.004639	1.582591	3.237839	3.754784	0.000000	0.000801	0.007943	
718.585876	1.582567	3.236685	3.753047	0.000000	0.000787	0.007849	
720.167053	1.582543	3.235540	3.751310	0.000000	0.000777	0.007755	
721.748047	1.582519	3.234406	3.749591	0.000000	0.000769	0.007662	
723.328979	1.582495	3.233281	3.747891	0.000000	0.000763	0.007571	
724.909790	1.582471	3.232166	3.746190	0.000000	0.000760	0.007479	
726.490479	1.582448	3.231061	3.744521	0.000000	0.000759	0.007390	
728.071045	1.582424	3.229967	3.742857	0.000000	0.000760	0.007300	
729.651489	1.582396	3.228882	3.741198	0.000000	0.000763	0.007212	
731.231812	1.582351	3.227807	3.739571	0.000000	0.000768	0.007125	
732.812073	1.582306	3.226742	3.737944	0.000000	0.000774	0.007038	
734.392151	1.582261	3.225686	3.736331	0.000000	0.000781	0.006952	
735.972107	1.582216	3.224641	3.734738	0.000000	0.000789	0.006868	
737.552002	1.582170	3.223604	3.733145	0.000000	0.000798	0.006783	
739.131714	1.582125	3.222578	3.731576	0.000000	0.000808	0.006700	
740.711365	1.582080	3.221561	3.730018	0.000000	0.000819	0.006618	
742.290894	1.582035	3.220553	3.728460	0.000000	0.000829	0.006536	
743.870239	1.581990	3.219555	3.726931	0.000000	0.000840	0.006456	
745.449524	1.581945	3.218566	3.725408	0.000000	0.000852	0.006376	
747.028625	1.581900	3.217585	3.723884	0.000000	0.000863	0.006296	
748.607605	1.581854	3.216613	3.722394	0.000000	0.000874	0.006219	
750.186523	1.581809	3.215650	3.720903	0.000000	0.000885	0.006141	
751.765259	1.581768	3.214695	3.719417	0.000000	0.000895	0.006064	
753.343872	1.581747	3.213749	3.717959	0.000000	0.000905	0.005989	
754.922424	1.581725	3.212810	3.716501	0.000000	0.000914	0.005913	
756.500793	1.581704	3.211879	3.715050	0.000000	0.000922	0.005838	
758.079041	1.581683	3.210955	3.713625	0.000000	0.000929	0.005765	
759.657166	1.581662	3.210038	3.712199	0.000000	0.000936	0.005692	
761.235168	1.581640	3.209128	3.710783	0.000000	0.000942	0.005620	
762.813049	1.581619	3.208224	3.709388	0.000000	0.000948	0.005549	
764.390747	1.581598	3.207327	3.707993	0.000000	0.000954	0.005478	
765.968384	1.581577	3.206436	3.706608	0.000000	0.000959	0.005408	
767.545898	1.581555	3.205552	3.705245	0.000000	0.000964	0.005339	
769.123230	1.581534	3.204673	3.703881	0.000000	0.000970	0.005270	
770.700439	1.581513	3.203801	3.702527	0.000000	0.000975	0.005202	
772.277527	1.581492	3.202934	3.701194	0.000000	0.000980	0.005135	
773.854492	1.581470	3.202073	3.699860	0.000000	0.000986	0.005068	
775.431274	1.581444	3.201218	3.698535	0.000000	0.000991	0.005002	
777.007935	1.581404	3.200369	3.697231	0.000000	0.000998	0.004938	
778.584534	1.581364	3.199526	3.695927	0.000000	0.001004	0.004873	
780.160950	1.581324	3.198688	3.694628	0.000000	0.001011	0.004809	
781.737183	1.581285	3.197855	3.693354	0.000000	0.001019	0.004746	
783.313354	1.581245	3.197029	3.692079	0.000000	0.001028	0.004684	
784.889343	1.581205	3.196207	3.690805	0.000000	0.001037	0.004621	
786.465210	1.581165	3.195392	3.689559	0.000000	0.001047	0.004561	
788.040894	1.581125	3.194581	3.688313	0.000000	0.001058	0.004500	
789.616516	1.581085	3.193777	3.687067	0.000000	0.001070	0.004439	
791.191956	1.581045	3.192977	3.685846	0.000000	0.001082	0.004381	
792.767273	1.581006	3.192183	3.684628	0.000000	0.001096	0.004322	
794.342407	1.580966	3.191395	3.683409	0.000000	0.001111	0.004264	
795.917480	1.580926	3.190612	3.682210	0.000000	0.001127	0.004206	
797.492310	1.580886	3.189835	3.681019	0.000000	0.001145	0.004150	
799.067078	1.580846	3.189063	3.679829	0.000000	0.001164	0.004093	
800.641724	1.580815	3.188297	3.678649	0.000000	0.001184	0.004037	
802.216187	1.580796	3.187536	3.677486	0.000000	0.001205	0.003983	
803.790466	1.580778	3.186782	3.676322	0.000000	0.001228	0.003928	
805.364624	1.580759	3.186033	3.675162	0.000000	0.001253	0.003873	
806.938599	1.580740	3.185291	3.674025	0.000000	0.001279	0.003821	
808.512512	1.580722	3.184554	3.672888	0.000000	0.001306	0.003768	
810.086243	1.580703	3.183824	3.671751	0.000000	0.001334	0.003715	
811.659790	1.580684	3.183101	3.670634	0.000000	0.001363	0.003664	
813.233276	1.580666	3.182384	3.669523	0.000000	0.001393	0.003613	
814.806519	1.580647	3.181673	3.668412	0.000000	0.001424	0.003562	
816.379700	1.580628	3.180968	3.667310	0.000000	0.001456	0.003512	
817.952698	1.580610	3.180270	3.666225	0.000000	0.001488	0.003463	
819.525513	1.580591	3.179578	3.665140	0.000000	0.001521	0.003414	
