ROI net sum

Spectrum                                    Si    P   Ar   Ni    Zn    Ga   Rh
------------------------------------------------------------------------------
20230613_CVD_2808_60s_10x10ptsdet_1_0_0 317970 7177  237  971   363 20046 8939
20230613_CVD_2808_60s_10x10ptsdet_1_0_1 318963 7158  266 1050   394 20149 8141
20230613_CVD_2808_60s_10x10ptsdet_1_0_2 316697 7113  252 1096   363 19906 7735
20230613_CVD_2808_60s_10x10ptsdet_1_0_3 316398 7153  258 1133   383 20153 7647
20230613_CVD_2808_60s_10x10ptsdet_1_0_4 318165 7111  238 1110   342 20081 7659
20230613_CVD_2808_60s_10x10ptsdet_1_0_5 316794 7108  248  998   333 19804 7792
20230613_CVD_2808_60s_10x10ptsdet_1_0_6 317079 7197  250  934   305 19883 7697
20230613_CVD_2808_60s_10x10ptsdet_1_0_7 317374 7147  252 1001   334 20099 7755
20230613_CVD_2808_60s_10x10ptsdet_1_0_8 317276 7079  229 1071   266 19894 7856
20230613_CVD_2808_60s_10x10ptsdet_1_0_9 316973 7002  239  978   383 20188 7667
20230613_CVD_2808_60s_10x10ptsdet_1_1_0 315079 7240  253 1107   249 19906 8727
20230613_CVD_2808_60s_10x10ptsdet_1_1_1 316479 7268  243  980   416 20229 8155
20230613_CVD_2808_60s_10x10ptsdet_1_1_2 316738 7102  221 1000   435 20200 7796
20230613_CVD_2808_60s_10x10ptsdet_1_1_3 316689 7250  278  949   283 19742 7795
20230613_CVD_2808_60s_10x10ptsdet_1_1_4 317143 7220  256 1139   402 20171 7649
20230613_CVD_2808_60s_10x10ptsdet_1_1_5 315408 7186  242  966   398 19955 7559
20230613_CVD_2808_60s_10x10ptsdet_1_1_6 314791 7135  208 1014   341 19597 7502
20230613_CVD_2808_60s_10x10ptsdet_1_1_7 315907 7170  275  924   319 20135 7436
20230613_CVD_2808_60s_10x10ptsdet_1_1_8 318897 7278  244  942   243 19732 7803
20230613_CVD_2808_60s_10x10ptsdet_1_1_9 319315 7223  246 1087   463 19880 7503
20230613_CVD_2808_60s_10x10ptsdet_1_2_0 317671 7214  288  987   442 19908 8932
20230613_CVD_2808_60s_10x10ptsdet_1_2_1 316727 7233  231 1001   429 20257 8284
20230613_CVD_2808_60s_10x10ptsdet_1_2_2 317295 7104  225  957   284 20039 8002
20230613_CVD_2808_60s_10x10ptsdet_1_2_3 318956 7019  280 1033   404 20281 8004
20230613_CVD_2808_60s_10x10ptsdet_1_2_4 317106 7192  275  955   299 19801 7786
20230613_CVD_2808_60s_10x10ptsdet_1_2_5 317773 7317  272  932   442 20125 7644
20230613_CVD_2808_60s_10x10ptsdet_1_2_6 318173 7084  241  981   440 19870 7652
20230613_CVD_2808_60s_10x10ptsdet_1_2_7 319127 7155  240  963   255 20037 7512
20230613_CVD_2808_60s_10x10ptsdet_1_2_8 318555 7249  258  970   351 19783 7702
20230613_CVD_2808_60s_10x10ptsdet_1_2_9 318318 7193  231 1009   274 19852 7693
20230613_CVD_2808_60s_10x10ptsdet_1_3_0 316646 7032  246  962   277 19717 8535
20230613_CVD_2808_60s_10x10ptsdet_1_3_1 317224 7177  240 1112   265 19994 8187
20230613_CVD_2808_60s_10x10ptsdet_1_3_2 318491 7249  268 1058   347 20063 7967
20230613_CVD_2808_60s_10x10ptsdet_1_3_3 318541 7216  221 1067   406 19958 7843
20230613_CVD_2808_60s_10x10ptsdet_1_3_4 319255 7113  256 1070   343 20036 7890
20230613_CVD_2808_60s_10x10ptsdet_1_3_5 319198 7119  253  955   341 20080 7657
20230613_CVD_2808_60s_10x10ptsdet_1_3_6 317761 7058  233 1031   327 19890 7850
20230613_CVD_2808_60s_10x10ptsdet_1_3_7 319400 7003  252 1014   517 20053 7428
20230613_CVD_2808_60s_10x10ptsdet_1_3_8 318432 7251  243  914   341 20084 7809
20230613_CVD_2808_60s_10x10ptsdet_1_3_9 319140 7121  253 1124   408 20058 7767
20230613_CVD_2808_60s_10x10ptsdet_1_4_0 317581 7195  266 1026   325 19753 8667
20230613_CVD_2808_60s_10x10ptsdet_1_4_1 318377 7218  242 1005   299 19896 8143
20230613_CVD_2808_60s_10x10ptsdet_1_4_2 317441 7101  249  994   374 19991 7963
20230613_CVD_2808_60s_10x10ptsdet_1_4_3 317203 7316  223  972   314 19943 7836
20230613_CVD_2808_60s_10x10ptsdet_1_4_4 316766 7240  261  860   310 19908 7708
20230613_CVD_2808_60s_10x10ptsdet_1_4_5 319626 7119  226 1034   305 20122 7545
20230613_CVD_2808_60s_10x10ptsdet_1_4_6 318405 7172  261  972   281 19935 7940
20230613_CVD_2808_60s_10x10ptsdet_1_4_7 318384 7227  275  915   364 19751 7564
20230613_CVD_2808_60s_10x10ptsdet_1_4_8 316905 7189  245  933   287 19936 7616
20230613_CVD_2808_60s_10x10ptsdet_1_4_9 317938 7229  234 1006   335 19737 7739
20230613_CVD_2808_60s_10x10ptsdet_1_5_0 317902 7142  233  968   319 19954 8954
20230613_CVD_2808_60s_10x10ptsdet_1_5_1 317329 7237  208 1059   324 20111 8023
20230613_CVD_2808_60s_10x10ptsdet_1_5_2 317622 7429  252 1029   372 20312 7529
20230613_CVD_2808_60s_10x10ptsdet_1_5_3 318481 7230  294 1115   420 19922 7699
20230613_CVD_2808_60s_10x10ptsdet_1_5_4 318970 7277  272  995   315 19824 7814
20230613_CVD_2808_60s_10x10ptsdet_1_5_5 318660 7120  252  948   281 19765 7753
20230613_CVD_2808_60s_10x10ptsdet_1_5_6 318885 7101  265 1000   457 19863 7707
20230613_CVD_2808_60s_10x10ptsdet_1_5_7 317805 7112  218  997   220 19861 7275
20230613_CVD_2808_60s_10x10ptsdet_1_5_8 318863 7070  215  985   305 20026 7789
20230613_CVD_2808_60s_10x10ptsdet_1_5_9 319383 7210  221 1020   575 20079 7805
20230613_CVD_2808_60s_10x10ptsdet_1_6_0 315777 7126  250  953   331 19951 8786
20230613_CVD_2808_60s_10x10ptsdet_1_6_1 316654 7163  260 1018   419 19968 8261
20230613_CVD_2808_60s_10x10ptsdet_1_6_2 317378 7135  250 1017   384 19965 7771
20230613_CVD_2808_60s_10x10ptsdet_1_6_3 317145 7109  230  929   281 19991 7801
20230613_CVD_2808_60s_10x10ptsdet_1_6_4 318035 7009  235  928   406 19890 7648
20230613_CVD_2808_60s_10x10ptsdet_1_6_5 317357 7186  209  970   334 20078 7641
20230613_CVD_2808_60s_10x10ptsdet_1_6_6 318511 7132  246 1034   386 19962 7662
20230613_CVD_2808_60s_10x10ptsdet_1_6_7 318681 7145  228  953   409 19882 7412
20230613_CVD_2808_60s_10x10ptsdet_1_6_8 317234 7175  251  937   366 19908 7458
20230613_CVD_2808_60s_10x10ptsdet_1_6_9 318150 7101  275 1053   406 20202 8024
20230613_CVD_2808_60s_10x10ptsdet_1_7_0 315973 7023  255  898   271 19974 8451
20230613_CVD_2808_60s_10x10ptsdet_1_7_1 317170 7255  260  991   330 19990 8006
20230613_CVD_2808_60s_10x10ptsdet_1_7_2 317539 7175  227 1024   261 19984 7597
20230613_CVD_2808_60s_10x10ptsdet_1_7_3 316853 7167  226  993   359 19725 7570
20230613_CVD_2808_60s_10x10ptsdet_1_7_4 316139 7201  235  948   423 19776 7555
20230613_CVD_2808_60s_10x10ptsdet_1_7_5 316530 7271  251 1044   462 19968 7910
20230613_CVD_2808_60s_10x10ptsdet_1_7_6 314833 7305  279  924   290 19680 7977
20230613_CVD_2808_60s_10x10ptsdet_1_7_7 314408 7098  246  978   391 19697 7624
20230613_CVD_2808_60s_10x10ptsdet_1_7_8 313729 7167  207  981   280 19884 7786
20230613_CVD_2808_60s_10x10ptsdet_1_7_9 314831 7252  243  972   386 19566 7531
20230613_CVD_2808_60s_10x10ptsdet_1_8_0 313994 7012  238 1041   276 19757 8835
20230613_CVD_2808_60s_10x10ptsdet_1_8_1 314928 7209  218 1026   237 19907 8360
20230613_CVD_2808_60s_10x10ptsdet_1_8_2 316237 7167  228  996   329 19728 7894
20230613_CVD_2808_60s_10x10ptsdet_1_8_3 316517 6966  233 1019   348 19915 7752
20230613_CVD_2808_60s_10x10ptsdet_1_8_4 317449 7169  269 1055   405 19899 8056
20230613_CVD_2808_60s_10x10ptsdet_1_8_5 316138 7364  280  935   267 19660 7733
20230613_CVD_2808_60s_10x10ptsdet_1_8_6 315224 6935  256  973   426 19788 7649
20230613_CVD_2808_60s_10x10ptsdet_1_8_7 317217 7150  251  967   275 19611 7490
20230613_CVD_2808_60s_10x10ptsdet_1_8_8 317885 7258  253  996   219 20019 7619
20230613_CVD_2808_60s_10x10ptsdet_1_8_9 317364 7125  260 1049   386 19708 7778
