ROI net sum

Spectrum                                    Si    P   Ar   Ni    Zn    Ga   Rh
------------------------------------------------------------------------------
20230607_CVD_2802_60s_10x10ptsdet_1_0_0 317282 6051  245 1157   239 16061 9161
20230607_CVD_2802_60s_10x10ptsdet_1_0_1 320937 6073  221 1014   286 16289 8572
20230607_CVD_2802_60s_10x10ptsdet_1_0_2 320813 6055  228 1089   268 16482 8283
20230607_CVD_2802_60s_10x10ptsdet_1_0_3 320206 6090  242 1126   329 16297 7947
20230607_CVD_2802_60s_10x10ptsdet_1_0_4 322471 5989  226 1020   318 16244 8461
20230607_CVD_2802_60s_10x10ptsdet_1_0_5 321603 6046  266 1074   251 16536 8201
20230607_CVD_2802_60s_10x10ptsdet_1_0_6 321743 5951  184 1092   429 16732 8194
20230607_CVD_2802_60s_10x10ptsdet_1_0_7 322376 6165  255 1050   321 16577 8090
20230607_CVD_2802_60s_10x10ptsdet_1_0_8 322532 5991  256 1174   341 16287 8043
20230607_CVD_2802_60s_10x10ptsdet_1_0_9 323341 6015  238 1128   423 16282 8138
20230607_CVD_2802_60s_10x10ptsdet_1_1_0 323257 6005  257 1070   262 16355 8912
20230607_CVD_2802_60s_10x10ptsdet_1_1_1 322294 5951  264 1130   338 16407 8320
20230607_CVD_2802_60s_10x10ptsdet_1_1_2 322614 5961  260 1107   538 16327 8469
20230607_CVD_2802_60s_10x10ptsdet_1_1_3 322211 6094  239 1091   265 16495 8378
20230607_CVD_2802_60s_10x10ptsdet_1_1_4 328501 5974  238 1068   233 16889 8455
20230607_CVD_2802_60s_10x10ptsdet_1_1_5 328734 6112  273 1107   317 16586 8241
20230607_CVD_2802_60s_10x10ptsdet_1_1_6 327343 5998  229 1046   351 16891 8463
20230607_CVD_2802_60s_10x10ptsdet_1_1_7 328678 6125  265 1170   419 16775 8403
20230607_CVD_2802_60s_10x10ptsdet_1_1_8 328284 6118  250 1074   405 16835 8540
20230607_CVD_2802_60s_10x10ptsdet_1_1_9 324598 6024  234 1117   384 16538 8221
20230607_CVD_2802_60s_10x10ptsdet_1_2_0 324376 5990  258 1044   304 16589 9344
20230607_CVD_2802_60s_10x10ptsdet_1_2_1 324545 6125  230 1022   347 16232 8979
20230607_CVD_2802_60s_10x10ptsdet_1_2_2 324297 5856  276 1098   288 16537 8627
20230607_CVD_2802_60s_10x10ptsdet_1_2_3 324006 6046  264 1063   299 16590 8322
20230607_CVD_2802_60s_10x10ptsdet_1_2_4 325812 6145  207 1109   383 16668 8466
20230607_CVD_2802_60s_10x10ptsdet_1_2_5 325106 6033  219 1083   199 16489 8317
20230607_CVD_2802_60s_10x10ptsdet_1_2_6 324934 6086  243 1092   297 16640 8150
20230607_CVD_2802_60s_10x10ptsdet_1_2_7 324916 6030  237 1087   394 16357 8341
20230607_CVD_2802_60s_10x10ptsdet_1_2_8 324496 5985  229 1111   343 16461 8199
20230607_CVD_2802_60s_10x10ptsdet_1_2_9 323807 6061  243 1017   348 16774 8270
20230607_CVD_2802_60s_10x10ptsdet_1_3_0 323034 6043  224 1077   367 16735 8982
20230607_CVD_2802_60s_10x10ptsdet_1_3_1 322653 6112  255 1051   484 16520 8702
20230607_CVD_2802_60s_10x10ptsdet_1_3_2 323653 6115  258 1074   283 16372 8472
20230607_CVD_2802_60s_10x10ptsdet_1_3_3 323230 6007  256 1031   229 16347 8273
20230607_CVD_2802_60s_10x10ptsdet_1_3_4 321563 6121  247 1010   334 16308 8256
20230607_CVD_2802_60s_10x10ptsdet_1_3_5 323989 6110  231 1130   297 16255 8371
20230607_CVD_2802_60s_10x10ptsdet_1_3_6 323819 5917  242  968   227 16646 8196
20230607_CVD_2802_60s_10x10ptsdet_1_3_7 323495 5895  192 1039   269 16368 8401
20230607_CVD_2802_60s_10x10ptsdet_1_3_8 323777 6029  215  991   355 16708 8250
20230607_CVD_2802_60s_10x10ptsdet_1_3_9 324522 6026  228 1069   383 16522 8571
