ROI backgr, sum

Spectrum                                     Si       P     Ar       Ni       Zn       Ga       Rh
--------------------------------------------------------------------------------------------------
20230621_CVD_2566_60s_10x10ptsdet_1_0_0    -257    -217    -45     -939    -1591    -1967    -4687
20230621_CVD_2566_60s_10x10ptsdet_1_0_1    -261    -221    -74     -997    -1670    -2170    -4521
20230621_CVD_2566_60s_10x10ptsdet_1_0_2    -228    -192    -44    -1022    -1715    -2148    -4528
20230621_CVD_2566_60s_10x10ptsdet_1_0_3    -239    -200    -71     -956    -1720    -2074    -4518
20230621_CVD_2566_60s_10x10ptsdet_1_0_4    -244    -198    -67     -989    -1622    -2001    -4528
20230621_CVD_2566_60s_10x10ptsdet_1_0_5    -247    -200    -69    -1006    -1713    -2150    -4569
20230621_CVD_2566_60s_10x10ptsdet_1_0_6    -245    -193    -41     -941    -1681    -2129    -4606
20230621_CVD_2566_60s_10x10ptsdet_1_0_7    -248    -197    -67    -1006    -1692    -2212    -4445
20230621_CVD_2566_60s_10x10ptsdet_1_0_8    -261    -223    -74     -998    -1769    -2222    -4533
20230621_CVD_2566_60s_10x10ptsdet_1_0_9    -243    -211    -89     -972    -1693    -2097    -4314
20230621_CVD_2566_60s_10x10ptsdet_1_1_0    -251    -208    -83    -1004    -1722    -2035    -4735
20230621_CVD_2566_60s_10x10ptsdet_1_1_1    -251    -198    -74    -1015    -1698    -2095    -4559
20230621_CVD_2566_60s_10x10ptsdet_1_1_2    -250    -212    -84    -1023    -1805    -2181    -4570
20230621_CVD_2566_60s_10x10ptsdet_1_1_3    -239    -197    -52     -996    -1721    -2067    -4479
20230621_CVD_2566_60s_10x10ptsdet_1_1_4    -229    -175    -62    -1005    -1726    -2101    -4469
20230621_CVD_2566_60s_10x10ptsdet_1_1_5    -248    -202    -74    -1011    -1769    -2199    -4362
20230621_CVD_2566_60s_10x10ptsdet_1_1_6    -245    -198    -69     -950    -1730    -2137    -4413
20230621_CVD_2566_60s_10x10ptsdet_1_1_7    -239    -203    -69    -1005    -1785    -2177    -4476
20230621_CVD_2566_60s_10x10ptsdet_1_1_8    -236    -190    -60     -961    -1737    -2092    -4551
20230621_CVD_2566_60s_10x10ptsdet_1_1_9    -231    -184    -76     -996    -1713    -2064    -4520
20230621_CVD_2566_60s_10x10ptsdet_1_2_0    -223    -169    -72     -948    -1653    -1993    -4462
20230621_CVD_2566_60s_10x10ptsdet_1_2_1    -257    -216    -66     -952    -1676    -2114    -4433
20230621_CVD_2566_60s_10x10ptsdet_1_2_2    -240    -192    -63     -902    -1573    -2056    -4348
20230621_CVD_2566_60s_10x10ptsdet_1_2_3    -245    -193    -30     -919    -1640    -2001    -4325
20230621_CVD_2566_60s_10x10ptsdet_1_2_4    -247    -214    -82     -980    -1682    -2015    -4289
20230621_CVD_2566_60s_10x10ptsdet_1_2_5    -230    -196    -54     -971    -1660    -2061    -4253
20230621_CVD_2566_60s_10x10ptsdet_1_2_6    -222    -164    -63     -982    -1709    -2062    -4415
20230621_CVD_2566_60s_10x10ptsdet_1_2_7    -235    -191    -67     -959    -1666    -2063    -4381
20230621_CVD_2566_60s_10x10ptsdet_1_2_8    -244    -203    -44     -919    -1557    -1985    -4331
20230621_CVD_2566_60s_10x10ptsdet_1_2_9    -262    -215    -68     -970    -1693    -2024    -4458
20230621_CVD_2566_60s_10x10ptsdet_1_3_0    -244    -196    -68     -930    -1558    -1986    -4634
20230621_CVD_2566_60s_10x10ptsdet_1_3_1    -257    -210    -68    -1015    -1726    -2105    -4468
20230621_CVD_2566_60s_10x10ptsdet_1_3_2    -264    -228    -85     -978    -1759    -2154    -4503
20230621_CVD_2566_60s_10x10ptsdet_1_3_3    -239    -192    -68     -966    -1672    -2066    -4500
20230621_CVD_2566_60s_10x10ptsdet_1_3_4    -236    -190    -71     -967    -1564    -2061    -4452
20230621_CVD_2566_60s_10x10ptsdet_1_3_5    -256    -207    -88     -998    -1759    -2165    -4515
20230621_CVD_2566_60s_10x10ptsdet_1_3_6    -244    -202    -69    -1005    -1768    -2183    -4350
20230621_CVD_2566_60s_10x10ptsdet_1_3_7    -239    -194    -72    -1007    -1737    -2065    -4486
20230621_CVD_2566_60s_10x10ptsdet_1_3_8    -257    -221    -75    -1009    -1725    -2108    -4501
20230621_CVD_2566_60s_10x10ptsdet_1_3_9    -246    -204    -78     -990    -1708    -2134    -4526
20230621_CVD_2566_60s_10x10ptsdet_1_4_0    -237    -189    -66     -978    -1761    -2239    -4693
