ROI backgr, sum

Spectrum                                       Si       P     Ar      Ni       Zn       Ga       Rh
20230628_CVD_2546_60s_20x20ptsdet_1_13_6     -275    -236    -80    -867    -1728    -2250    -4807
20230628_CVD_2546_60s_20x20ptsdet_1_13_7     -250    -206    -80    -901    -1529    -2111    -4793
20230628_CVD_2546_60s_20x20ptsdet_1_13_8     -270    -229    -81    -878    -1745    -2289    -4930
20230628_CVD_2546_60s_20x20ptsdet_1_13_9     -247    -201    -83    -949    -1757    -2298    -4947
20230628_CVD_2546_60s_20x20ptsdet_1_14_0     -248    -201   -100    -925    -1600    -2168    -4838
20230628_CVD_2546_60s_20x20ptsdet_1_14_1     -247    -193    -79    -906    -1705    -2220    -4838
20230628_CVD_2546_60s_20x20ptsdet_1_14_10    -240    -191    -70    -912    -1714    -2224    -4861
20230628_CVD_2546_60s_20x20ptsdet_1_14_11    -256    -207    -77    -887    -1579    -2160    -4867
20230628_CVD_2546_60s_20x20ptsdet_1_14_12    -236    -187    -86    -916    -1690    -2235    -4843
20230628_CVD_2546_60s_20x20ptsdet_1_14_13    -269    -233    -75    -879    -1641    -2195    -4856
20230628_CVD_2546_60s_20x20ptsdet_1_14_14    -256    -208    -85    -927    -1601    -2180    -4873
20230628_CVD_2546_60s_20x20ptsdet_1_14_15    -246    -197    -85    -949    -1698    -2209    -4849
20230628_CVD_2546_60s_20x20ptsdet_1_14_16    -246    -208    -85    -928    -1715    -2250    -4887
20230628_CVD_2546_60s_20x20ptsdet_1_14_17    -242    -201    -78    -979    -1684    -2218    -4881
20230628_CVD_2546_60s_20x20ptsdet_1_14_18    -254    -217    -84    -962    -1680    -2198    -4843
20230628_CVD_2546_60s_20x20ptsdet_1_14_19    -275    -236    -78    -989    -1720    -2190    -4725
20230628_CVD_2546_60s_20x20ptsdet_1_14_2     -253    -209    -73    -882    -1686    -2235    -4908
20230628_CVD_2546_60s_20x20ptsdet_1_14_3     -256    -221    -98    -851    -1766    -2317    -4957
20230628_CVD_2546_60s_20x20ptsdet_1_14_4     -249    -203    -79    -979    -1749    -2297    -4985
20230628_CVD_2546_60s_20x20ptsdet_1_14_5     -233    -172    -70    -985    -1756    -2301    -4651
20230628_CVD_2546_60s_20x20ptsdet_1_14_6     -248    -215    -81    -919    -1788    -2314    -4877
20230628_CVD_2546_60s_20x20ptsdet_1_14_7     -240    -188    -71    -982    -1726    -2218    -4815
20230628_CVD_2546_60s_20x20ptsdet_1_14_8     -278    -241    -85    -966    -1612    -2196    -4786
20230628_CVD_2546_60s_20x20ptsdet_1_14_9     -246    -206    -84    -926    -1736    -2267    -4822
20230628_CVD_2546_60s_20x20ptsdet_1_15_0     -228    -183    -59    -934    -1797    -2323    -4674
20230628_CVD_2546_60s_20x20ptsdet_1_15_1     -254    -212    -99    -809    -1625    -2166    -4711
20230628_CVD_2546_60s_20x20ptsdet_1_15_10    -250    -213    -75    -933    -1682    -2199    -4840
20230628_CVD_2546_60s_20x20ptsdet_1_15_11    -257    -203    -78    -915    -1778    -2316    -4911
20230628_CVD_2546_60s_20x20ptsdet_1_15_12    -256    -211    -77    -879    -1648    -2193    -4838
20230628_CVD_2546_60s_20x20ptsdet_1_15_13    -241    -200    -83    -885    -1740    -2267    -4896
20230628_CVD_2546_60s_20x20ptsdet_1_15_14    -243    -198    -65    -891    -1591    -2150    -4845
20230628_CVD_2546_60s_20x20ptsdet_1_15_15    -271    -231    -83    -932    -1683    -2200    -4839
