ROI backgr, sum

Spectrum                                     Si       P     Ar       Ni       Zn       Ga       Rh
20230607_CVD_2546_60s_10x10ptsdet_2_5_7    -256    -213    -81    -1030    -1791    -2258    -4536
20230607_CVD_2546_60s_10x10ptsdet_2_5_8    -268    -226    -79    -1048    -1865    -2306    -4535
20230607_CVD_2546_60s_10x10ptsdet_2_5_9    -236    -187    -80    -1039    -1753    -2257    -4481
20230607_CVD_2546_60s_10x10ptsdet_2_6_0    -252    -211    -73     -983    -1797    -2337    -4957
20230607_CVD_2546_60s_10x10ptsdet_2_6_1    -267    -218    -66    -1042    -1790    -2227    -4616
20230607_CVD_2546_60s_10x10ptsdet_2_6_2    -273    -221    -56    -1026    -1769    -2308    -4493
20230607_CVD_2546_60s_10x10ptsdet_2_6_3    -249    -192    -80    -1059    -1793    -2232    -4576
20230607_CVD_2546_60s_10x10ptsdet_2_6_4    -258    -222    -85     -994    -1576    -2100    -4493
20230607_CVD_2546_60s_10x10ptsdet_2_6_5    -269    -230    -79    -1013    -1725    -2274    -4573
20230607_CVD_2546_60s_10x10ptsdet_2_6_6    -259    -212    -68     -998    -1702    -2069    -4428
20230607_CVD_2546_60s_10x10ptsdet_2_6_7    -269    -225    -43    -1038    -1747    -2225    -4654
20230607_CVD_2546_60s_10x10ptsdet_2_6_8    -247    -187    -45    -1005    -1764    -2278    -4537
20230607_CVD_2546_60s_10x10ptsdet_2_6_9    -265    -212    -73    -1018    -1707    -2196    -4596
20230607_CVD_2546_60s_10x10ptsdet_2_7_0    -269    -213    -66    -1056    -1738    -2237    -5007
20230607_CVD_2546_60s_10x10ptsdet_2_7_1    -244    -194    -69    -1046    -1803    -2259    -4731
20230607_CVD_2546_60s_10x10ptsdet_2_7_2    -252    -208    -90    -1082    -1885    -2319    -4649
20230607_CVD_2546_60s_10x10ptsdet_2_7_3    -249    -206    -78    -1004    -1728    -2204    -4635
20230607_CVD_2546_60s_10x10ptsdet_2_7_4    -239    -196    -56    -1046    -1826    -2196    -4653
20230607_CVD_2546_60s_10x10ptsdet_2_7_5    -254    -215    -80    -1072    -1808    -2258    -4702
20230607_CVD_2546_60s_10x10ptsdet_2_7_6    -242    -191    -72    -1062    -1874    -2357    -4656
20230607_CVD_2546_60s_10x10ptsdet_2_7_7    -249    -201    -62    -1056    -1797    -2221    -4648
20230607_CVD_2546_60s_10x10ptsdet_2_7_8    -254    -217    -64    -1037    -1755    -2223    -4654
20230607_CVD_2546_60s_10x10ptsdet_2_7_9    -271    -229    -79    -1070    -1810    -2298    -4642
20230607_CVD_2546_60s_10x10ptsdet_2_8_0    -259    -219    -60    -1033    -1776    -2211    -5051
20230607_CVD_2546_60s_10x10ptsdet_2_8_1    -248    -201    -57    -1024    -1735    -2262    -4749
20230607_CVD_2546_60s_10x10ptsdet_2_8_2    -244    -206    -76    -1040    -1758    -2101    -4627
20230607_CVD_2546_60s_10x10ptsdet_2_8_3    -267    -217    -66    -1058    -1778    -2288    -4480
20230607_CVD_2546_60s_10x10ptsdet_2_8_4    -242    -191    -58    -1057    -1830    -2345    -4685
20230607_CVD_2546_60s_10x10ptsdet_2_8_5    -261    -217    -50    -1026    -1752    -2249    -4608
20230607_CVD_2546_60s_10x10ptsdet_2_8_6    -239    -205    -61    -1095    -1861    -2253    -4565
20230607_CVD_2546_60s_10x10ptsdet_2_8_7    -234    -195    -86    -1052    -1783    -2274    -4511
20230607_CVD_2546_60s_10x10ptsdet_2_8_8    -273    -218    -67    -1041    -1696    -2171    -4576
20230607_CVD_2546_60s_10x10ptsdet_2_8_9    -260    -220    -38    -1072    -1794    -2205    -4482
20230607_CVD_2546_60s_10x10ptsdet_2_9_0    -233    -178    -71    -1023    -1711    -2170    -5064
20230607_CVD_2546_60s_10x10ptsdet_2_9_1    -254    -203    -94    -1041    -1795    -2269    -4824
20230607_CVD_2546_60s_10x10ptsdet_2_9_2    -261    -212    -79    -1013    -1742    -2226    -4758
20230607_CVD_2546_60s_10x10ptsdet_2_9_3    -263    -216    -83    -1015    -1755    -2254    -4718
20230607_CVD_2546_60s_10x10ptsdet_2_9_4    -248    -202    -84    -1022    -1659    -2180    -4406
20230607_CVD_2546_60s_10x10ptsdet_2_9_5    -265    -218    -69    -1078    -1818    -2154    -4532
