"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
0;0;137727;5676.19;44865.5;3208.4;1463.78;194.23;185413;25337.6;10.8654;1641.29;3721.93;93.2602;259.987;421.738;406.756;181.818;219.75;74.002;50.7663;44.5434;443.528;171.536;28.9756;141.943;148.099;21.7107;24.0891;25.8554;2.68792
0;1;728.305;645.443;598.095;464.277;82.2374;24.8942;9.15063;9.80064;753.935;515.313;555.365;15.297;50.9819;114.558;78.3814;67.1137;51.2782;45.6475;40.1526;45.0634;53.5427;63.1081;45.9403;184.516;204.153;26.4772;24.1827;23.5036;2.27111
1;0;138346;5728.55;44868.3;3361.04;1423.35;226.256;184918;25131.1;60.6008;1724.74;3566.85;88.8943;245.529;357.571;408.494;183.644;219.972;75.5766;50.0186;43.9119;443.169;171.337;28.1902;141.414;146.688;21.4913;23.9806;24.9461;2.73528
1;1;646.608;590.139;530.706;381.757;79.1016;27.9937;39.8711;6.63292;661.848;507.371;540.33;33.7944;50.8693;88.981;76.9002;63.3025;48.3636;38.5871;41.1627;46.417;56.1727;65.2646;44.397;163.224;182.301;29.5082;25.9433;23.7693;2.3019
2;0;137301;5478.83;44782.6;3095.78;1372.32;199.774;184743;24816.5;47.8789;1663.62;3571.61;95.3686;224.102;345.021;405.689;177.492;221.844;73.0846;49.6736;43.5535;446.978;171.167;28.6088;142.577;148.296;22.5245;23.7179;24.8633;2.54861
2;1;698.578;620.425;565.096;425.017;76.9867;17.7601;17.4417;13.3028;716.717;497.922;530.768;30.9577;72.3972;128.943;84.6183;69.6044;53.9797;44.3448;41.7344;47.5089;56.8611;66.1804;48.2513;160.054;181.894;28.3687;26.9462;26.4636;2.33935
3;0;137976;5593.93;45023.2;3168.72;1380.35;160.829;185580;25064.6;26.8543;1529.64;3709.36;104.541;225.35;402.013;406.991;182.383;221.42;73.4001;50.1309;43.8104;443.027;171.187;28.4122;141.261;147.275;21.0815;22.9921;25.1861;2.65165
3;1;660.472;586.18;519.619;367.896;83.6279;56.4853;30.7587;18.012;707.185;491.336;512.219;18.531;44.1409;85.7705;81.2285;67.9391;49.6265;44.0481;41.514;47.7672;55.5171;64.6718;48.8355;172.883;195.736;28.0711;25.0365;23.1824;2.25622
4;0;138419;5563.8;44672.8;3187.34;1459.07;344.984;184893;24771.7;76.9329;1557.04;3661.34;132.782;251.111;406.167;409.701;180.39;219.451;73.9149;50.1212;43.8544;445.768;170.417;28.7569;141.609;147.446;22.9726;24.6671;26.1954;2.75284
4;1;726.357;556.665;532.073;435.514;76.3207;19.2852;32.3725;25.7059;782.442;419.25;500.895;18.9799;31.6969;93.3378;85.0259;70.7644;52.9426;44.4683;40.2129;46.3887;55.2951;65.0559;50.1186;141.724;171.014;30.1202;26.9504;24.4949;2.0525
