ROI backgr, sum

Spectrum                                     Si       P     Ar       Ni       Zn       Ga       Rh
--------------------------------------------------------------------------------------------------
20230531_CVD_3076_60s_10x10ptsdet_1_0_0    -262    -225    -94    -1060    -1690    -1916    -5952
20230531_CVD_3076_60s_10x10ptsdet_1_0_1    -227    -193    -86    -1075    -1841    -2329    -5620
20230531_CVD_3076_60s_10x10ptsdet_1_0_2    -264    -230    -78    -1081    -1808    -2285    -5459
20230531_CVD_3076_60s_10x10ptsdet_1_0_3    -239    -196    -88    -1062    -1737    -2204    -5455
20230531_CVD_3076_60s_10x10ptsdet_1_0_4    -250    -210    -72     -966    -1503    -1909    -5492
20230531_CVD_3076_60s_10x10ptsdet_1_0_5    -238    -194    -96    -1039    -1719    -2305    -5349
20230531_CVD_3076_60s_10x10ptsdet_1_0_6    -235    -188   -104    -1032    -1751    -2333    -5560
20230531_CVD_3076_60s_10x10ptsdet_1_0_7    -259    -229    -96     -954    -1689    -2078    -5495
20230531_CVD_3076_60s_10x10ptsdet_1_0_8    -254    -216   -102    -1085    -1805    -2301    -5501
20230531_CVD_3076_60s_10x10ptsdet_1_0_9    -248    -197    -82    -1022    -1758    -2231    -5383
20230531_CVD_3076_60s_10x10ptsdet_1_1_0    -263    -227    -95    -1049    -1793    -2310    -5883
20230531_CVD_3076_60s_10x10ptsdet_1_1_1    -245    -201    -84    -1031    -1752    -2296    -5698
20230531_CVD_3076_60s_10x10ptsdet_1_1_2    -267    -229   -101    -1106    -1914    -2329    -5568
20230531_CVD_3076_60s_10x10ptsdet_1_1_3    -238    -200    -87     -999    -1669    -2266    -5345
20230531_CVD_3076_60s_10x10ptsdet_1_1_4    -271    -237   -111    -1112    -1889    -2312    -5560
20230531_CVD_3076_60s_10x10ptsdet_1_1_5    -249    -210   -101    -1068    -1824    -2305    -5493
20230531_CVD_3076_60s_10x10ptsdet_1_1_6    -252    -219   -102    -1084    -1806    -2257    -5432
20230531_CVD_3076_60s_10x10ptsdet_1_1_7    -236    -192    -78    -1063    -1756    -2276    -5447
20230531_CVD_3076_60s_10x10ptsdet_1_1_8    -266    -238    -79    -1061    -1798    -2198    -5531
20230531_CVD_3076_60s_10x10ptsdet_1_1_9    -250    -224   -101    -1065    -1802    -2208    -5554
20230531_CVD_3076_60s_10x10ptsdet_1_2_0    -262    -214   -101    -1024    -1717    -2264    -6117
20230531_CVD_3076_60s_10x10ptsdet_1_2_1    -265    -225    -69    -1074    -1826    -2279    -5623
20230531_CVD_3076_60s_10x10ptsdet_1_2_2    -258    -225   -105    -1068    -1831    -2327    -5623
20230531_CVD_3076_60s_10x10ptsdet_1_2_3    -255    -224   -101    -1070    -1782    -2257    -5392
20230531_CVD_3076_60s_10x10ptsdet_1_2_4    -275    -235   -103    -1025    -1755    -2239    -5452
20230531_CVD_3076_60s_10x10ptsdet_1_2_5    -237    -206    -79    -1053    -1842    -2372    -5413
20230531_CVD_3076_60s_10x10ptsdet_1_2_6    -241    -199    -96    -1067    -1827    -2342    -5546
20230531_CVD_3076_60s_10x10ptsdet_1_2_7    -235    -193    -98    -1037    -1770    -2185    -5443
20230531_CVD_3076_60s_10x10ptsdet_1_2_8    -250    -214    -59    -1047    -1737    -2243    -5402
20230531_CVD_3076_60s_10x10ptsdet_1_2_9    -245    -205    -97    -1042    -1696    -2083    -5404
20230531_CVD_3076_60s_10x10ptsdet_1_3_0    -261    -229    -93     -992    -1730    -2280    -6204
20230531_CVD_3076_60s_10x10ptsdet_1_3_1    -257    -226    -93    -1058    -1785    -2250    -5619
20230531_CVD_3076_60s_10x10ptsdet_1_3_2    -265    -234   -104    -1111    -1907    -2336    -5487
20230531_CVD_3076_60s_10x10ptsdet_1_3_3    -251    -206    -95    -1074    -1868    -2324    -5593
20230531_CVD_3076_60s_10x10ptsdet_1_3_4    -253    -212    -94    -1077    -1781    -2143    -5546
20230531_CVD_3076_60s_10x10ptsdet_1_3_5    -249    -209    -68    -1053    -1793    -2282    -5593
20230531_CVD_3076_60s_10x10ptsdet_1_3_6    -262    -221   -100    -1078    -1776    -2234    -5486
20230531_CVD_3076_60s_10x10ptsdet_1_3_7    -249    -225    -96    -1082    -1830    -2289    -5394
20230531_CVD_3076_60s_10x10ptsdet_1_3_8    -255    -215    -93    -1009    -1699    -2107    -5325
20230531_CVD_3076_60s_10x10ptsdet_1_3_9    -251    -215    -95    -1009    -1743    -2272    -5406
