ROI backgr, sum

Spectrum                                     Si       P     Ar      Ni       Zn       Ga       Rh
-------------------------------------------------------------------------------------------------
20230607_CVD_2802_60s_10x10ptsdet_1_0_0    -258    -188    -74    -927    -1600    -2081    -6249
20230607_CVD_2802_60s_10x10ptsdet_1_0_1    -271    -224    -84    -943    -1552    -2025    -5789
20230607_CVD_2802_60s_10x10ptsdet_1_0_2    -257    -212    -74    -960    -1517    -1901    -5234
20230607_CVD_2802_60s_10x10ptsdet_1_0_3    -245    -190    -67    -872    -1496    -1939    -5363
20230607_CVD_2802_60s_10x10ptsdet_1_0_4    -260    -220    -71    -932    -1544    -1947    -5188
20230607_CVD_2802_60s_10x10ptsdet_1_0_5    -241    -197    -75    -925    -1515    -1864    -5351
20230607_CVD_2802_60s_10x10ptsdet_1_0_6    -262    -212   -102    -885    -1499    -1929    -5369
20230607_CVD_2802_60s_10x10ptsdet_1_0_7    -252    -204    -63    -948    -1489    -1956    -5259
20230607_CVD_2802_60s_10x10ptsdet_1_0_8    -248    -192    -77    -884    -1475    -1974    -5337
20230607_CVD_2802_60s_10x10ptsdet_1_0_9    -241    -187    -89    -884    -1325    -1905    -5305
20230607_CVD_2802_60s_10x10ptsdet_1_1_0    -269    -216    -81    -951    -1635    -2012    -6450
20230607_CVD_2802_60s_10x10ptsdet_1_1_1    -265    -213    -57    -915    -1539    -1988    -5817
20230607_CVD_2802_60s_10x10ptsdet_1_1_2    -263    -221    -60    -899    -1344    -1822    -5368
20230607_CVD_2802_60s_10x10ptsdet_1_1_3    -238    -184    -86    -957    -1585    -1993    -5347
20230607_CVD_2802_60s_10x10ptsdet_1_1_4    -269    -219    -90    -992    -1604    -1896    -5367
20230607_CVD_2802_60s_10x10ptsdet_1_1_5    -250    -193    -70    -980    -1566    -1972    -5502
20230607_CVD_2802_60s_10x10ptsdet_1_1_6    -262    -210    -56    -983    -1634    -1948    -5402
20230607_CVD_2802_60s_10x10ptsdet_1_1_7    -235    -175    -62    -954    -1440    -1867    -5333
20230607_CVD_2802_60s_10x10ptsdet_1_1_8    -259    -194    -59    -966    -1472    -1956    -5452
20230607_CVD_2802_60s_10x10ptsdet_1_1_9    -275    -231    -89    -916    -1455    -1871    -5411
20230607_CVD_2802_60s_10x10ptsdet_1_2_0    -265    -203    -64    -935    -1600    -1969    -6387
20230607_CVD_2802_60s_10x10ptsdet_1_2_1    -253    -201    -76    -951    -1520    -1955    -5626
20230607_CVD_2802_60s_10x10ptsdet_1_2_2    -264    -202    -63    -941    -1547    -2070    -5329
20230607_CVD_2802_60s_10x10ptsdet_1_2_3    -253    -206    -57    -959    -1595    -2033    -5492
20230607_CVD_2802_60s_10x10ptsdet_1_2_4    -247    -195    -91    -899    -1446    -1812    -5397
20230607_CVD_2802_60s_10x10ptsdet_1_2_5    -261    -217    -75    -976    -1644    -2013    -5360
20230607_CVD_2802_60s_10x10ptsdet_1_2_6    -252    -198    -86    -925    -1544    -2026    -5313
20230607_CVD_2802_60s_10x10ptsdet_1_2_7    -260    -213    -71    -949    -1526    -1953    -5417
20230607_CVD_2802_60s_10x10ptsdet_1_2_8    -255    -199    -56    -944    -1494    -2014    -5315
20230607_CVD_2802_60s_10x10ptsdet_1_2_9    -256    -199    -83    -952    -1539    -1958    -5389
20230607_CVD_2802_60s_10x10ptsdet_1_3_0    -285    -234    -89    -941    -1460    -1978    -6444
