ROI backgr, sum

Spectrum                                     Si       P     Ar       Ni       Zn       Ga       Rh
--------------------------------------------------------------------------------------------------
20230623_CVD_2566_60s_10x10ptsdet_1_0_0    -244    -203    -93     -978    -1667    -2029    -4612
20230623_CVD_2566_60s_10x10ptsdet_1_0_1    -246    -203    -81    -1060    -1886    -2323    -4679
20230623_CVD_2566_60s_10x10ptsdet_1_0_2    -247    -196    -75    -1036    -1824    -2271    -4665
20230623_CVD_2566_60s_10x10ptsdet_1_0_3    -238    -185    -71    -1012    -1688    -1935    -4606
20230623_CVD_2566_60s_10x10ptsdet_1_0_4    -254    -216    -71    -1002    -1797    -2301    -4616
20230623_CVD_2566_60s_10x10ptsdet_1_0_5    -238    -187    -79     -995    -1667    -2156    -4546
20230623_CVD_2566_60s_10x10ptsdet_1_0_6    -225    -186    -74    -1025    -1772    -2142    -4651
20230623_CVD_2566_60s_10x10ptsdet_1_0_7    -255    -216    -64    -1021    -1822    -2257    -4704
20230623_CVD_2566_60s_10x10ptsdet_1_0_8    -233    -186    -91     -954    -1776    -2226    -4594
20230623_CVD_2566_60s_10x10ptsdet_1_0_9    -235    -195    -89    -1066    -1834    -2294    -4360
20230623_CVD_2566_60s_10x10ptsdet_1_1_0    -248    -204    -87    -1025    -1708    -2031    -4517
20230623_CVD_2566_60s_10x10ptsdet_1_1_1    -238    -190    -47    -1060    -1835    -2246    -4532
20230623_CVD_2566_60s_10x10ptsdet_1_1_2    -224    -178    -54    -1048    -1848    -2267    -4610
20230623_CVD_2566_60s_10x10ptsdet_1_1_3    -263    -228    -94     -999    -1679    -2163    -4363
20230623_CVD_2566_60s_10x10ptsdet_1_1_4    -238    -188    -69     -998    -1724    -2217    -4585
20230623_CVD_2566_60s_10x10ptsdet_1_1_5    -242    -192    -72    -1007    -1677    -1972    -4491
20230623_CVD_2566_60s_10x10ptsdet_1_1_6    -236    -188    -74     -992    -1802    -2200    -4605
20230623_CVD_2566_60s_10x10ptsdet_1_1_7    -255    -210    -86    -1001    -1769    -2217    -4583
20230623_CVD_2566_60s_10x10ptsdet_1_1_8    -241    -194    -52    -1060    -1869    -2315    -4574
20230623_CVD_2566_60s_10x10ptsdet_1_1_9    -236    -195    -83    -1068    -1821    -2235    -4544
20230623_CVD_2566_60s_10x10ptsdet_1_2_0    -259    -217    -45    -1061    -1834    -2272    -4682
20230623_CVD_2566_60s_10x10ptsdet_1_2_1    -255    -215    -85    -1012    -1723    -2162    -4657
20230623_CVD_2566_60s_10x10ptsdet_1_2_2    -254    -215    -70    -1029    -1731    -2238    -4468
20230623_CVD_2566_60s_10x10ptsdet_1_2_3    -247    -207    -67     -987    -1762    -2134    -4588
20230623_CVD_2566_60s_10x10ptsdet_1_2_4    -248    -202    -74    -1073    -1852    -2284    -4549
20230623_CVD_2566_60s_10x10ptsdet_1_2_5    -228    -179    -66    -1058    -1803    -2268    -4535
20230623_CVD_2566_60s_10x10ptsdet_1_2_6    -239    -185    -86     -981    -1792    -2191    -4593
20230623_CVD_2566_60s_10x10ptsdet_1_2_7    -250    -206    -61    -1020    -1807    -2270    -4593
20230623_CVD_2566_60s_10x10ptsdet_1_2_8    -254    -208    -80    -1005    -1722    -2170    -4484
20230623_CVD_2566_60s_10x10ptsdet_1_2_9    -263    -217    -68     -947    -1808    -2258    -4550
20230623_CVD_2566_60s_10x10ptsdet_1_3_0    -234    -187    -74    -1061    -1777    -2148    -4529
20230623_CVD_2566_60s_10x10ptsdet_1_3_1    -253    -208    -85    -1003    -1642    -2162    -4553
20230623_CVD_2566_60s_10x10ptsdet_1_3_2    -261    -219    -71    -1021    -1724    -2202    -4499
20230623_CVD_2566_60s_10x10ptsdet_1_3_3    -252    -218    -66    -1002    -1739    -2206    -4589
