"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
0;0;338305;13987.6;7195.36;509.309;1052.16;386.607;21720.1;2865.03;1.4155;374.485;579.07;123.453;154.884;372.248;666.748;259.278;89.6633;31.9756;45.5133;42.8835;156.332;82.0898;37.4828;80.6324;79.8344;23.4991;21.5734;24.5627;2.29291
0;1;881.087;751.135;643.786;431.148;118.916;97.6143;3.58084;12.3546;961.442;603.95;626.286;27.5756;60.4351;110.604;89.5479;67.8851;49.286;39.0926;41.1934;47.1119;53.7011;68.6914;51.9679;161.538;185.004;29.1902;26.301;24.7462;2.87301
1;0;339374;14371.4;7187.1;567.522;1079.96;467.299;21773.4;2866.32;30.7246;396.48;504.006;143.086;192.983;324.782;648.861;262.477;89.507;32.0544;45.4015;43.6077;156.669;80.1675;36.3721;80.2151;78.3051;23.4537;22.0523;23.299;2.52162
1;1;843.006;736.31;622.245;394.697;157.948;123.117;1.87833;8.51925;835.81;558.133;576.145;38.2899;50.0298;77.1926;79.5886;65.4454;43.6469;37.3961;41.2691;47.1596;53.257;65.3439;44.3125;174.203;195.288;29.0149;25.2399;22.4138;2.70528
2;0;336943;14532.9;7133.56;526.627;1151.41;477.434;21628.6;3043.85;3.13511;502.812;428.256;34.5353;208.809;329.154;660.387;262.591;89.206;31.9107;45.9714;43.3469;156.184;80.5779;36.6538;78.5183;76.1564;21.1723;22.7012;23.755;2.4847
2;1;851.854;744.749;643.29;435.67;94.1095;55.3154;1.84504;13.58;867.141;557.929;570.499;21.3567;54.8629;101.928;90.388;72.364;52.2238;43.0686;40.2686;46.1622;53.5821;64.3146;52.7079;169.667;189.638;24.5755;23.0242;22.2661;2.66407
3;0;336755;14091.2;7232.07;494.925;1196.74;448.811;21778.7;3072.94;1.29247;240.025;678.523;90.3254;211.379;318.259;657.741;258.237;89.3538;30.6084;46.9873;43.4584;156.554;80.3729;36.8563;75.7469;76.4747;23.5124;22.9557;23.463;2.17212
3;1;885.305;668.002;606.812;390.713;142.932;125.958;19.8037;22.285;979.878;459.023;519.395;43.9259;31.876;72.9122;62.8361;54.8922;36.8109;31.266;36.8901;42.0875;46.5843;55.0397;40.0769;147.715;158.344;26.1736;21.9173;19.7088;2.31248
4;0;338469;14305.7;7112.53;583.906;1093.95;585.844;21912.8;3002.62;62.3951;273.17;631.821;122.131;203.482;367.149;639.431;260.505;88.8004;32.0794;44.9988;43.8737;159.167;80.7568;30.5974;75.5879;76.0325;22.5834;22.4484;23.5944;2.89322
4;1;849.078;737.998;628.317;410.42;110.603;53.7979;3.06313;16.8247;849.005;542.953;554.866;32.364;31.1727;66.8706;85.8241;69.9164;48.9502;40.3432;40.8122;46.1892;53.547;64.6521;48.6762;167.518;185.903;27.6864;23.7077;20.8047;2.59243
5;0;337567;13814.9;7166.39;501.001;1005.09;524.968;21581.7;3108.05;38.6616;324.499;551.005;135.767;167.946;369.783;644.127;257.667;88.9073;30.3971;44.5032;43.9807;155.423;80.5241;35.8178;79.0267;77.4732;23.9331;21.6614;23.8902;2.49514
5;1;845.962;739.988;634.094;417.441;145.033;114.312;15.0186;21.8981;822.103;527.578;540.826;17.3979;36.3284;70.6573;90.4308;72.8223;52.4485;39.3822;41.8342;47.0236;52.0855;63.4833;52.3117;160.997;179.387;25.8858;22.9149;20.8456;2.59892
6;0;337690;13916.3;7259.63;458.483;1029.09;494.597;21608.6;2900.69;15.6646;317.438;638.779;123.796;173.623;344.836;668.479;257.046;89.8128;30.5152;44.8907;43.4202;154.997;79.8903;35.8401;77.2199;76.2841;23.8009;21.9884;23.786;2.52655
6;1;815.531;709.321;595.543;369.409;158.729;185.494;60.4105;21.5288;794.031;524.922;541.203;33.2556;39.3427;73.4432;72.7399;61.9909;41.7662;35.1589;41.761;49.2862;53.057;64.1001;41.1738;163.894;178.746;27.3379;23.8357;20.9928;2.5938
7;0;337648;14111.4;7193.06;513.785;1063.78;430.788;21792.9;3023.27;4.64469;277.412;647.654;62.3913;228.456;376.47;659.305;259.62;89.0576;30.8333;44.7403;42.6332;156.433;80.3829;35.7867;75.3823;75.505;19.6388;21.7873;23.9445;2.54302
7;1;801.055;690.794;579.288;357.157;140.687;168.097;48.0469;17.3698;830.183;512.15;516.043;40.6768;50.5802;75.2612;76.0016;63.6578;42.1958;35.8274;40.5705;48.4599;53.1338;63.2902;45.5981;156.719;173.149;28.2133;24.7119;21.9453;2.51149
8;0;337561;14422.5;7080.42;585.464;1121.37;439.663;21564.1;2823.5;20.5211;309.533;595.097;89.1138;210.664;352.276;650.623;262.638;89.0781;33.0053;45.7479;42.6518;156.096;79.2507;35.8598;77.6268;77.1868;22.8692;22.4408;23.675;2.41024
8;1;829.227;721.424;614.116;395.62;137.799;80.9865;4.92069;11.1469;797.997;497.84;511.081;42.2606;55.513;93.256;78.9556;60.3726;45.3629;35.5894;41.9181;45.5954;52.2386;63.3434;44.9064;138.652;156.776;26.3246;23.8633;21.7938;2.57169
9;0;337918;13727.3;7074.55;527.998;1010.04;454.794;21831.2;2998.58;14.1752;381.855;536.808;69.7981;210.696;357.551;645.401;258.564;88.7406;31.6793;44.9485;44.4356;156.269;80.3305;32.8014;78.97;77.8486;21.7591;22.6002;24.2369;2.31711
9;1;820.193;709.519;602.741;386.429;138.818;134.686;29.923;14.6625;789.516;471.905;481.152;23.3415;39.107;78.8144;81.9598;62.1062;47.8494;36.0161;41.5298;48.4671;52.9533;63.1711;47.7714;127.551;146.66;26.8649;23.7087;21.2602;2.56752
10;0;335258;14612.2;7267.42;507.659;1179.47;428.851;21582.6;3112.53;2.28619;258.407;728.044;136.254;208.256;398.209;659.681;264.963;90.0692;31.8341;46.4161;42.7185;155.902;81.5772;37.5555;81.2898;81.564;24.0668;23.6488;25.3972;2.46158
