All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
811.659790	1.580684	3.174754	3.670634	0.000000	0.004456	0.003664	
813.233276	1.580666	3.174044	3.669523	0.000000	0.004458	0.003613	
814.806519	1.580647	3.173341	3.668412	0.000000	0.004461	0.003562	
816.379700	1.580628	3.172644	3.667310	0.000000	0.004466	0.003512	
817.952698	1.580610	3.171954	3.666225	0.000000	0.004471	0.003463	
819.525513	1.580591	3.171269	3.665140	0.000000	0.004477	0.003414	
821.098267	1.580572	3.170591	3.664055	0.000000	0.004483	0.003365	
822.670715	1.580554	3.169919	3.662993	0.000000	0.004490	0.003317	
824.243164	1.580535	3.169253	3.661933	0.000000	0.004497	0.003270	
825.815308	1.580516	3.168594	3.660872	0.000000	0.004504	0.003223	
827.387390	1.580498	3.167940	3.659823	0.000000	0.004511	0.003176	
828.959351	1.580481	3.167293	3.658788	0.000000	0.004519	0.003131	
830.531128	1.580463	3.166651	3.657753	0.000000	0.004526	0.003085	
832.102722	1.580446	3.166016	3.656717	0.000000	0.004533	0.003040	
833.674194	1.580428	3.165386	3.655704	0.000000	0.004540	0.002996	
835.245483	1.580411	3.164762	3.654692	0.000000	0.004547	0.002952	
836.816711	1.580394	3.164144	3.653681	0.000000	0.004553	0.002908	
838.387695	1.580376	3.163531	3.652678	0.000000	0.004558	0.002865	
839.958496	1.580359	3.162924	3.651690	0.000000	0.004563	0.002823	
841.529175	1.580341	3.162322	3.650702	0.000000	0.004567	0.002781	
843.099731	1.580324	3.161726	3.649715	0.000000	0.004570	0.002739	
844.670044	1.580306	3.161135	3.648744	0.000000	0.004573	0.002698	
846.240234	1.580289	3.160549	3.647779	0.000000	0.004574	0.002658	
847.810242	1.580272	3.159969	3.646815	0.000000	0.004574	0.002618	
849.380188	1.580254	3.159393	3.645851	0.000000	0.004573	0.002577	
850.949890	1.580237	3.158822	3.644910	0.000000	0.004571	0.002539	
852.519409	1.580219	3.158256	3.643968	0.000000	0.004568	0.002500	
854.088745	1.580202	3.157695	3.643027	0.000000	0.004563	0.002461	
855.658020	1.580185	3.157138	3.642092	0.000000	0.004557	0.002423	
857.227173	1.580169	3.156585	3.641173	0.000000	0.004550	0.002386	
858.796021	1.580152	3.156037	3.640254	0.000000	0.004541	0.002349	
860.364746	1.580136	3.155493	3.639335	0.000000	0.004530	0.002312	
861.933289	1.580120	3.154953	3.638427	0.000000	0.004517	0.002276	
863.501770	1.580104	3.154416	3.637530	0.000000	0.004503	0.002240	
865.069946	1.580087	3.153882	3.636633	0.000000	0.004488	0.002205	
866.638000	1.580071	3.153352	3.635736	0.000000	0.004471	0.002169	
868.205933	1.580055	3.152825	3.634853	0.000000	0.004453	0.002135	
869.773621	1.580039	3.152302	3.633978	0.000000	0.004433	0.002101	
871.341187	1.580022	3.151781	3.633102	0.000000	0.004412	0.002067	
872.908569	1.580006	3.151263	3.632226	0.000000	0.004390	0.002033	
874.475769	1.579990	3.150748	3.631367	0.000000	0.004367	0.002001	
876.042847	1.579974	3.150235	3.630513	0.000000	0.004342	0.001968	
877.609741	1.579957	3.149726	3.629658	0.000000	0.004317	0.001936	
879.176453	1.579941	3.149219	3.628804	0.000000	0.004291	0.001903	
880.742981	1.579925	3.148714	3.627967	0.000000	0.004264	0.001872	
882.309387	1.579909	3.148212	3.627134	0.000000	0.004236	0.001842	
883.875610	1.579893	3.147713	3.626300	0.000000	0.004207	0.001811	
885.441589	1.579876	3.147216	3.625466	0.000000	0.004177	0.001780	
887.007446	1.579861	3.146721	3.624650	0.000000	0.004147	0.001750	
888.573059	1.579846	3.146229	3.623837	0.000000	0.004117	0.001721	
890.138550	1.579831	3.145738	3.623024	0.000000	0.004085	0.001691	
891.703796	1.579816	3.145250	3.622211	0.000000	0.004054	0.001662	
893.268921	1.579800	3.144765	3.621413	0.000000	0.004021	0.001634	
894.833984	1.579785	3.144281	3.620620	0.000000	0.003989	0.001606	
896.398743	1.579770	3.143799	3.619826	0.000000	0.003955	0.001578	
897.963257	1.579755	3.143320	3.619033	0.000000	0.003922	0.001550	
899.527710	1.579740	3.142843	3.618252	0.000000	0.003888	0.001523	
901.091980	1.579725	3.142367	3.617479	0.000000	0.003854	0.001496	
902.656067	1.579710	3.141894	3.616705	0.000000	0.003820	0.001470	
904.219910	1.579695	3.141423	3.615932	0.000000	0.003786	0.001443	
905.783569	1.579680	3.140954	3.615167	0.000000	0.003752	0.001417	
907.347046	1.579665	3.140487	3.614413	0.000000	0.003717	0.001392	
908.910461	1.579650	3.140021	3.613658	0.000000	0.003683	0.001367	
910.473511	1.579635	3.139558	3.612904	0.000000	0.003648	0.001342	
912.036499	1.579619	3.139097	3.612153	0.000000	0.003614	0.001317	
913.599304	1.579604	3.138637	3.611418	0.000000	0.003580	0.001293	
915.161926	1.579589	3.138180	3.610682	0.000000	0.003546	0.001269	
916.724304	1.579574	3.137724	3.609947	0.000000	0.003512	0.001246	
918.286499	1.579559	3.137270	3.609212	0.000000	0.003478	0.001222	
919.848511	1.579545	3.136819	3.608492	0.000000	0.003444	0.001199	
921.410339	1.579531	3.136369	3.607776	0.000000	0.003411	0.001177	
922.971985	1.579517	3.135921	3.607059	0.000000	0.003378	0.001154	
924.533508	1.579503	3.135475	3.606342	0.000000	0.003345	0.001132	
926.094727	1.579489	3.135031	3.605634	0.000000	0.003313	0.001110	
927.655884	1.579475	3.134589	3.604935	0.000000	0.003281	0.001089	
929.216675	1.579461	3.134150	3.604237	0.000000	0.003249	0.001068	
930.777466	1.579447	3.133712	3.603539	0.000000	0.003218	0.001047	
932.337891	1.579433	3.133276	3.602840	0.000000	0.003187	0.001025	
933.898254	1.579419	3.132842	3.602160	0.000000	0.003157	0.001005	
935.458374	1.579405	3.132410	3.601479	0.000000	0.003127	0.000986	
937.018250	1.579391	3.131981	3.600798	0.000000	0.003097	0.000966	
938.578003	1.579377	3.131553	3.600117	0.000000	0.003067	0.000946	
940.137573	1.579363	3.131127	3.599445	0.000000	0.003038	0.000926	
941.696899	1.579349	3.130704	3.598782	0.000000	0.003009	0.000908	
943.256042	1.579335	3.130282	3.598119	0.000000	0.002981	0.000889	
944.815063	1.579321	3.129863	3.597457	0.000000	0.002953	0.000871	
946.373718	1.579307	3.129445	3.596794	0.000000	0.002925	0.000852	
947.932312	1.579293	3.129030	3.596146	0.000000	0.002898	0.000834	
949.490723	1.579279	3.128616	3.595500	0.000000	0.002871	0.000817	
951.048828	1.579265	3.128204	3.594853	0.000000	0.002845	0.000799	
952.606812	1.579251	3.127795	3.594207	0.000000	0.002818	0.000782	
954.164551	1.579238	3.127387	3.593565	0.000000	0.002792	0.000765	
955.722168	1.579225	3.126982	3.592936	0.000000	0.002767	0.000749	
957.279480	1.579212	3.126578	3.592307	0.000000	0.002742	0.000732	
958.836609	1.579199	3.126176	3.591678	0.000000	0.002717	0.000716	
960.393555	1.579186	3.125777	3.591049	0.000000	0.002692	0.000700	
961.950378	1.579173	3.125379	3.590428	0.000000	0.002668	0.000684	
963.506958	1.579160	3.124983	3.589816	0.000000	0.002644	0.000669	
965.063293	1.579147	3.124589	3.589203	0.000000	0.002621	0.000654	
966.619324	1.579134	3.124197	3.588590	0.000000	0.002598	0.000639	
968.175293	1.579121	3.123807	3.587978	0.000000	0.002575	0.000624	
969.731079	1.579108	3.123419	3.587375	0.000000	0.002552	0.000609	
971.286499	1.579096	3.123033	3.586780	0.000000	0.002530	0.000595	
972.841919	1.579083	3.122649	3.586183	0.000000	0.002508	0.000581	
974.396973	1.579070	3.122266	3.585587	0.000000	0.002487	0.000567	
975.951843	1.579057	3.121886	3.584991	0.000000	0.002466	0.000553	
977.506531	1.579044	3.121507	3.584407	0.000000	0.002445	0.000540	
979.061035	1.579031	3.121130	3.583827	0.000000	0.002425	0.000527	
980.615356	1.579018	3.120755	3.583246	0.000000	0.002404	0.000514	
982.169312	1.579005	3.120382	3.582666	0.000000	0.002385	0.000502	
983.723267	1.578992	3.120011	3.582086	0.000000	0.002365	0.000489	
985.276855	1.578979	3.119642	3.581517	0.000000	0.002346	0.000477	
986.830261	1.578967	3.119274	3.580953	0.000000	0.002327	0.000465	
988.383484	1.578954	3.118908	3.580389	0.000000	0.002309	0.000453	
989.936523	1.578941	3.118544	3.579824	0.000000	0.002291	0.000441	
991.489258	1.578928	3.118182	3.579260	0.000000	0.002273	0.000429	
993.041809	1.578924	3.117821	3.578706	0.000000	0.002255	0.000418	
994.594116	1.578924	3.117463	3.578156	0.000000	0.002238	0.000407	
996.146301	1.578924	3.117106	3.577607	0.000000	0.002221	0.000397	
997.698242	1.578924	3.116751	3.577058	0.000000	0.002205	0.000386	
999.249878	1.578924	3.116398	3.576509	0.000000	0.002189	0.000375	
