All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
399.266418	1.610148	4.172854	5.657641	0.000000	0.214863	0.293175	
400.858612	1.609766	4.156200	5.603062	0.000000	0.209395	0.278041	
402.450806	1.609388	4.140234	5.551841	0.000000	0.204279	0.264420	
404.042999	1.609011	4.124944	5.503875	0.000000	0.199448	0.252050	
405.635193	1.608634	4.110306	5.458797	0.000000	0.194840	0.240640	
407.227356	1.608262	4.096282	5.416060	0.000000	0.190392	0.229918	
408.819550	1.607896	4.082811	5.375411	0.000000	0.186069	0.219767	
410.411774	1.607531	4.069849	5.336623	0.000000	0.181864	0.210109	
412.003967	1.607165	4.057373	5.299551	0.000000	0.177777	0.200903	
413.596130	1.606802	4.045367	5.264136	0.000000	0.173804	0.192151	
415.188324	1.606448	4.033823	5.230059	0.000000	0.169944	0.183777	
416.780518	1.606095	4.022741	5.197213	0.000000	0.166192	0.175767	
418.372711	1.605741	4.012133	5.165506	0.000000	0.162547	0.168109	
419.964905	1.605387	4.002023	5.134860	0.000000	0.159003	0.160794	
421.557068	1.605094	3.992469	5.105204	0.000000	0.155550	0.153811	
423.149231	1.604820	3.983561	5.076480	0.000000	0.152103	0.147151	
424.741394	1.604547	3.975317	5.048683	0.000000	0.148524	0.140820	
426.333588	1.604273	3.967714	5.021740	0.000000	0.144680	0.134800	
427.925720	1.603987	3.960700	4.995576	0.000000	0.140448	0.129068	
429.517883	1.603656	3.954196	4.970156	0.000000	0.135706	0.123615	
431.110016	1.603325	3.948101	4.945444	0.000000	0.130341	0.118429	
432.702148	1.602994	3.942281	4.921410	0.000000	0.124244	0.113501	
434.294281	1.602663	3.936568	4.898025	0.000000	0.117312	0.108820	
435.886414	1.602370	3.930719	4.875263	0.000000	0.109448	0.104377	
437.478516	1.602114	3.924361	4.853099	0.000000	0.100687	0.100163	
439.070648	1.601858	3.917231	4.831511	0.000000	0.091271	0.096167	
440.662750	1.601602	3.909199	4.810478	0.000000	0.081447	0.092380	
442.254791	1.601346	3.900197	4.789980	0.000000	0.071454	0.088794	
443.846863	1.601096	3.890203	4.769996	0.000000	0.061518	0.085399	
445.438904	1.600849	3.879236	4.750510	0.000000	0.051857	0.082186	
447.030945	1.600602	3.867349	4.731504	0.000000	0.042683	0.079147	
448.622986	1.600355	3.854632	4.712963	0.000000	0.034202	0.076273	
450.215027	1.600108	3.841222	4.694870	0.000000	0.026612	0.073558	
451.807037	1.599866	3.827334	4.677213	0.000000	0.020111	0.070992	
453.399017	1.599627	3.813310	4.659976	0.000000	0.014775	0.068569	
454.990967	1.599389	3.799415	4.643149	0.000000	0.010496	0.066281	
456.582916	1.599150	3.785806	4.626715	0.000000	0.007148	0.064122	
458.174866	1.598912	3.772595	4.610664	0.000000	0.004610	0.062083	
459.766785	1.598676	3.759862	4.594984	0.000000	0.002764	0.060160	
461.358704	1.598446	3.747661	4.579663	0.000000	0.001496	0.058346	
462.950592	1.598217	3.736025	4.564689	0.000000	0.000694	0.056635	
464.542419	1.597987	3.724971	4.550052	0.000000	0.000248	0.055020	
466.134277	1.597757	3.714493	4.535749	0.000000	0.000051	0.053500	
467.726074	1.597527	3.704568	4.521796	0.000000	0.000002	0.052074	
469.317871	1.597353	3.695137	4.508152	0.000000	-0.000000	0.050730	
470.909668	1.597187	3.686106	4.494804	0.000000	-0.000000	0.049461	
472.501404	1.597020	3.677414	4.481748	0.000000	-0.000000	0.048264	
474.093170	1.596854	3.669022	4.468971	0.000000	-0.000000	0.047134	
475.684875	1.596688	3.660900	4.456466	0.000000	0.000000	0.046068	
477.276550	1.596511	3.653026	4.444224	0.000000	0.000000	0.045060	
478.868225	1.596298	3.645380	4.432238	0.000000	0.000000	0.044108	
480.459869	1.596085	3.637945	4.420531	0.000000	-0.000000	0.043214	
482.051453	1.595872	3.630709	4.409087	0.000000	-0.000000	0.042372	
483.643066	1.595658	3.623659	4.397874	0.000000	-0.000000	0.041574	
485.234619	1.595445	3.616785	4.386886	0.000000	0.000000	0.040817	
486.826111	1.595252	3.610077	4.376115	0.000000	-0.000000	0.040100	
488.417633	1.595098	3.603526	4.365556	0.000000	-0.000000	0.039418	
490.009125	1.594944	3.597124	4.355221	0.000000	0.000000	0.038773	
491.600586	1.594791	3.590866	4.345124	0.000000	0.000000	0.038164	
493.191986	1.594637	3.584744	4.335220	0.000000	-0.000000	0.037583	
494.783356	1.594483	3.578753	4.325501	0.000000	-0.000000	0.037028	
496.374695	1.594330	3.572887	4.315962	0.000000	-0.000000	0.036497	
497.966064	1.594182	3.567141	4.306602	0.000000	-0.000000	0.035989	
499.557312	1.594034	3.561511	4.297470	0.000000	-0.000000	0.035509	
501.148590	1.593886	3.555991	4.288501	0.000000	-0.000000	0.035046	
502.739807	1.593739	3.550580	4.279689	0.000000	-0.000000	0.034600	
504.330994	1.593591	3.545271	4.271029	0.000000	0.000000	0.034170	
505.922180	1.593443	3.540062	4.262546	0.000000	-0.000000	0.033756	
507.513275	1.593258	3.534949	4.254244	0.000000	-0.000000	0.033359	
509.104340	1.593069	3.529930	4.246078	0.000000	-0.000000	0.032973	
510.695404	1.592880	3.525001	4.238045	0.000000	-0.000000	0.032597	
512.286438	1.592690	3.520160	4.230155	0.000000	-0.000000	0.032232	
513.877380	1.592501	3.515403	4.222442	0.000000	-0.000000	0.031879	
515.468323	1.592311	3.510729	4.214848	0.000000	-0.000000	0.031534	
517.059204	1.592135	3.506134	4.207370	0.000000	-0.000000	0.031196	
518.650085	1.591998	3.501616	4.200024	0.000000	0.000000	0.030866	
520.240906	1.591862	3.497174	4.192834	0.000000	0.000000	0.030544	
521.831665	1.591726	3.492805	4.185748	0.000000	0.000000	0.030227	
523.422424	1.591589	3.488507	4.178761	0.000000	-0.000000	0.029914	
525.013123	1.591453	3.484278	4.171915	0.000000	0.000000	0.029608	
526.603760	1.591316	3.480117	4.165187	0.000000	0.000000	0.029307	
528.194397	1.591197	3.476021	4.158549	0.000000	0.000000	0.029009	
529.784973	1.591110	3.471989	4.152010	0.000000	-0.000000	0.028715	
531.375488	1.591022	3.468019	4.145611	0.000000	0.000000	0.028426	
532.965942	1.590935	3.464110	4.139291	0.000000	0.000000	0.028139	
534.556396	1.590848	3.460260	4.133050	0.000000	0.000000	0.027856	
536.146790	1.590761	3.456468	4.126945	0.000000	-0.000000	0.027576	
537.737122	1.590674	3.452732	4.120919	0.000000	-0.000000	0.027299	
539.327393	1.590582	3.449051	4.114963	0.000000	-0.000000	0.027024	
540.917664	1.590457	3.445423	4.109124	0.000000	-0.000000	0.026753	
542.507874	1.590331	3.441848	4.103367	0.000000	0.000000	0.026484	
544.098022	1.590206	3.438324	4.097673	0.000000	-0.000000	0.026217	
545.688110	1.590081	3.434850	4.092087	0.000000	0.000000	0.025953	
547.278198	1.589956	3.431425	4.086580	0.000000	-0.000000	0.025691	
548.868164	1.589831	3.428047	4.081128	0.000000	-0.000000	0.025431	
550.458130	1.589705	3.424716	4.075783	0.000000	-0.000000	0.025174	
552.048035	1.589583	3.421431	4.070508	0.000000	0.000000	0.024919	
553.637878	1.589464	3.418190	4.065283	0.000000	0.000000	0.024666	
555.227661	1.589344	3.414993	4.060168	0.000000	0.000000	0.024416	
556.817444	1.589224	3.411837	4.055105	0.000000	0.000000	0.024168	
558.407104	1.589104	3.408724	4.050099	0.000000	0.000001	0.023921	
559.996704	1.588984	3.405651	4.045193	0.000000	0.000002	0.023678	
561.586304	1.588865	3.402618	4.040328	0.000000	0.000003	0.023436	
563.175903	1.588745	3.399624	4.035534	0.000000	0.000004	0.023196	
564.765320	1.588656	3.396669	4.030815	0.000000	0.000006	0.022959	
566.354736	1.588580	3.393751	4.026133	0.000000	0.000009	0.022722	
567.944092	1.588503	3.390869	4.021543	0.000000	0.000012	0.022490	
569.533386	1.588427	3.388024	4.016996	0.000000	0.000016	0.022258	
571.122620	1.588351	3.385214	4.012502	0.000000	0.000021	0.022029	
572.711792	1.588274	3.382439	4.008085	0.000000	0.000027	0.021802	
574.300903	1.588198	3.379698	4.003698	0.000000	0.000033	0.021576	
575.890015	1.588122	3.376991	3.999393	0.000000	0.000041	0.021353	
577.479004	1.588030	3.374316	3.995128	0.000000	0.000049	0.021132	
579.067932	1.587921	3.371674	3.990912	0.000000	0.000059	0.020913	
580.656799	1.587811	3.369064	3.986766	0.000000	0.000069	0.020696	
582.245605	1.587702	3.366485	3.982642	0.000000	0.000081	0.020480	
583.834351	1.587593	3.363936	3.978602	0.000000	0.000094	0.020267	
585.423035	1.587484	3.361419	3.974588	0.000000	0.000108	0.020056	
587.011658	1.587374	3.358931	3.970632	0.000000	0.000123	0.019846	
588.600220	1.587265	3.356472	3.966724	0.000000	0.000140	0.019639	
590.188721	1.587156	3.354043	3.962850	0.000000	0.000157	0.019433	
591.777161	1.587079	3.351642	3.959043	0.000000	0.000176	0.019230	
593.365540	1.587009	3.349268	3.955252	0.000000	0.000197	0.019027	
594.953796	1.586940	3.346923	3.951538	0.000000	0.000218	0.018828	
596.542053	1.586870	3.344605	3.947842	0.000000	0.000241	0.018629	
598.130188	1.586801	3.342314	3.944205	0.000000	0.000265	0.018433	
599.718262	1.586731	3.340050	3.940601	0.000000	0.000291	0.018239	
601.306274	1.586662	3.337812	3.937039	0.000000	0.000318	0.018046	
602.894226	1.586592	3.335601	3.933522	0.000000	0.000347	0.017855	
604.482117	1.586523	3.333414	3.930033	0.000000	0.000377	0.017665	
606.069946	1.586456	3.331254	3.926600	0.000000	0.000408	0.017478	
607.657654	1.586390	3.329119	3.923184	0.000000	0.000441	0.017292	
609.245300	1.586323	3.327009	3.919832	0.000000	0.000475	0.017109	
610.832886	1.586257	3.324924	3.916486	0.000000	0.000511	0.016925	
612.420471	1.586191	3.322864	3.913211	0.000000	0.000547	0.016746	
614.007874	1.586125	3.320829	3.909941	0.000000	0.000583	0.016566	
615.595276	1.586059	3.318819	3.906734	0.000000	0.000620	0.016390	
617.182495	1.585993	3.316832	3.903537	0.000000	0.000657	0.016213	
618.769775	1.585927	3.314868	3.900396	0.000000	0.000694	0.016040	
620.356873	1.585861	3.312929	3.897269	0.000000	0.000731	0.015867	
621.943970	1.585798	3.311012	3.894193	0.000000	0.000767	0.015697	
623.530945	1.585735	3.309118	3.891132	0.000000	0.000802	0.015528	
625.117859	1.585672	3.307245	3.888120	0.000000	0.000837	0.015360	
626.704712	1.585609	3.305395	3.885124	0.000000	0.000870	0.015194	
628.291382	1.585546	3.303566	3.882174	0.000000	0.000902	0.015030	
629.878052	1.585483	3.301759	3.879239	0.000000	0.000932	0.014867	
631.464722	1.585420	3.299971	3.876350	0.000000	0.000961	0.014706	
633.051147	1.585357	3.298204	3.873476	0.000000	0.000988	0.014546	
634.637573	1.585294	3.296457	3.870646	0.000000	0.001014	0.014388	
636.223999	1.585232	3.294729	3.867828	0.000000	0.001036	0.014231	
637.810181	1.585172	3.293020	3.865058	0.000000	0.001057	0.014076	
639.396362	1.585113	3.291329	3.862294	0.000000	0.001075	0.013921	
640.982483	1.585053	3.289655	3.859581	0.000000	0.001091	0.013770	
642.568481	1.584993	3.287999	3.856868	0.000000	0.001105	0.013618	
644.154419	1.584933	3.286360	3.854212	0.000000	0.001117	0.013469	
645.740234	1.584873	3.284736	3.851553	0.000000	0.001126	0.013321	
647.326050	1.584814	3.283129	3.848948	0.000000	0.001134	0.013175	
648.911682	1.584754	3.281537	3.846345	0.000000	0.001140	0.013029	
650.497192	1.584694	3.279960	3.843786	0.000000	0.001144	0.012886	
652.082703	1.584634	3.278399	3.841237	0.000000	0.001146	0.012743	
653.668091	1.584576	3.276852	3.838724	0.000000	0.001147	0.012602	
655.253418	1.584520	3.275319	3.836228	0.000000	0.001146	0.012462	
656.838684	1.584463	3.273801	3.833757	0.000000	0.001144	0.012323	
658.423767	1.584406	3.272296	3.831313	0.000000	0.001141	0.012186	
660.008850	1.584350	3.270805	3.828882	0.000000	0.001137	0.012050	
661.593750	1.584293	3.269328	3.826490	0.000000	0.001131	0.011916	
663.178589	1.584236	3.267863	3.824098	0.000000	0.001125	0.011782	
664.763367	1.584179	3.266412	3.821756	0.000000	0.001117	0.011651	
666.348022	1.584123	3.264973	3.819412	0.000000	0.001108	0.011520	
667.932617	1.584066	3.263546	3.817108	0.000000	0.001099	0.011391	
669.517090	1.584009	3.262132	3.814813	0.000000	0.001089	0.011262	
671.101501	1.583954	3.260730	3.812544	0.000000	0.001078	0.011135	
672.685791	1.583900	3.259340	3.810298	0.000000	0.001067	0.011010	
674.269958	1.583847	3.257962	3.808062	0.000000	0.001055	0.010885	
675.854065	1.583793	3.256595	3.805863	0.000000	0.001043	0.010762	
677.438110	1.583739	3.255239	3.803664	0.000000	0.001030	0.010639	
679.021973	1.583686	3.253895	3.801507	0.000000	0.001017	0.010519	
680.605774	1.583632	3.252561	3.799353	0.000000	0.001004	0.010399	
682.189453	1.583578	3.251239	3.797225	0.000000	0.000991	0.010280	
683.773071	1.583524	3.249927	3.795117	0.000000	0.000977	0.010163	
685.356567	1.583471	3.248625	3.793017	0.000000	0.000964	0.010046	
686.940002	1.583417	3.247334	3.790954	0.000000	0.000950	0.009932	
688.523315	1.583363	3.246054	3.788890	0.000000	0.000937	0.009817	
690.106506	1.583312	3.244784	3.786861	0.000000	0.000924	0.009704	
691.689575	1.583261	3.243523	3.784841	0.000000	0.000911	0.009592	
693.272583	1.583210	3.242273	3.782836	0.000000	0.000898	0.009481	
694.855408	1.583159	3.241032	3.780859	0.000000	0.000886	0.009372	
696.438232	1.583109	3.239802	3.778881	0.000000	0.000874	0.009263	
698.020874	1.583058	3.238580	3.776941	0.000000	0.000862	0.009156	
699.603455	1.583007	3.237369	3.775005	0.000000	0.000851	0.009049	
701.185913	1.582956	3.236167	3.773086	0.000000	0.000841	0.008943	
702.768311	1.582906	3.234974	3.771192	0.000000	0.000831	0.008839	
704.350525	1.582855	3.233790	3.769298	0.000000	0.000822	0.008735	
705.932739	1.582804	3.232616	3.767439	0.000000	0.000814	0.008633	
707.514771	1.582753	3.231451	3.765585	0.000000	0.000806	0.008532	
709.096680	1.582711	3.230295	3.763744	0.000000	0.000800	0.008431	
710.678467	1.582687	3.229148	3.761930	0.000000	0.000794	0.008332	
712.260193	1.582663	3.228010	3.760115	0.000000	0.000789	0.008233	
713.841797	1.582639	3.226881	3.758330	0.000000	0.000785	0.008136	
715.423218	1.582615	3.225760	3.756554	0.000000	0.000781	0.008039	
717.004639	1.582591	3.224649	3.754784	0.000000	0.000779	0.007943	
718.585876	1.582567	3.223547	3.753047	0.000000	0.000778	0.007849	
720.167053	1.582543	3.222453	3.751310	0.000000	0.000777	0.007755	
721.748047	1.582519	3.221368	3.749591	0.000000	0.000778	0.007662	
723.328979	1.582495	3.220291	3.747891	0.000000	0.000779	0.007571	
724.909790	1.582471	3.219223	3.746190	0.000000	0.000781	0.007479	
726.490479	1.582448	3.218164	3.744521	0.000000	0.000784	0.007390	
728.071045	1.582424	3.217113	3.742857	0.000000	0.000788	0.007300	
729.651489	1.582396	3.216070	3.741198	0.000000	0.000792	0.007212	
731.231812	1.582351	3.215036	3.739571	0.000000	0.000798	0.007125	
732.812073	1.582306	3.214010	3.737944	0.000000	0.000804	0.007038	
734.392151	1.582261	3.212993	3.736331	0.000000	0.000811	0.006952	
735.972107	1.582216	3.211983	3.734738	0.000000	0.000819	0.006868	
737.552002	1.582170	3.210982	3.733145	0.000000	0.000828	0.006783	
739.131714	1.582125	3.209988	3.731576	0.000000	0.000837	0.006700	
740.711365	1.582080	3.209003	3.730018	0.000000	0.000848	0.006618	
742.290894	1.582035	3.208025	3.728460	0.000000	0.000859	0.006536	
743.870239	1.581990	3.207056	3.726931	0.000000	0.000871	0.006456	
745.449524	1.581945	3.206094	3.725408	0.000000	0.000883	0.006376	
747.028625	1.581900	3.205140	3.723884	0.000000	0.000897	0.006296	
748.607605	1.581854	3.204194	3.722394	0.000000	0.000911	0.006219	
750.186523	1.581809	3.203256	3.720903	0.000000	0.000926	0.006141	
751.765259	1.581768	3.202325	3.719417	0.000000	0.000941	0.006064	
753.343872	1.581747	3.201402	3.717959	0.000000	0.000958	0.005989	
754.922424	1.581725	3.200486	3.716501	0.000000	0.000975	0.005913	
756.500793	1.581704	3.199579	3.715050	0.000000	0.000993	0.005838	
758.079041	1.581683	3.198679	3.713625	0.000000	0.001012	0.005765	
759.657166	1.581662	3.197787	3.712199	0.000000	0.001031	0.005692	
761.235168	1.581640	3.196902	3.710783	0.000000	0.001050	0.005620	
762.813049	1.581619	3.196025	3.709388	0.000000	0.001070	0.005549	
764.390747	1.581598	3.195156	3.707993	0.000000	0.001090	0.005478	
765.968384	1.581577	3.194294	3.706608	0.000000	0.001111	0.005408	
767.545898	1.581555	3.193440	3.705245	0.000000	0.001131	0.005339	
769.123230	1.581534	3.192593	3.703881	0.000000	0.001152	0.005270	
770.700439	1.581513	3.191753	3.702527	0.000000	0.001173	0.005202	
772.277527	1.581492	3.190921	3.701194	0.000000	0.001193	0.005135	
773.854492	1.581470	3.190095	3.699860	0.000000	0.001214	0.005068	
775.431274	1.581444	3.189277	3.698535	0.000000	0.001234	0.005002	
777.007935	1.581404	3.188466	3.697231	0.000000	0.001254	0.004938	
778.584534	1.581364	3.187662	3.695927	0.000000	0.001273	0.004873	
780.160950	1.581324	3.186865	3.694628	0.000000	0.001292	0.004809	
781.737183	1.581285	3.186074	3.693354	0.000000	0.001311	0.004746	
783.313354	1.581245	3.185290	3.692079	0.000000	0.001329	0.004684	
784.889343	1.581205	3.184512	3.690805	0.000000	0.001347	0.004621	
786.465210	1.581165	3.183741	3.689559	0.000000	0.001364	0.004561	
788.040894	1.581125	3.182977	3.688313	0.000000	0.001380	0.004500	
789.616516	1.581085	3.182218	3.687067	0.000000	0.001395	0.004439	
791.191956	1.581045	3.181466	3.685846	0.000000	0.001410	0.004381	
792.767273	1.581006	3.180720	3.684628	0.000000	0.001424	0.004322	
794.342407	1.580966	3.179979	3.683409	0.000000	0.001436	0.004264	
795.917480	1.580926	3.179245	3.682210	0.000000	0.001448	0.004206	
797.492310	1.580886	3.178515	3.681019	0.000000	0.001459	0.004150	
799.067078	1.580846	3.177792	3.679829	0.000000	0.001469	0.004093	
800.641724	1.580815	3.177074	3.678649	0.000000	0.001478	0.004037	
802.216187	1.580796	3.176361	3.677486	0.000000	0.001485	0.003983	
803.790466	1.580778	3.175653	3.676322	0.000000	0.001491	0.003928	
805.364624	1.580759	3.174950	3.675162	0.000000	0.001496	0.003873	
806.938599	1.580740	3.174251	3.674025	0.000000	0.001500	0.003821	
808.512512	1.580722	3.173557	3.672888	0.000000	0.001503	0.003768	
810.086243	1.580703	3.172867	3.671751	0.000000	0.001505	0.003715	
811.659790	1.580684	3.172181	3.670634	0.000000	0.001506	0.003664	
813.233276	1.580666	3.171499	3.669523	0.000000	0.001506	0.003613	
814.806519	1.580647	3.170821	3.668412	0.000000	0.001506	0.003562	
816.379700	1.580628	3.170147	3.667310	0.000000	0.001505	0.003512	
817.952698	1.580610	3.169477	3.666225	0.000000	0.001503	0.003463	
