All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
283.085876	1.669457	4.011643	3.309460	0.000000	1.947167	5.401219	
284.676208	1.667986	3.988019	3.524439	0.000000	1.934055	5.446385	
286.266602	1.666430	3.966399	3.769389	0.000000	1.923639	5.464629	
287.857056	1.664845	3.946543	4.033906	0.000000	1.915997	5.434958	
289.447571	1.663379	3.928540	4.295397	0.000000	1.911197	5.349046	
291.038086	1.661969	3.912621	4.531756	0.000000	1.909225	5.213264	
292.628662	1.660576	3.899182	4.724962	0.000000	1.909925	5.040545	
294.219299	1.659196	3.888541	4.871256	0.000000	1.912738	4.851742	
295.809967	1.657876	3.880611	4.974534	0.000000	1.917068	4.662869	
297.400665	1.656662	3.875083	5.042196	0.000000	1.922455	4.484626	
298.991394	1.655434	3.871379	5.082824	0.000000	1.928608	4.323081	
300.582214	1.654115	3.868678	5.105662	0.000000	1.935937	4.179348	
302.173035	1.652795	3.866971	5.116897	0.000000	1.945419	4.052912	
303.763916	1.651607	3.866840	5.121128	0.000000	1.957766	3.942152	
305.354797	1.650446	3.869231	5.121561	0.000000	1.973427	3.845023	
306.945740	1.649359	3.875623	5.120307	0.000000	1.992378	3.759509	
308.536743	1.648350	3.887329	5.118719	0.000000	2.013155	3.683820	
310.127747	1.647333	3.904214	5.117632	0.000000	2.034059	3.616173	
311.718811	1.646225	3.925420	5.117527	0.000000	2.053869	3.555275	
313.309906	1.645117	3.949447	5.118678	0.000000	2.071842	3.500050	
314.901062	1.644098	3.973603	5.121222	0.000000	2.088468	3.449606	
316.492218	1.643136	3.996413	5.125203	0.000000	2.107764	3.403207	
318.083435	1.642175	4.020143	5.130598	0.000000	2.133619	3.360251	
319.674652	1.641236	4.048872	5.137349	0.000000	2.168504	3.320253	
321.265930	1.640297	4.088363	5.145371	0.000000	2.213442	3.282828	
322.857208	1.639368	4.147239	5.154595	0.000000	2.266578	3.247722	
324.448547	1.638452	4.232569	5.164930	0.000000	2.317183	3.214689	
326.039917	1.637535	4.342017	5.176298	0.000000	2.353826	3.183554	
327.631287	1.636637	4.469825	5.188648	0.000000	2.368907	3.154212	
329.222717	1.635743	4.608924	5.201956	0.000000	2.357533	3.126601	
330.814178	1.634861	4.751071	5.216225	0.000000	2.316883	3.100694	
332.405670	1.634098	4.886536	5.231498	0.000000	2.248461	3.076511	
333.997162	1.633335	5.010075	5.247900	0.000000	2.157738	3.054154	
335.588684	1.632547	5.119373	5.265495	0.000000	2.048651	3.033575	
337.180267	1.631697	5.212675	5.284428	0.000000	1.924019	3.014819	
338.771881	1.630847	5.288061	5.304890	0.000000	1.785982	2.997952	
340.363464	1.630047	5.342422	5.327271	0.000000	1.636511	2.983178	
341.955139	1.629323	5.371598	5.351707	0.000000	1.480620	2.970403	
343.546814	1.628598	5.374873	5.378484	0.000000	1.325122	2.959686	
345.138489	1.627926	5.353365	5.408265	0.000000	1.175989	2.951328	
346.730194	1.627321	5.309305	5.441346	0.000000	1.038856	2.945338	
348.321960	1.626716	5.246341	5.478192	0.000000	0.919347	2.941857	
349.913727	1.626079	5.171070	5.520452	0.000000	0.822988	2.941573	
351.505493	1.625392	5.093956	5.568836	0.000000	0.750040	2.944403	
353.097321	1.624705	5.021188	5.625729	0.000000	0.695636	2.950624	
354.689148	1.624047	4.955916	5.694625	0.000000	0.655143	2.959714	
356.280975	1.623474	4.899748	5.777904	0.000000	0.624125	2.969819	
357.872864	1.622901	4.852987	5.882858	0.000000	0.598281	2.976306	
359.464752	1.622326	4.814477	6.008857	0.000000	0.573497	2.973300	
361.056641	1.621676	4.780783	6.160621	0.000000	0.546944	2.947463	
362.648560	1.621026	4.748837	6.329084	0.000000	0.519063	2.891906	
364.240509	1.620375	4.717320	6.505469	0.000000	0.490749	2.790610	
365.832458	1.619802	4.685553	6.673759	0.000000	0.462789	2.647725	
367.424438	1.619260	4.653231	6.813735	0.000000	0.435901	2.458580	
369.016418	1.618718	4.620342	6.919016	0.000000	0.410756	2.242430	
370.608429	1.618206	4.587203	6.973244	0.000000	0.387977	2.009657	
372.200470	1.617767	4.554574	6.986702	0.000000	0.367804	1.777787	
373.792480	1.617329	4.522988	6.959728	0.000000	0.349905	1.559561	
375.384521	1.616890	4.492679	6.903574	0.000000	0.333921	1.361493	
376.976593	1.616396	4.463765	6.828031	0.000000	0.319513	1.185566	
378.568665	1.615884	4.436279	6.738420	0.000000	0.306352	1.035435	
380.160736	1.615373	4.410180	6.642571	0.000000	0.294124	0.904950	
381.752838	1.614864	4.385335	6.543668	0.000000	0.282527	0.794338	
383.344940	1.614367	4.361459	6.444571	0.000000	0.271353	0.701055	
384.937073	1.613871	4.338305	6.346990	0.000000	0.260623	0.621250	
386.529175	1.613374	4.315755	6.252538	0.000000	0.250393	0.554772	
388.121307	1.612915	4.293739	6.161996	0.000000	0.240712	0.499205	
389.713440	1.612514	4.272223	6.075556	0.000000	0.231626	0.452196	
391.305603	1.612112	4.251198	5.993925	0.000000	0.223175	0.413049	
392.897766	1.611711	4.230682	5.917501	0.000000	0.215401	0.380703	
394.489929	1.611316	4.210728	5.845666	0.000000	0.208337	0.353280	
396.082092	1.610927	4.191434	5.778327	0.000000	0.201961	0.329924	
397.674255	1.610538	4.172859	5.715893	0.000000	0.196194	0.310244	
399.266418	1.610148	4.155027	5.657641	0.000000	0.190956	0.293175	
400.858612	1.609766	4.137947	5.603062	0.000000	0.186173	0.278041	
402.450806	1.609388	4.121620	5.551841	0.000000	0.181771	0.264420	
404.042999	1.609011	4.106033	5.503875	0.000000	0.177678	0.252050	
405.635193	1.608634	4.091169	5.458797	0.000000	0.173826	0.240640	
407.227356	1.608262	4.076995	5.416060	0.000000	0.170148	0.229918	
408.819550	1.607896	4.063463	5.375411	0.000000	0.166595	0.219767	
410.411774	1.607531	4.050533	5.336623	0.000000	0.163141	0.210109	
412.003967	1.607165	4.038177	5.299551	0.000000	0.159761	0.200903	
413.596130	1.606802	4.026371	5.264136	0.000000	0.156434	0.192151	
415.188324	1.606448	4.015096	5.230059	0.000000	0.153136	0.183777	
416.780518	1.606095	4.004333	5.197213	0.000000	0.149846	0.175767	
418.372711	1.605741	3.994071	5.165506	0.000000	0.146542	0.168109	
419.964905	1.605387	3.984301	5.134860	0.000000	0.143204	0.160794	
421.557068	1.605094	3.975034	5.105204	0.000000	0.139808	0.153811	
423.149231	1.604820	3.966290	5.076480	0.000000	0.136294	0.147151	
424.741394	1.604547	3.958056	5.048683	0.000000	0.132578	0.140820	
426.333588	1.604273	3.950295	5.021740	0.000000	0.128579	0.134800	
427.925720	1.603987	3.942955	4.995576	0.000000	0.124219	0.129068	
429.517883	1.603656	3.935967	4.970156	0.000000	0.119423	0.123615	
431.110016	1.603325	3.929245	4.945444	0.000000	0.114123	0.118429	
432.702148	1.602994	3.922687	4.921410	0.000000	0.108249	0.113501	
434.294281	1.602663	3.916161	4.898025	0.000000	0.101737	0.108820	
435.886414	1.602370	3.909482	4.875263	0.000000	0.094528	0.104377	
437.478516	1.602114	3.902370	4.853099	0.000000	0.086659	0.100163	
439.070648	1.601858	3.894627	4.831511	0.000000	0.078322	0.096167	
440.662750	1.601602	3.886155	4.810478	0.000000	0.069718	0.092380	
442.254791	1.601346	3.876906	4.789980	0.000000	0.061035	0.088794	
443.846863	1.601096	3.866867	4.769996	0.000000	0.052456	0.085399	
445.438904	1.600849	3.856057	4.750510	0.000000	0.044156	0.082186	
447.030945	1.600602	3.844524	4.731504	0.000000	0.036306	0.079147	
448.622986	1.600355	3.832345	4.712963	0.000000	0.029070	0.076273	
450.215027	1.600108	3.819635	4.694870	0.000000	0.022610	0.073558	
451.807037	1.599866	3.806573	4.677213	0.000000	0.017083	0.070992	
453.399017	1.599627	3.793441	4.659976	0.000000	0.012548	0.068569	
454.990967	1.599389	3.780459	4.643149	0.000000	0.008912	0.066281	
456.582916	1.599150	3.767756	4.626715	0.000000	0.006067	0.064122	
458.174866	1.598912	3.755425	4.610664	0.000000	0.003912	0.062083	
459.766785	1.598676	3.743530	4.594984	0.000000	0.002345	0.060160	
461.358704	1.598446	3.732116	4.579663	0.000000	0.001269	0.058346	
462.950592	1.598217	3.721209	4.564689	0.000000	0.000588	0.056635	
464.542419	1.597987	3.710821	4.550052	0.000000	0.000210	0.055020	
466.134277	1.597757	3.700946	4.535749	0.000000	0.000044	0.053500	
467.726074	1.597527	3.691563	4.521796	0.000000	0.000001	0.052074	
469.317871	1.597353	3.682621	4.508152	0.000000	0.000000	0.050730	
470.909668	1.597187	3.674039	4.494804	0.000000	0.000000	0.049461	
472.501404	1.597020	3.665765	4.481748	0.000000	0.000000	0.048264	
474.093170	1.596854	3.657763	4.468971	0.000000	-0.000000	0.047134	
475.684875	1.596688	3.650010	4.456466	0.000000	-0.000000	0.046068	
477.276550	1.596511	3.642483	4.444224	0.000000	0.000000	0.045060	
478.868225	1.596298	3.635167	4.432238	0.000000	-0.000000	0.044108	
480.459869	1.596085	3.628047	4.420531	0.000000	0.000000	0.043214	
482.051453	1.595872	3.621109	4.409087	0.000000	0.000000	0.042372	
483.643066	1.595658	3.614345	4.397874	0.000000	0.000000	0.041574	
485.234619	1.595445	3.607744	4.386886	0.000000	0.000000	0.040817	
486.826111	1.595252	3.601298	4.376115	0.000000	0.000000	0.040100	
488.417633	1.595098	3.594998	4.365556	0.000000	0.000000	0.039418	
490.009125	1.594944	3.588839	4.355221	0.000000	-0.000000	0.038773	
491.600586	1.594791	3.582813	4.345124	0.000000	0.000000	0.038164	
493.191986	1.594637	3.576914	4.335220	0.000000	-0.000000	0.037583	
494.783356	1.594483	3.571138	4.325501	0.000000	0.000000	0.037028	
496.374695	1.594330	3.565479	4.315962	0.000000	-0.000000	0.036497	
497.966064	1.594182	3.559932	4.306602	0.000000	0.000000	0.035989	
499.557312	1.594034	3.554494	4.297470	0.000000	0.000000	0.035509	
501.148590	1.593886	3.549161	4.288501	0.000000	0.000000	0.035046	
502.739807	1.593739	3.543927	4.279689	0.000000	0.000000	0.034600	
504.330994	1.593591	3.538790	4.271029	0.000000	-0.000000	0.034170	
505.922180	1.593443	3.533746	4.262546	0.000000	0.000000	0.033756	
507.513275	1.593258	3.528793	4.254244	0.000000	0.000000	0.033359	
509.104340	1.593069	3.523925	4.246078	0.000000	0.000000	0.032973	
510.695404	1.592880	3.519141	4.238045	0.000000	0.000001	0.032597	
512.286438	1.592690	3.514438	4.230155	0.000000	0.000003	0.032232	
513.877380	1.592501	3.509813	4.222442	0.000000	0.000006	0.031879	
515.468323	1.592311	3.505263	4.214848	0.000000	0.000011	0.031534	
517.059204	1.592135	3.500787	4.207370	0.000000	0.000019	0.031196	
518.650085	1.591998	3.496383	4.200024	0.000000	0.000029	0.030866	
520.240906	1.591862	3.492049	4.192834	0.000000	0.000042	0.030544	
521.831665	1.591726	3.487782	4.185748	0.000000	0.000059	0.030227	
523.422424	1.591589	3.483582	4.178761	0.000000	0.000079	0.029914	
525.013123	1.591453	3.479446	4.171915	0.000000	0.000103	0.029608	
526.603760	1.591316	3.475374	4.165187	0.000000	0.000132	0.029307	
528.194397	1.591197	3.471365	4.158549	0.000000	0.000165	0.029009	
529.784973	1.591110	3.467417	4.152010	0.000000	0.000203	0.028715	
531.375488	1.591022	3.463529	4.145611	0.000000	0.000247	0.028426	
532.965942	1.590935	3.459701	4.139291	0.000000	0.000294	0.028139	
534.556396	1.590848	3.455932	4.133050	0.000000	0.000346	0.027856	
536.146790	1.590761	3.452221	4.126945	0.000000	0.000402	0.027576	
537.737122	1.590674	3.448566	4.120919	0.000000	0.000462	0.027299	
539.327393	1.590582	3.444967	4.114963	0.000000	0.000525	0.027024	
540.917664	1.590457	3.441422	4.109124	0.000000	0.000591	0.026753	
542.507874	1.590331	3.437932	4.103367	0.000000	0.000661	0.026484	
544.098022	1.590206	3.434493	4.097673	0.000000	0.000733	0.026217	
545.688110	1.590081	3.431107	4.092087	0.000000	0.000808	0.025953	
547.278198	1.589956	3.427771	4.086580	0.000000	0.000885	0.025691	
548.868164	1.589831	3.424485	4.081128	0.000000	0.000964	0.025431	
550.458130	1.589705	3.421248	4.075783	0.000000	0.001045	0.025174	
552.048035	1.589583	3.418060	4.070508	0.000000	0.001127	0.024919	
553.637878	1.589464	3.414919	4.065283	0.000000	0.001212	0.024666	
555.227661	1.589344	3.411825	4.060168	0.000000	0.001297	0.024416	
556.817444	1.589224	3.408778	4.055105	0.000000	0.001382	0.024168	
558.407104	1.589104	3.405776	4.050099	0.000000	0.001468	0.023921	
559.996704	1.588984	3.402819	4.045193	0.000000	0.001553	0.023678	
561.586304	1.588865	3.399905	4.040328	0.000000	0.001637	0.023436	
563.175903	1.588745	3.397035	4.035534	0.000000	0.001719	0.023196	
564.765320	1.588656	3.394206	4.030815	0.000000	0.001800	0.022959	
566.354736	1.588580	3.391418	4.026133	0.000000	0.001879	0.022722	
567.944092	1.588503	3.388671	4.021543	0.000000	0.001955	0.022490	
569.533386	1.588427	3.385963	4.016996	0.000000	0.002027	0.022258	
571.122620	1.588351	3.383293	4.012502	0.000000	0.002097	0.022029	
572.711792	1.588274	3.380660	4.008085	0.000000	0.002162	0.021802	
574.300903	1.588198	3.378063	4.003698	0.000000	0.002223	0.021576	
575.890015	1.588122	3.375501	3.999393	0.000000	0.002280	0.021353	
577.479004	1.588030	3.372972	3.995128	0.000000	0.002331	0.021132	
579.067932	1.587921	3.370476	3.990912	0.000000	0.002378	0.020913	
580.656799	1.587811	3.368012	3.986766	0.000000	0.002419	0.020696	
582.245605	1.587702	3.365576	3.982642	0.000000	0.002456	0.020480	
583.834351	1.587593	3.363169	3.978602	0.000000	0.002489	0.020267	
585.423035	1.587484	3.360790	3.974588	0.000000	0.002518	0.020056	
587.011658	1.587374	3.358437	3.970632	0.000000	0.002544	0.019846	
588.600220	1.587265	3.356111	3.966724	0.000000	0.002566	0.019639	
590.188721	1.587156	3.353810	3.962850	0.000000	0.002586	0.019433	
591.777161	1.587079	3.351534	3.959043	0.000000	0.002605	0.019230	
593.365540	1.587009	3.349283	3.955252	0.000000	0.002621	0.019027	
594.953796	1.586940	3.347055	3.951538	0.000000	0.002636	0.018828	
596.542053	1.586870	3.344850	3.947842	0.000000	0.002650	0.018629	
598.130188	1.586801	3.342669	3.944205	0.000000	0.002664	0.018433	
599.718262	1.586731	3.340510	3.940601	0.000000	0.002677	0.018239	
601.306274	1.586662	3.338374	3.937039	0.000000	0.002690	0.018046	
602.894226	1.586592	3.336260	3.933522	0.000000	0.002704	0.017855	
604.482117	1.586523	3.334168	3.930033	0.000000	0.002718	0.017665	
606.069946	1.586456	3.332098	3.926600	0.000000	0.002733	0.017478	
607.657654	1.586390	3.330050	3.923184	0.000000	0.002749	0.017292	
609.245300	1.586323	3.328024	3.919832	0.000000	0.002767	0.017109	
610.832886	1.586257	3.326020	3.916486	0.000000	0.002785	0.016925	
612.420471	1.586191	3.324039	3.913211	0.000000	0.002805	0.016746	
614.007874	1.586125	3.322079	3.909941	0.000000	0.002825	0.016566	
615.595276	1.586059	3.320140	3.906734	0.000000	0.002845	0.016390	
617.182495	1.585993	3.318224	3.903537	0.000000	0.002866	0.016213	
618.769775	1.585927	3.316328	3.900396	0.000000	0.002886	0.016040	
620.356873	1.585861	3.314453	3.897269	0.000000	0.002907	0.015867	
621.943970	1.585798	3.312599	3.894193	0.000000	0.002927	0.015697	
623.530945	1.585735	3.310765	3.891132	0.000000	0.002947	0.015528	
625.117859	1.585672	3.308951	3.888120	0.000000	0.002966	0.015360	
626.704712	1.585609	3.307157	3.885124	0.000000	0.002985	0.015194	
628.291382	1.585546	3.305382	3.882174	0.000000	0.003003	0.015030	
629.878052	1.585483	3.303626	3.879239	0.000000	0.003020	0.014867	
631.464722	1.585420	3.301889	3.876350	0.000000	0.003035	0.014706	
633.051147	1.585357	3.300170	3.873476	0.000000	0.003050	0.014546	
634.637573	1.585294	3.298469	3.870646	0.000000	0.003062	0.014388	
636.223999	1.585232	3.296785	3.867828	0.000000	0.003074	0.014231	
637.810181	1.585172	3.295119	3.865058	0.000000	0.003084	0.014076	
639.396362	1.585113	3.293468	3.862294	0.000000	0.003092	0.013921	
640.982483	1.585053	3.291834	3.859581	0.000000	0.003098	0.013770	
642.568481	1.584993	3.290215	3.856868	0.000000	0.003103	0.013618	
644.154419	1.584933	3.288612	3.854212	0.000000	0.003106	0.013469	
645.740234	1.584873	3.287024	3.851553	0.000000	0.003108	0.013321	
647.326050	1.584814	3.285449	3.848948	0.000000	0.003109	0.013175	
648.911682	1.584754	3.283890	3.846345	0.000000	0.003109	0.013029	
650.497192	1.584694	3.282344	3.843786	0.000000	0.003107	0.012886	
652.082703	1.584634	3.280811	3.841237	0.000000	0.003105	0.012743	
653.668091	1.584576	3.279292	3.838724	0.000000	0.003102	0.012602	
655.253418	1.584520	3.277787	3.836228	0.000000	0.003099	0.012462	
656.838684	1.584463	3.276294	3.833757	0.000000	0.003094	0.012323	
658.423767	1.584406	3.274814	3.831313	0.000000	0.003090	0.012186	
660.008850	1.584350	3.273347	3.828882	0.000000	0.003084	0.012050	
661.593750	1.584293	3.271892	3.826490	0.000000	0.003079	0.011916	
663.178589	1.584236	3.270449	3.824098	0.000000	0.003073	0.011782	
664.763367	1.584179	3.269017	3.821756	0.000000	0.003067	0.011651	
666.348022	1.584123	3.267598	3.819412	0.000000	0.003061	0.011520	
667.932617	1.584066	3.266191	3.817108	0.000000	0.003054	0.011391	
669.517090	1.584009	3.264794	3.814813	0.000000	0.003048	0.011262	
671.101501	1.583954	3.263409	3.812544	0.000000	0.003042	0.011135	
672.685791	1.583900	3.262035	3.810298	0.000000	0.003036	0.011010	
674.269958	1.583847	3.260672	3.808062	0.000000	0.003031	0.010885	
675.854065	1.583793	3.259320	3.805863	0.000000	0.003026	0.010762	
677.438110	1.583739	3.257978	3.803664	0.000000	0.003021	0.010639	
679.021973	1.583686	3.256647	3.801507	0.000000	0.003016	0.010519	
680.605774	1.583632	3.255327	3.799353	0.000000	0.003013	0.010399	
682.189453	1.583578	3.254016	3.797225	0.000000	0.003010	0.010280	
683.773071	1.583524	3.252716	3.795117	0.000000	0.003007	0.010163	
685.356567	1.583471	3.251426	3.793017	0.000000	0.003005	0.010046	
686.940002	1.583417	3.250145	3.790954	0.000000	0.003005	0.009932	
688.523315	1.583363	3.248875	3.788890	0.000000	0.003005	0.009817	
690.106506	1.583312	3.247614	3.786861	0.000000	0.003006	0.009704	
691.689575	1.583261	3.246363	3.784841	0.000000	0.003008	0.009592	
693.272583	1.583210	3.245121	3.782836	0.000000	0.003011	0.009481	
694.855408	1.583159	3.243890	3.780859	0.000000	0.003015	0.009372	
696.438232	1.583109	3.242667	3.778881	0.000000	0.003020	0.009263	
698.020874	1.583058	3.241454	3.776941	0.000000	0.003027	0.009156	
699.603455	1.583007	3.240250	3.775005	0.000000	0.003035	0.009049	
701.185913	1.582956	3.239055	3.773086	0.000000	0.003044	0.008943	
702.768311	1.582906	3.237870	3.771192	0.000000	0.003055	0.008839	
704.350525	1.582855	3.236693	3.769298	0.000000	0.003067	0.008735	
705.932739	1.582804	3.235526	3.767439	0.000000	0.003080	0.008633	
707.514771	1.582753	3.234368	3.765585	0.000000	0.003095	0.008532	
709.096680	1.582711	3.233219	3.763744	0.000000	0.003112	0.008431	
710.678467	1.582687	3.232079	3.761930	0.000000	0.003130	0.008332	
712.260193	1.582663	3.230948	3.760115	0.000000	0.003150	0.008233	
713.841797	1.582639	3.229827	3.758330	0.000000	0.003171	0.008136	
715.423218	1.582615	3.228714	3.756554	0.000000	0.003194	0.008039	
717.004639	1.582591	3.227611	3.754784	0.000000	0.003219	0.007943	
718.585876	1.582567	3.226517	3.753047	0.000000	0.003245	0.007849	
720.167053	1.582543	3.225432	3.751310	0.000000	0.003272	0.007755	
721.748047	1.582519	3.224357	3.749591	0.000000	0.003300	0.007662	
723.328979	1.582495	3.223290	3.747891	0.000000	0.003330	0.007571	
724.909790	1.582471	3.222232	3.746190	0.000000	0.003360	0.007479	
726.490479	1.582448	3.221184	3.744521	0.000000	0.003392	0.007390	
728.071045	1.582424	3.220144	3.742857	0.000000	0.003424	0.007300	
729.651489	1.582396	3.219113	3.741198	0.000000	0.003457	0.007212	
731.231812	1.582351	3.218091	3.739571	0.000000	0.003492	0.007125	
732.812073	1.582306	3.217077	3.737944	0.000000	0.003526	0.007038	
734.392151	1.582261	3.216073	3.736331	0.000000	0.003562	0.006952	
735.972107	1.582216	3.215076	3.734738	0.000000	0.003598	0.006868	
737.552002	1.582170	3.214088	3.733145	0.000000	0.003635	0.006783	
739.131714	1.582125	3.213109	3.731576	0.000000	0.003672	0.006700	
740.711365	1.582080	3.212138	3.730018	0.000000	0.003710	0.006618	
742.290894	1.582035	3.211175	3.728460	0.000000	0.003748	0.006536	
743.870239	1.581990	3.210220	3.726931	0.000000	0.003786	0.006456	
745.449524	1.581945	3.209274	3.725408	0.000000	0.003825	0.006376	
747.028625	1.581900	3.208335	3.723884	0.000000	0.003864	0.006296	
748.607605	1.581854	3.207404	3.722394	0.000000	0.003903	0.006219	
750.186523	1.581809	3.206481	3.720903	0.000000	0.003943	0.006141	
751.765259	1.581768	3.205566	3.719417	0.000000	0.003982	0.006064	
753.343872	1.581747	3.204659	3.717959	0.000000	0.004021	0.005989	
754.922424	1.581725	3.203759	3.716501	0.000000	0.004061	0.005913	
756.500793	1.581704	3.202867	3.715050	0.000000	0.004100	0.005838	
758.079041	1.581683	3.201982	3.713625	0.000000	0.004139	0.005765	
759.657166	1.581662	3.201104	3.712199	0.000000	0.004178	0.005692	
761.235168	1.581640	3.200233	3.710783	0.000000	0.004217	0.005620	
762.813049	1.581619	3.199370	3.709388	0.000000	0.004256	0.005549	
764.390747	1.581598	3.198514	3.707993	0.000000	0.004294	0.005478	
765.968384	1.581577	3.197665	3.706608	0.000000	0.004332	0.005408	
767.545898	1.581555	3.196822	3.705245	0.000000	0.004369	0.005339	
769.123230	1.581534	3.195987	3.703881	0.000000	0.004406	0.005270	
770.700439	1.581513	3.195158	3.702527	0.000000	0.004443	0.005202	
772.277527	1.581492	3.194335	3.701194	0.000000	0.004479	0.005135	
773.854492	1.581470	3.193520	3.699860	0.000000	0.004514	0.005068	
775.431274	1.581444	3.192710	3.698535	0.000000	0.004549	0.005002	
777.007935	1.581404	3.191907	3.697231	0.000000	0.004583	0.004938	
778.584534	1.581364	3.191110	3.695927	0.000000	0.004617	0.004873	
780.160950	1.581324	3.190319	3.694628	0.000000	0.004649	0.004809	
781.737183	1.581285	3.189534	3.693354	0.000000	0.004681	0.004746	
783.313354	1.581245	3.188755	3.692079	0.000000	0.004712	0.004684	
784.889343	1.581205	3.187982	3.690805	0.000000	0.004742	0.004621	
786.465210	1.581165	3.187214	3.689559	0.000000	0.004772	0.004561	
788.040894	1.581125	3.186452	3.688313	0.000000	0.004800	0.004500	
789.616516	1.581085	3.185695	3.687067	0.000000	0.004828	0.004439	
791.191956	1.581045	3.184944	3.685846	0.000000	0.004854	0.004381	
792.767273	1.581006	3.184197	3.684628	0.000000	0.004879	0.004322	
794.342407	1.580966	3.183456	3.683409	0.000000	0.004904	0.004264	
795.917480	1.580926	3.182720	3.682210	0.000000	0.004927	0.004206	
797.492310	1.580886	3.181988	3.681019	0.000000	0.004949	0.004150	
799.067078	1.580846	3.181261	3.679829	0.000000	0.004970	0.004093	
800.641724	1.580815	3.180538	3.678649	0.000000	0.004990	0.004037	
802.216187	1.580796	3.179820	3.677486	0.000000	0.005009	0.003983	
803.790466	1.580778	3.179105	3.676322	0.000000	0.005026	0.003928	
805.364624	1.580759	3.178395	3.675162	0.000000	0.005043	0.003873	
806.938599	1.580740	3.177688	3.674025	0.000000	0.005058	0.003821	
808.512512	1.580722	3.176984	3.672888	0.000000	0.005072	0.003768	
810.086243	1.580703	3.176283	3.671751	0.000000	0.005085	0.003715	
811.659790	1.580684	3.175585	3.670634	0.000000	0.005098	0.003664	
813.233276	1.580666	3.174891	3.669523	0.000000	0.005111	0.003613	
814.806519	1.580647	3.174199	3.668412	0.000000	0.005123	0.003562	
816.379700	1.580628	3.173509	3.667310	0.000000	0.005135	0.003512	
817.952698	1.580610	3.172823	3.666225	0.000000	0.005147	0.003463	
819.525513	1.580591	3.172139	3.665140	0.000000	0.005160	0.003414	
