All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
286.266602	1.666430	3.937105	3.769389	0.000000	1.960052	5.464629	
287.857056	1.664845	3.919105	4.033906	0.000000	1.953549	5.434958	
289.447571	1.663379	3.902613	4.295397	0.000000	1.949375	5.349046	
291.038086	1.661969	3.887773	4.531756	0.000000	1.947870	5.213264	
292.628662	1.660576	3.874986	4.724962	0.000000	1.949218	5.040545	
294.219299	1.659196	3.864971	4.871256	0.000000	1.953353	4.851742	
295.809967	1.657876	3.858407	4.974534	0.000000	1.959404	4.662869	
297.400665	1.656662	3.855155	5.042196	0.000000	1.966324	4.484626	
298.991394	1.655434	3.854643	5.082824	0.000000	1.973332	4.323081	
300.582214	1.654115	3.855902	5.105662	0.000000	1.979915	4.179348	
302.173035	1.652795	3.857387	5.116897	0.000000	1.986446	4.052912	
303.763916	1.651607	3.858552	5.121128	0.000000	1.994619	3.942152	
305.354797	1.650446	3.860024	5.121561	0.000000	2.005829	3.845023	
306.945740	1.649359	3.862997	5.120307	0.000000	2.021057	3.759509	
308.536743	1.648350	3.869304	5.118719	0.000000	2.040804	3.683820	
310.127747	1.647333	3.881349	5.117632	0.000000	2.063960	3.616173	
311.718811	1.646225	3.899738	5.117527	0.000000	2.088085	3.555275	
313.309906	1.645117	3.923766	5.118678	0.000000	2.111327	3.500050	
314.901062	1.644098	3.951980	5.121222	0.000000	2.132424	3.449606	
316.492218	1.643136	3.981894	5.125203	0.000000	2.150876	3.403207	
318.083435	1.642175	4.009961	5.130598	0.000000	2.169452	3.360251	
319.674652	1.641236	4.036973	5.137349	0.000000	2.193799	3.320253	
321.265930	1.640297	4.067109	5.145371	0.000000	2.227867	3.282828	
322.857208	1.639368	4.106576	5.154595	0.000000	2.273826	3.247722	
324.448547	1.638452	4.164000	5.164930	0.000000	2.331665	3.214689	
326.039917	1.637535	4.252117	5.176298	0.000000	2.394853	3.183554	
327.631287	1.636637	4.375154	5.188648	0.000000	2.445042	3.154212	
329.222717	1.635743	4.525798	5.201956	0.000000	2.468051	3.126601	
330.814178	1.634861	4.693623	5.216225	0.000000	2.455103	3.100694	
332.405670	1.634098	4.866745	5.231498	0.000000	2.400972	3.076511	
333.997162	1.633335	5.030591	5.247900	0.000000	2.303263	3.054154	
335.588684	1.632547	5.167571	5.265495	0.000000	2.169764	3.033575	
337.180267	1.631697	5.271628	5.284428	0.000000	2.015288	3.014819	
338.771881	1.630847	5.342653	5.304890	0.000000	1.850582	2.997952	
340.363464	1.630047	5.382302	5.327271	0.000000	1.684100	2.983178	
341.955139	1.629323	5.393534	5.351707	0.000000	1.523092	2.970403	
343.546814	1.628598	5.381360	5.378484	0.000000	1.373986	2.959686	
345.138489	1.627926	5.353304	5.408265	0.000000	1.239195	2.951328	
346.730194	1.627321	5.313738	5.441346	0.000000	1.117658	2.945338	
348.321960	1.626716	5.265177	5.478192	0.000000	1.008853	2.941857	
349.913727	1.626079	5.209647	5.520452	0.000000	0.912655	2.941573	
351.505493	1.625392	5.149090	5.568836	0.000000	0.829176	2.944403	
353.097321	1.624705	5.085722	5.625729	0.000000	0.758671	2.950624	
354.689148	1.624047	5.022624	5.694625	0.000000	0.700749	2.959714	
356.280975	1.623474	4.962204	5.777904	0.000000	0.653448	2.969819	
357.872864	1.622901	4.905761	5.882858	0.000000	0.614727	2.976306	
359.464752	1.622326	4.854041	6.008857	0.000000	0.582635	2.973300	
361.056641	1.621676	4.807332	6.160621	0.000000	0.555283	2.947463	
362.648560	1.621026	4.765449	6.329084	0.000000	0.530842	2.891906	
364.240509	1.620375	4.727514	6.505469	0.000000	0.507615	2.790610	
365.832458	1.619802	4.691964	6.673759	0.000000	0.484962	2.647725	
367.424438	1.619260	4.657937	6.813735	0.000000	0.463089	2.458580	
369.016418	1.618718	4.625009	6.919016	0.000000	0.442185	2.242430	
370.608429	1.618206	4.592938	6.973244	0.000000	0.422411	2.009657	
372.200470	1.617767	4.561605	6.986702	0.000000	0.403909	1.777787	
373.792480	1.617329	4.530985	6.959728	0.000000	0.386811	1.559561	
375.384521	1.616890	4.501159	6.903574	0.000000	0.371227	1.361493	
376.976593	1.616396	4.472322	6.828031	0.000000	0.357132	1.185566	
378.568665	1.615884	4.444584	6.738420	0.000000	0.344376	1.035435	
380.160736	1.615373	4.417991	6.642571	0.000000	0.332809	0.904950	
381.752838	1.614864	4.392563	6.543668	0.000000	0.322286	0.794338	
383.344940	1.614367	4.368303	6.444571	0.000000	0.312668	0.701055	
384.937073	1.613871	4.345195	6.346990	0.000000	0.303819	0.621250	
386.529175	1.613374	4.323210	6.252538	0.000000	0.295606	0.554772	
388.121307	1.612915	4.302293	6.161996	0.000000	0.287908	0.499205	
389.713440	1.612514	4.282383	6.075556	0.000000	0.280629	0.452196	
391.305603	1.612112	4.263428	5.993925	0.000000	0.273684	0.413049	
392.897766	1.611711	4.245369	5.917501	0.000000	0.266988	0.380703	
394.489929	1.611316	4.228143	5.845666	0.000000	0.260458	0.353280	
396.082092	1.610927	4.211674	5.778327	0.000000	0.254017	0.329924	
397.674255	1.610538	4.195874	5.715893	0.000000	0.247589	0.310244	
399.266418	1.610148	4.180625	5.657641	0.000000	0.241101	0.293175	
400.858612	1.609766	4.165744	5.603062	0.000000	0.234522	0.278041	
402.450806	1.609388	4.151070	5.551841	0.000000	0.227950	0.264420	
404.042999	1.609011	4.136530	5.503875	0.000000	0.221502	0.252050	
405.635193	1.608634	4.122100	5.458797	0.000000	0.215293	0.240640	
407.227356	1.608262	4.107786	5.416060	0.000000	0.209428	0.229918	
408.819550	1.607896	4.093623	5.375411	0.000000	0.204010	0.219767	
410.411774	1.607531	4.079682	5.336623	0.000000	0.199135	0.210109	
412.003967	1.607165	4.066076	5.299551	0.000000	0.194897	0.200903	
413.596130	1.606802	4.052998	5.264136	0.000000	0.191372	0.192151	
415.188324	1.606448	4.040735	5.230059	0.000000	0.188480	0.183777	
416.780518	1.606095	4.029444	5.197213	0.000000	0.185993	0.175767	
418.372711	1.605741	4.019184	5.165506	0.000000	0.183692	0.168109	
419.964905	1.605387	4.009958	5.134860	0.000000	0.181366	0.160794	
421.557068	1.605094	4.001726	5.105204	0.000000	0.178813	0.153811	
423.149231	1.604820	3.994413	5.076480	0.000000	0.175842	0.147151	
424.741394	1.604547	3.987902	5.048683	0.000000	0.172269	0.140820	
426.333588	1.604273	3.982031	5.021740	0.000000	0.167921	0.134800	
427.925720	1.603987	3.976563	4.995576	0.000000	0.162640	0.129068	
429.517883	1.603656	3.971143	4.970156	0.000000	0.156402	0.123615	
431.110016	1.603325	3.965527	4.945444	0.000000	0.149354	0.118429	
432.702148	1.602994	3.959569	4.921410	0.000000	0.141643	0.113501	
434.294281	1.602663	3.953171	4.898025	0.000000	0.133406	0.108820	
435.886414	1.602370	3.946263	4.875263	0.000000	0.124777	0.104377	
437.478516	1.602114	3.938802	4.853099	0.000000	0.115881	0.100163	
439.070648	1.601858	3.930761	4.831511	0.000000	0.106837	0.096167	
440.662750	1.601602	3.922132	4.810478	0.000000	0.097761	0.092380	
442.254791	1.601346	3.912925	4.789980	0.000000	0.088762	0.088794	
443.846863	1.601096	3.903168	4.769996	0.000000	0.079944	0.085399	
445.438904	1.600849	3.892912	4.750510	0.000000	0.071387	0.082186	
447.030945	1.600602	3.882195	4.731504	0.000000	0.063150	0.079147	
448.622986	1.600355	3.871055	4.712963	0.000000	0.055288	0.076273	
450.215027	1.600108	3.859530	4.694870	0.000000	0.047858	0.073558	
451.807037	1.599866	3.847665	4.677213	0.000000	0.040915	0.070992	
453.399017	1.599627	3.835506	4.659976	0.000000	0.034512	0.068569	
454.990967	1.599389	3.823110	4.643149	0.000000	0.028700	0.066281	
456.582916	1.599150	3.810541	4.626715	0.000000	0.023531	0.064122	
458.174866	1.598912	3.797878	4.610664	0.000000	0.019054	0.062083	
459.766785	1.598676	3.785221	4.594984	0.000000	0.015318	0.060160	
461.358704	1.598446	3.772727	4.579663	0.000000	0.012342	0.058346	
462.950592	1.598217	3.760534	4.564689	0.000000	0.010051	0.056635	
464.542419	1.597987	3.748726	4.550052	0.000000	0.008357	0.055020	
466.134277	1.597757	3.737357	4.535749	0.000000	0.007173	0.053500	
467.726074	1.597527	3.726466	4.521796	0.000000	0.006415	0.052074	
469.317871	1.597353	3.716075	4.508152	0.000000	0.006001	0.050730	
470.909668	1.597187	3.706194	4.494804	0.000000	0.005849	0.049461	
472.501404	1.597020	3.696822	4.481748	0.000000	0.005883	0.048264	
474.093170	1.596854	3.687947	4.468971	0.000000	0.006026	0.047134	
475.684875	1.596688	3.679543	4.456466	0.000000	0.006204	0.046068	
477.276550	1.596511	3.671569	4.444224	0.000000	0.006347	0.045060	
478.868225	1.596298	3.663954	4.432238	0.000000	0.006390	0.044108	
480.459869	1.596085	3.656610	4.420531	0.000000	0.006322	0.043214	
482.051453	1.595872	3.649481	4.409087	0.000000	0.006160	0.042372	
483.643066	1.595658	3.642530	4.397874	0.000000	0.005918	0.041574	
485.234619	1.595445	3.635729	4.386886	0.000000	0.005612	0.040817	
486.826111	1.595252	3.629057	4.376115	0.000000	0.005257	0.040100	
488.417633	1.595098	3.622497	4.365556	0.000000	0.004868	0.039418	
490.009125	1.594944	3.616036	4.355221	0.000000	0.004458	0.038773	
491.600586	1.594791	3.609665	4.345124	0.000000	0.004042	0.038164	
493.191986	1.594637	3.603379	4.335220	0.000000	0.003631	0.037583	
494.783356	1.594483	3.597175	4.325501	0.000000	0.003239	0.037028	
496.374695	1.594330	3.591053	4.315962	0.000000	0.002877	0.036497	
497.966064	1.594182	3.585018	4.306602	0.000000	0.002558	0.035989	
499.557312	1.594034	3.579084	4.297470	0.000000	0.002286	0.035509	
501.148590	1.593886	3.573256	4.288501	0.000000	0.002056	0.035046	
502.739807	1.593739	3.567539	4.279689	0.000000	0.001863	0.034600	
504.330994	1.593591	3.561933	4.271029	0.000000	0.001704	0.034170	
505.922180	1.593443	3.556438	4.262546	0.000000	0.001572	0.033756	
507.513275	1.593258	3.551054	4.254244	0.000000	0.001465	0.033359	
509.104340	1.593069	3.545781	4.246078	0.000000	0.001378	0.032973	
510.695404	1.592880	3.540614	4.238045	0.000000	0.001307	0.032597	
512.286438	1.592690	3.535553	4.230155	0.000000	0.001248	0.032232	
513.877380	1.592501	3.530594	4.222442	0.000000	0.001197	0.031879	
515.468323	1.592311	3.525734	4.214848	0.000000	0.001151	0.031534	
517.059204	1.592135	3.520970	4.207370	0.000000	0.001106	0.031196	
518.650085	1.591998	3.516296	4.200024	0.000000	0.001059	0.030866	
520.240906	1.591862	3.511707	4.192834	0.000000	0.001006	0.030544	
521.831665	1.591726	3.507195	4.185748	0.000000	0.000950	0.030227	
523.422424	1.591589	3.502758	4.178761	0.000000	0.000891	0.029914	
525.013123	1.591453	3.498390	4.171915	0.000000	0.000830	0.029608	
526.603760	1.591316	3.494091	4.165187	0.000000	0.000768	0.029307	
528.194397	1.591197	3.489856	4.158549	0.000000	0.000707	0.029009	
529.784973	1.591110	3.485685	4.152010	0.000000	0.000647	0.028715	
531.375488	1.591022	3.481574	4.145611	0.000000	0.000590	0.028426	
532.965942	1.590935	3.477523	4.139291	0.000000	0.000537	0.028139	
534.556396	1.590848	3.473529	4.133050	0.000000	0.000488	0.027856	
536.146790	1.590761	3.469593	4.126945	0.000000	0.000445	0.027576	
537.737122	1.590674	3.465713	4.120919	0.000000	0.000407	0.027299	
539.327393	1.590582	3.461887	4.114963	0.000000	0.000377	0.027024	
540.917664	1.590457	3.458117	4.109124	0.000000	0.000355	0.026753	
542.507874	1.590331	3.454402	4.103367	0.000000	0.000342	0.026484	
544.098022	1.590206	3.450744	4.097673	0.000000	0.000337	0.026217	
545.688110	1.590081	3.447141	4.092087	0.000000	0.000339	0.025953	
547.278198	1.589956	3.443595	4.086580	0.000000	0.000348	0.025691	
548.868164	1.589831	3.440104	4.081128	0.000000	0.000362	0.025431	
550.458130	1.589705	3.436667	4.075783	0.000000	0.000380	0.025174	
552.048035	1.589583	3.433285	4.070508	0.000000	0.000401	0.024919	
553.637878	1.589464	3.429955	4.065283	0.000000	0.000425	0.024666	
555.227661	1.589344	3.426678	4.060168	0.000000	0.000449	0.024416	
556.817444	1.589224	3.423452	4.055105	0.000000	0.000474	0.024168	
558.407104	1.589104	3.420275	4.050099	0.000000	0.000499	0.023921	
559.996704	1.588984	3.417147	4.045193	0.000000	0.000522	0.023678	
561.586304	1.588865	3.414066	4.040328	0.000000	0.000543	0.023436	
563.175903	1.588745	3.411032	4.035534	0.000000	0.000561	0.023196	
564.765320	1.588656	3.408042	4.030815	0.000000	0.000575	0.022959	
566.354736	1.588580	3.405094	4.026133	0.000000	0.000585	0.022722	
567.944092	1.588503	3.402188	4.021543	0.000000	0.000590	0.022490	
569.533386	1.588427	3.399320	4.016996	0.000000	0.000589	0.022258	
571.122620	1.588351	3.396490	4.012502	0.000000	0.000584	0.022029	
572.711792	1.588274	3.393694	4.008085	0.000000	0.000575	0.021802	
574.300903	1.588198	3.390934	4.003698	0.000000	0.000562	0.021576	
575.890015	1.588122	3.388206	3.999393	0.000000	0.000546	0.021353	
577.479004	1.588030	3.385511	3.995128	0.000000	0.000527	0.021132	
579.067932	1.587921	3.382847	3.990912	0.000000	0.000506	0.020913	
580.656799	1.587811	3.380213	3.986766	0.000000	0.000483	0.020696	
582.245605	1.587702	3.377610	3.982642	0.000000	0.000459	0.020480	
583.834351	1.587593	3.375036	3.978602	0.000000	0.000434	0.020267	
585.423035	1.587484	3.372490	3.974588	0.000000	0.000409	0.020056	
587.011658	1.587374	3.369972	3.970632	0.000000	0.000383	0.019846	
588.600220	1.587265	3.367482	3.966724	0.000000	0.000357	0.019639	
590.188721	1.587156	3.365019	3.962850	0.000000	0.000332	0.019433	
591.777161	1.587079	3.362583	3.959043	0.000000	0.000308	0.019230	
593.365540	1.587009	3.360173	3.955252	0.000000	0.000285	0.019027	
594.953796	1.586940	3.357790	3.951538	0.000000	0.000264	0.018828	
596.542053	1.586870	3.355433	3.947842	0.000000	0.000245	0.018629	
598.130188	1.586801	3.353101	3.944205	0.000000	0.000227	0.018433	
599.718262	1.586731	3.350796	3.940601	0.000000	0.000211	0.018239	
601.306274	1.586662	3.348517	3.937039	0.000000	0.000196	0.018046	
602.894226	1.586592	3.346263	3.933522	0.000000	0.000183	0.017855	
604.482117	1.586523	3.344034	3.930033	0.000000	0.000172	0.017665	
606.069946	1.586456	3.341830	3.926600	0.000000	0.000161	0.017478	
607.657654	1.586390	3.339650	3.923184	0.000000	0.000152	0.017292	
609.245300	1.586323	3.337495	3.919832	0.000000	0.000145	0.017109	
610.832886	1.586257	3.335364	3.916486	0.000000	0.000138	0.016925	
612.420471	1.586191	3.333256	3.913211	0.000000	0.000132	0.016746	
614.007874	1.586125	3.331171	3.909941	0.000000	0.000128	0.016566	
615.595276	1.586059	3.329110	3.906734	0.000000	0.000124	0.016390	
617.182495	1.585993	3.327070	3.903537	0.000000	0.000121	0.016213	
618.769775	1.585927	3.325054	3.900396	0.000000	0.000119	0.016040	
620.356873	1.585861	3.323059	3.897269	0.000000	0.000117	0.015867	
621.943970	1.585798	3.321086	3.894193	0.000000	0.000117	0.015697	
623.530945	1.585735	3.319134	3.891132	0.000000	0.000117	0.015528	
625.117859	1.585672	3.317204	3.888120	0.000000	0.000117	0.015360	
626.704712	1.585609	3.315294	3.885124	0.000000	0.000118	0.015194	
628.291382	1.585546	3.313405	3.882174	0.000000	0.000120	0.015030	
629.878052	1.585483	3.311535	3.879239	0.000000	0.000121	0.014867	
631.464722	1.585420	3.309686	3.876350	0.000000	0.000123	0.014706	
633.051147	1.585357	3.307857	3.873476	0.000000	0.000126	0.014546	
634.637573	1.585294	3.306047	3.870646	0.000000	0.000128	0.014388	
636.223999	1.585232	3.304256	3.867828	0.000000	0.000131	0.014231	
637.810181	1.585172	3.302484	3.865058	0.000000	0.000134	0.014076	
639.396362	1.585113	3.300730	3.862294	0.000000	0.000136	0.013921	
640.982483	1.585053	3.298995	3.859581	0.000000	0.000139	0.013770	
642.568481	1.584993	3.297277	3.856868	0.000000	0.000142	0.013618	
644.154419	1.584933	3.295578	3.854212	0.000000	0.000144	0.013469	
645.740234	1.584873	3.293895	3.851553	0.000000	0.000146	0.013321	
647.326050	1.584814	3.292230	3.848948	0.000000	0.000148	0.013175	
648.911682	1.584754	3.290582	3.846345	0.000000	0.000150	0.013029	
650.497192	1.584694	3.288950	3.843786	0.000000	0.000151	0.012886	
652.082703	1.584634	3.287335	3.841237	0.000000	0.000152	0.012743	
653.668091	1.584576	3.285736	3.838724	0.000000	0.000152	0.012602	
655.253418	1.584520	3.284152	3.836228	0.000000	0.000152	0.012462	
656.838684	1.584463	3.282584	3.833757	0.000000	0.000151	0.012323	
658.423767	1.584406	3.281031	3.831313	0.000000	0.000150	0.012186	
660.008850	1.584350	3.279494	3.828882	0.000000	0.000148	0.012050	
661.593750	1.584293	3.277970	3.826490	0.000000	0.000146	0.011916	
663.178589	1.584236	3.276461	3.824098	0.000000	0.000143	0.011782	
664.763367	1.584179	3.274966	3.821756	0.000000	0.000139	0.011651	
666.348022	1.584123	3.273485	3.819412	0.000000	0.000135	0.011520	
667.932617	1.584066	3.272018	3.817108	0.000000	0.000131	0.011391	
669.517090	1.584009	3.270564	3.814813	0.000000	0.000126	0.011262	
671.101501	1.583954	3.269123	3.812544	0.000000	0.000121	0.011135	
672.685791	1.583900	3.267695	3.810298	0.000000	0.000116	0.011010	
674.269958	1.583847	3.266280	3.808062	0.000000	0.000111	0.010885	
675.854065	1.583793	3.264877	3.805863	0.000000	0.000105	0.010762	
677.438110	1.583739	3.263487	3.803664	0.000000	0.000100	0.010639	
679.021973	1.583686	3.262109	3.801507	0.000000	0.000094	0.010519	
680.605774	1.583632	3.260743	3.799353	0.000000	0.000088	0.010399	
682.189453	1.583578	3.259389	3.797225	0.000000	0.000082	0.010280	
683.773071	1.583524	3.258046	3.795117	0.000000	0.000076	0.010163	
685.356567	1.583471	3.256716	3.793017	0.000000	0.000071	0.010046	
686.940002	1.583417	3.255396	3.790954	0.000000	0.000065	0.009932	
688.523315	1.583363	3.254088	3.788890	0.000000	0.000059	0.009817	
690.106506	1.583312	3.252792	3.786861	0.000000	0.000054	0.009704	
691.689575	1.583261	3.251506	3.784841	0.000000	0.000049	0.009592	
693.272583	1.583210	3.250232	3.782836	0.000000	0.000044	0.009481	
694.855408	1.583159	3.248968	3.780859	0.000000	0.000040	0.009372	
696.438232	1.583109	3.247715	3.778881	0.000000	0.000035	0.009263	
698.020874	1.583058	3.246472	3.776941	0.000000	0.000031	0.009156	
699.603455	1.583007	3.245240	3.775005	0.000000	0.000028	0.009049	
701.185913	1.582956	3.244019	3.773086	0.000000	0.000024	0.008943	
702.768311	1.582906	3.242808	3.771192	0.000000	0.000021	0.008839	
704.350525	1.582855	3.241607	3.769298	0.000000	0.000018	0.008735	
705.932739	1.582804	3.240416	3.767439	0.000000	0.000016	0.008633	
707.514771	1.582753	3.239236	3.765585	0.000000	0.000014	0.008532	
709.096680	1.582711	3.238065	3.763744	0.000000	0.000012	0.008431	
710.678467	1.582687	3.236905	3.761930	0.000000	0.000010	0.008332	
712.260193	1.582663	3.235754	3.760115	0.000000	0.000008	0.008233	
713.841797	1.582639	3.234612	3.758330	0.000000	0.000007	0.008136	
715.423218	1.582615	3.233481	3.756554	0.000000	0.000006	0.008039	
717.004639	1.582591	3.232358	3.754784	0.000000	0.000005	0.007943	
718.585876	1.582567	3.231246	3.753047	0.000000	0.000004	0.007849	
720.167053	1.582543	3.230142	3.751310	0.000000	0.000003	0.007755	
721.748047	1.582519	3.229047	3.749591	0.000000	0.000002	0.007662	
723.328979	1.582495	3.227962	3.747891	0.000000	0.000002	0.007571	
724.909790	1.582471	3.226885	3.746190	0.000000	0.000001	0.007479	
726.490479	1.582448	3.225817	3.744521	0.000000	0.000001	0.007390	
728.071045	1.582424	3.224758	3.742857	0.000000	0.000001	0.007300	
729.651489	1.582396	3.223707	3.741198	0.000000	0.000000	0.007212	
731.231812	1.582351	3.222665	3.739571	0.000000	0.000000	0.007125	
732.812073	1.582306	3.221632	3.737944	0.000000	0.000000	0.007038	
734.392151	1.582261	3.220606	3.736331	0.000000	0.000000	0.006952	
735.972107	1.582216	3.219589	3.734738	0.000000	0.000000	0.006868	
737.552002	1.582170	3.218580	3.733145	0.000000	0.000000	0.006783	
739.131714	1.582125	3.217579	3.731576	0.000000	0.000000	0.006700	
740.711365	1.582080	3.216586	3.730018	0.000000	-0.000000	0.006618	
742.290894	1.582035	3.215601	3.728460	0.000000	0.000000	0.006536	
743.870239	1.581990	3.214623	3.726931	0.000000	-0.000000	0.006456	
745.449524	1.581945	3.213654	3.725408	0.000000	0.000000	0.006376	
747.028625	1.581900	3.212691	3.723884	0.000000	-0.000000	0.006296	
748.607605	1.581854	3.211736	3.722394	0.000000	0.000000	0.006219	
750.186523	1.581809	3.210789	3.720903	0.000000	0.000000	0.006141	
751.765259	1.581768	3.209849	3.719417	0.000000	0.000000	0.006064	
753.343872	1.581747	3.208916	3.717959	0.000000	0.000000	0.005989	
754.922424	1.581725	3.207990	3.716501	0.000000	-0.000000	0.005913	
756.500793	1.581704	3.207071	3.715050	0.000000	-0.000000	0.005838	
758.079041	1.581683	3.206159	3.713625	0.000000	-0.000000	0.005765	
759.657166	1.581662	3.205254	3.712199	0.000000	0.000000	0.005692	
761.235168	1.581640	3.204356	3.710783	0.000000	0.000000	0.005620	
762.813049	1.581619	3.203465	3.709388	0.000000	-0.000000	0.005549	
764.390747	1.581598	3.202580	3.707993	0.000000	-0.000000	0.005478	
765.968384	1.581577	3.201702	3.706608	0.000000	0.000000	0.005408	
767.545898	1.581555	3.200830	3.705245	0.000000	0.000000	0.005339	
769.123230	1.581534	3.199965	3.703881	0.000000	0.000000	0.005270	
770.700439	1.581513	3.199106	3.702527	0.000000	0.000000	0.005202	
772.277527	1.581492	3.198254	3.701194	0.000000	-0.000000	0.005135	
773.854492	1.581470	3.197408	3.699860	0.000000	0.000000	0.005068	
775.431274	1.581444	3.196568	3.698535	0.000000	0.000000	0.005002	
777.007935	1.581404	3.195734	3.697231	0.000000	-0.000000	0.004938	
778.584534	1.581364	3.194906	3.695927	0.000000	-0.000000	0.004873	
780.160950	1.581324	3.194084	3.694628	0.000000	0.000000	0.004809	
781.737183	1.581285	3.193268	3.693354	0.000000	-0.000000	0.004746	
783.313354	1.581245	3.192458	3.692079	0.000000	-0.000000	0.004684	
784.889343	1.581205	3.191653	3.690805	0.000000	-0.000000	0.004621	
786.465210	1.581165	3.190855	3.689559	0.000000	0.000000	0.004561	
788.040894	1.581125	3.190061	3.688313	0.000000	0.000000	0.004500	
789.616516	1.581085	3.189274	3.687067	0.000000	-0.000000	0.004439	
791.191956	1.581045	3.188492	3.685846	0.000000	0.000000	0.004381	
792.767273	1.581006	3.187716	3.684628	0.000000	0.000000	0.004322	
794.342407	1.580966	3.186945	3.683409	0.000000	0.000000	0.004264	
795.917480	1.580926	3.186179	3.682210	0.000000	0.000000	0.004206	
797.492310	1.580886	3.185419	3.681019	0.000000	0.000000	0.004150	
799.067078	1.580846	3.184664	3.679829	0.000000	-0.000000	0.004093	
800.641724	1.580815	3.183914	3.678649	0.000000	0.000000	0.004037	
802.216187	1.580796	3.183169	3.677486	0.000000	-0.000000	0.003983	
803.790466	1.580778	3.182429	3.676322	0.000000	0.000000	0.003928	
805.364624	1.580759	3.181695	3.675162	0.000000	-0.000000	0.003873	
806.938599	1.580740	3.180965	3.674025	0.000000	0.000000	0.003821	
808.512512	1.580722	3.180240	3.672888	0.000000	-0.000000	0.003768	
810.086243	1.580703	3.179520	3.671751	0.000000	-0.000000	0.003715	
811.659790	1.580684	3.178805	3.670634	0.000000	-0.000000	0.003664	
813.233276	1.580666	3.178095	3.669523	0.000000	-0.000000	0.003613	
814.806519	1.580647	3.177390	3.668412	0.000000	0.000000	0.003562	
816.379700	1.580628	3.176689	3.667310	0.000000	-0.000000	0.003512	
817.952698	1.580610	3.175992	3.666225	0.000000	-0.000000	0.003463	
819.525513	1.580591	3.175301	3.665140	0.000000	0.000000	0.003414	
