All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
259.236420	1.698043	4.287469	1.740836	0.000000	2.938880	4.047571	
260.826019	1.695632	4.332233	1.769707	0.000000	2.826421	4.131420	
262.415680	1.693550	4.361176	1.805106	0.000000	2.704811	4.219814	
264.005371	1.691507	4.368339	1.847700	0.000000	2.580977	4.312377	
265.595154	1.689352	4.354335	1.898091	0.000000	2.463835	4.408767	
267.184967	1.687262	4.323304	1.956990	0.000000	2.360251	4.508855	
268.774811	1.685311	4.282990	2.025317	0.000000	2.274179	4.612829	
270.364716	1.683378	4.240086	2.104447	0.000000	2.203073	4.721065	
271.954681	1.681464	4.197002	2.197320	0.000000	2.143943	4.833691	
273.544739	1.679574	4.154820	2.309657	0.000000	2.094618	4.948874	
275.134796	1.677697	4.113783	2.444857	0.000000	2.053697	5.060009	
276.724915	1.675961	4.074289	2.602002	0.000000	2.020673	5.157740	
278.315063	1.674275	4.037105	2.773091	0.000000	1.995057	5.234608	
279.905273	1.672616	4.003197	2.946965	0.000000	1.976263	5.294608	
281.495544	1.670964	3.973826	3.122405	0.000000	1.963135	5.347751	
283.085876	1.669457	3.949430	3.309460	0.000000	1.953699	5.401219	
284.676208	1.667986	3.929535	3.524439	0.000000	1.946243	5.446385	
286.266602	1.666430	3.913060	3.769389	0.000000	1.939431	5.464629	
287.857056	1.664845	3.898125	4.033906	0.000000	1.932821	5.434958	
289.447571	1.663379	3.883570	4.295397	0.000000	1.927621	5.349046	
291.038086	1.661969	3.869499	4.531756	0.000000	1.924947	5.213264	
292.628662	1.660576	3.856568	4.724962	0.000000	1.925578	5.040545	
294.219299	1.659196	3.846041	4.871256	0.000000	1.929834	4.851742	
295.809967	1.657876	3.839202	4.974534	0.000000	1.936679	4.662869	
297.400665	1.656662	3.836103	5.042196	0.000000	1.944730	4.484626	
298.991394	1.655434	3.836196	5.082824	0.000000	1.952950	4.323081	
300.582214	1.654115	3.838444	5.105662	0.000000	1.960632	4.179348	
302.173035	1.652795	3.841153	5.116897	0.000000	1.968043	4.052912	
303.763916	1.651607	3.843672	5.121128	0.000000	1.976890	3.942152	
305.354797	1.650446	3.846571	5.121561	0.000000	1.988583	3.845023	
306.945740	1.649359	3.850995	5.120307	0.000000	2.004114	3.759509	
308.536743	1.648350	3.858713	5.118719	0.000000	2.024009	3.683820	
310.127747	1.647333	3.872048	5.117632	0.000000	2.047263	3.616173	
311.718811	1.646225	3.891656	5.117527	0.000000	2.071603	3.555275	
313.309906	1.645117	3.916981	5.118678	0.000000	2.095290	3.500050	
314.901062	1.644098	3.946786	5.121222	0.000000	2.117117	3.449606	
316.492218	1.643136	3.978919	5.125203	0.000000	2.136558	3.403207	
318.083435	1.642175	4.010293	5.130598	0.000000	2.155976	3.360251	
319.674652	1.641236	4.041671	5.137349	0.000000	2.180279	3.320253	
321.265930	1.640297	4.076822	5.145371	0.000000	2.212856	3.282828	
322.857208	1.639368	4.121329	5.154595	0.000000	2.255512	3.247722	
324.448547	1.638452	4.182979	5.164930	0.000000	2.308118	3.214689	
326.039917	1.637535	4.273431	5.176298	0.000000	2.364591	3.183554	
327.631287	1.636637	4.396524	5.188648	0.000000	2.407824	3.154212	
329.222717	1.635743	4.545347	5.201956	0.000000	2.424517	3.126601	
330.814178	1.634861	4.710029	5.216225	0.000000	2.406355	3.100694	
332.405670	1.634098	4.879236	5.231498	0.000000	2.348305	3.076511	
333.997162	1.633335	5.038943	5.247900	0.000000	2.247981	3.054154	
335.588684	1.632547	5.172038	5.265495	0.000000	2.112850	3.033575	
337.180267	1.631697	5.272535	5.284428	0.000000	1.957339	3.014819	
338.771881	1.630847	5.340272	5.304890	0.000000	1.791982	2.997952	
340.363464	1.630047	5.376836	5.327271	0.000000	1.625106	2.983178	
341.955139	1.629323	5.385098	5.351707	0.000000	1.463884	2.970403	
343.546814	1.628598	5.369952	5.378484	0.000000	1.314717	2.959686	
345.138489	1.627926	5.338813	5.408265	0.000000	1.180104	2.951328	
346.730194	1.627321	5.296046	5.441346	0.000000	1.059111	2.945338	
348.321960	1.626716	5.244214	5.478192	0.000000	0.951327	2.941857	
349.913727	1.626079	5.185423	5.520452	0.000000	0.856733	2.941573	
351.505493	1.625392	5.121750	5.568836	0.000000	0.775554	2.944403	
353.097321	1.624705	5.055632	5.625729	0.000000	0.708155	2.950624	
354.689148	1.624047	4.990560	5.694625	0.000000	0.654124	2.959714	
356.280975	1.623474	4.929259	5.777904	0.000000	0.611167	2.969819	
357.872864	1.622901	4.873143	5.882858	0.000000	0.576861	2.976306	
359.464752	1.622326	4.822951	6.008857	0.000000	0.548874	2.973300	
361.056641	1.621676	4.778854	6.160621	0.000000	0.524939	2.947463	
362.648560	1.621026	4.740421	6.329084	0.000000	0.502864	2.891906	
364.240509	1.620375	4.706328	6.505469	0.000000	0.480635	2.790610	
365.832458	1.619802	4.674356	6.673759	0.000000	0.457661	2.647725	
367.424438	1.619260	4.643278	6.813735	0.000000	0.434500	2.458580	
369.016418	1.618718	4.612501	6.919016	0.000000	0.411676	2.242430	
370.608429	1.618206	4.581720	6.973244	0.000000	0.389664	2.009657	
372.200470	1.617767	4.550831	6.986702	0.000000	0.368909	1.777787	
373.792480	1.617329	4.519914	6.959728	0.000000	0.349830	1.559561	
375.384521	1.616890	4.489289	6.903574	0.000000	0.332804	1.361493	
376.976593	1.616396	4.459546	6.828031	0.000000	0.317851	1.185566	
378.568665	1.615884	4.431021	6.738420	0.000000	0.304650	1.035435	
380.160736	1.615373	4.403867	6.642571	0.000000	0.292888	0.904950	
381.752838	1.614864	4.378147	6.543668	0.000000	0.282264	0.794338	
383.344940	1.614367	4.353856	6.444571	0.000000	0.272487	0.701055	
384.937073	1.613871	4.330929	6.346990	0.000000	0.263278	0.621250	
386.529175	1.613374	4.309223	6.252538	0.000000	0.254368	0.554772	
388.121307	1.612915	4.288460	6.161996	0.000000	0.245556	0.499205	
389.713440	1.612514	4.268369	6.075556	0.000000	0.236858	0.452196	
391.305603	1.612112	4.248803	5.993925	0.000000	0.228337	0.413049	
392.897766	1.611711	4.229669	5.917501	0.000000	0.220050	0.380703	
394.489929	1.611316	4.210901	5.845666	0.000000	0.212050	0.353280	
396.082092	1.610927	4.192456	5.778327	0.000000	0.204389	0.329924	
397.674255	1.610538	4.174305	5.715893	0.000000	0.197113	0.310244	
399.266418	1.610148	4.156436	5.657641	0.000000	0.190268	0.293175	
400.858612	1.609766	4.138838	5.603062	0.000000	0.183901	0.278041	
402.450806	1.609388	4.121519	5.551841	0.000000	0.178066	0.264420	
404.042999	1.609011	4.104503	5.503875	0.000000	0.172815	0.252050	
405.635193	1.608634	4.087834	5.458797	0.000000	0.168202	0.240640	
407.227356	1.608262	4.071572	5.416060	0.000000	0.164274	0.229918	
408.819550	1.607896	4.055797	5.375411	0.000000	0.161079	0.219767	
410.411774	1.607531	4.040618	5.336623	0.000000	0.158658	0.210109	
412.003967	1.607165	4.026185	5.299551	0.000000	0.157054	0.200903	
413.596130	1.606802	4.012739	5.264136	0.000000	0.156290	0.192151	
415.188324	1.606448	4.000636	5.230059	0.000000	0.156194	0.183777	
416.780518	1.606095	3.990050	5.197213	0.000000	0.156409	0.175767	
418.372711	1.605741	3.981024	5.165506	0.000000	0.156589	0.168109	
419.964905	1.605387	3.973518	5.134860	0.000000	0.156400	0.160794	
421.557068	1.605094	3.967426	5.105204	0.000000	0.155526	0.153811	
423.149231	1.604820	3.962580	5.076480	0.000000	0.153668	0.147151	
424.741394	1.604547	3.958746	5.048683	0.000000	0.150541	0.140820	
426.333588	1.604273	3.955608	5.021740	0.000000	0.145877	0.134800	
427.925720	1.603987	3.952701	4.995576	0.000000	0.139434	0.129068	
429.517883	1.603656	3.949337	4.970156	0.000000	0.131248	0.123615	
431.110016	1.603325	3.945060	4.945444	0.000000	0.121696	0.118429	
432.702148	1.602994	3.939629	4.921410	0.000000	0.111154	0.113501	
434.294281	1.602663	3.932903	4.898025	0.000000	0.099977	0.108820	
435.886414	1.602370	3.924821	4.875263	0.000000	0.088504	0.104377	
437.478516	1.602114	3.915375	4.853099	0.000000	0.077058	0.100163	
439.070648	1.601858	3.904617	4.831511	0.000000	0.065947	0.096167	
440.662750	1.601602	3.892653	4.810478	0.000000	0.055474	0.092380	
442.254791	1.601346	3.879658	4.789980	0.000000	0.045928	0.088794	
443.846863	1.601096	3.865935	4.769996	0.000000	0.037579	0.085399	
445.438904	1.600849	3.851913	4.750510	0.000000	0.030470	0.082186	
447.030945	1.600602	3.837859	4.731504	0.000000	0.024482	0.079147	
448.622986	1.600355	3.823945	4.712963	0.000000	0.019495	0.076273	
450.215027	1.600108	3.810296	4.694870	0.000000	0.015393	0.073558	
451.807037	1.599866	3.797003	4.677213	0.000000	0.012067	0.070992	
453.399017	1.599627	3.784132	4.659976	0.000000	0.009407	0.068569	
454.990967	1.599389	3.771728	4.643149	0.000000	0.007308	0.066281	
456.582916	1.599150	3.759817	4.626715	0.000000	0.005668	0.064122	
458.174866	1.598912	3.748407	4.610664	0.000000	0.004386	0.062083	
459.766785	1.598676	3.737481	4.594984	0.000000	0.003366	0.060160	
461.358704	1.598446	3.726988	4.579663	0.000000	0.002528	0.058346	
462.950592	1.598217	3.716875	4.564689	0.000000	0.001845	0.056635	
464.542419	1.597987	3.707114	4.550052	0.000000	0.001300	0.055020	
466.134277	1.597757	3.697686	4.535749	0.000000	0.000876	0.053500	
467.726074	1.597527	3.688574	4.521796	0.000000	0.000558	0.052074	
469.317871	1.597353	3.679766	4.508152	0.000000	0.000329	0.050730	
470.909668	1.597187	3.671247	4.494804	0.000000	0.000173	0.049461	
472.501404	1.597020	3.663007	4.481748	0.000000	0.000077	0.048264	
474.093170	1.596854	3.655032	4.468971	0.000000	0.000026	0.047134	
475.684875	1.596688	3.647310	4.456466	0.000000	0.000004	0.046068	
477.276550	1.596511	3.639826	4.444224	0.000000	0.000000	0.045060	
478.868225	1.596298	3.632561	4.432238	0.000000	-0.000000	0.044108	
480.459869	1.596085	3.625495	4.420531	0.000000	-0.000000	0.043214	
482.051453	1.595872	3.618613	4.409087	0.000000	-0.000000	0.042372	
483.643066	1.595658	3.611903	4.397874	0.000000	-0.000000	0.041574	
485.234619	1.595445	3.605355	4.386886	0.000000	-0.000000	0.040817	
486.826111	1.595252	3.598962	4.376115	0.000000	-0.000000	0.040100	
488.417633	1.595098	3.592714	4.365556	0.000000	0.000000	0.039418	
490.009125	1.594944	3.586606	4.355221	0.000000	-0.000000	0.038773	
491.600586	1.594791	3.580630	4.345124	0.000000	-0.000000	0.038164	
493.191986	1.594637	3.574782	4.335220	0.000000	-0.000000	0.037583	
494.783356	1.594483	3.569055	4.325501	0.000000	-0.000000	0.037028	
496.374695	1.594330	3.563445	4.315962	0.000000	-0.000000	0.036497	
497.966064	1.594182	3.557948	4.306602	0.000000	-0.000000	0.035989	
499.557312	1.594034	3.552559	4.297470	0.000000	-0.000000	0.035509	
501.148590	1.593886	3.547275	4.288501	0.000000	0.000000	0.035046	
502.739807	1.593739	3.542091	4.279689	0.000000	-0.000000	0.034600	
504.330994	1.593591	3.537004	4.271029	0.000000	-0.000000	0.034170	
505.922180	1.593443	3.532011	4.262546	0.000000	-0.000000	0.033756	
507.513275	1.593258	3.527109	4.254244	0.000000	0.000000	0.033359	
509.104340	1.593069	3.522296	4.246078	0.000000	-0.000000	0.032973	
510.695404	1.592880	3.517567	4.238045	0.000000	-0.000000	0.032597	
512.286438	1.592690	3.512921	4.230155	0.000000	-0.000000	0.032232	
513.877380	1.592501	3.508355	4.222442	0.000000	-0.000000	0.031879	
515.468323	1.592311	3.503867	4.214848	0.000000	-0.000000	0.031534	
517.059204	1.592135	3.499454	4.207370	0.000000	-0.000000	0.031196	
518.650085	1.591998	3.495115	4.200024	0.000000	-0.000000	0.030866	
520.240906	1.591862	3.490847	4.192834	0.000000	-0.000000	0.030544	
521.831665	1.591726	3.486649	4.185748	0.000000	-0.000000	0.030227	
523.422424	1.591589	3.482518	4.178761	0.000000	-0.000000	0.029914	
525.013123	1.591453	3.478453	4.171915	0.000000	-0.000000	0.029608	
526.603760	1.591316	3.474452	4.165187	0.000000	-0.000000	0.029307	
528.194397	1.591197	3.470513	4.158549	0.000000	-0.000000	0.029009	
529.784973	1.591110	3.466635	4.152010	0.000000	-0.000000	0.028715	
531.375488	1.591022	3.462817	4.145611	0.000000	0.000000	0.028426	
532.965942	1.590935	3.459056	4.139291	0.000000	-0.000000	0.028139	
534.556396	1.590848	3.455351	4.133050	0.000000	-0.000000	0.027856	
536.146790	1.590761	3.451702	4.126945	0.000000	-0.000000	0.027576	
537.737122	1.590674	3.448106	4.120919	0.000000	-0.000000	0.027299	
539.327393	1.590582	3.444563	4.114963	0.000000	-0.000000	0.027024	
540.917664	1.590457	3.441070	4.109124	0.000000	-0.000000	0.026753	
542.507874	1.590331	3.437628	4.103367	0.000000	-0.000000	0.026484	
544.098022	1.590206	3.434235	4.097673	0.000000	0.000000	0.026217	
545.688110	1.590081	3.430889	4.092087	0.000000	-0.000000	0.025953	
547.278198	1.589956	3.427591	4.086580	0.000000	-0.000000	0.025691	
548.868164	1.589831	3.424338	4.081128	0.000000	-0.000000	0.025431	
550.458130	1.589705	3.421129	4.075783	0.000000	-0.000000	0.025174	
552.048035	1.589583	3.417965	4.070508	0.000000	-0.000000	0.024919	
553.637878	1.589464	3.414843	4.065283	0.000000	-0.000000	0.024666	
555.227661	1.589344	3.411763	4.060168	0.000000	0.000000	0.024416	
556.817444	1.589224	3.408724	4.055105	0.000000	0.000000	0.024168	
558.407104	1.589104	3.405725	4.050099	0.000000	0.000000	0.023921	
559.996704	1.588984	3.402766	4.045193	0.000000	-0.000000	0.023678	
561.586304	1.588865	3.399844	4.040328	0.000000	-0.000000	0.023436	
563.175903	1.588745	3.396961	4.035534	0.000000	-0.000000	0.023196	
564.765320	1.588656	3.394115	4.030815	0.000000	-0.000000	0.022959	
566.354736	1.588580	3.391305	4.026133	0.000000	-0.000000	0.022722	
567.944092	1.588503	3.388530	4.021543	0.000000	-0.000000	0.022490	
569.533386	1.588427	3.385790	4.016996	0.000000	0.000000	0.022258	
571.122620	1.588351	3.383085	4.012502	0.000000	0.000000	0.022029	
572.711792	1.588274	3.380413	4.008085	0.000000	0.000000	0.021802	
574.300903	1.588198	3.377773	4.003698	0.000000	-0.000000	0.021576	
575.890015	1.588122	3.375166	3.999393	0.000000	0.000000	0.021353	
577.479004	1.588030	3.372591	3.995128	0.000000	-0.000000	0.021132	
579.067932	1.587921	3.370046	3.990912	0.000000	0.000000	0.020913	
580.656799	1.587811	3.367532	3.986766	0.000000	0.000000	0.020696	
582.245605	1.587702	3.365047	3.982642	0.000000	0.000000	0.020480	
583.834351	1.587593	3.362592	3.978602	0.000000	0.000000	0.020267	
585.423035	1.587484	3.360166	3.974588	0.000000	-0.000000	0.020056	
587.011658	1.587374	3.357768	3.970632	0.000000	-0.000000	0.019846	
588.600220	1.587265	3.355397	3.966724	0.000000	-0.000000	0.019639	
590.188721	1.587156	3.353055	3.962850	0.000000	-0.000000	0.019433	
591.777161	1.587079	3.350738	3.959043	0.000000	0.000000	0.019230	
593.365540	1.587009	3.348448	3.955252	0.000000	0.000000	0.019027	
594.953796	1.586940	3.346183	3.951538	0.000000	0.000000	0.018828	
596.542053	1.586870	3.343944	3.947842	0.000000	0.000000	0.018629	
598.130188	1.586801	3.341730	3.944205	0.000000	0.000000	0.018433	
599.718262	1.586731	3.339540	3.940601	0.000000	0.000000	0.018239	
601.306274	1.586662	3.337374	3.937039	0.000000	0.000000	0.018046	
602.894226	1.586592	3.335232	3.933522	0.000000	0.000000	0.017855	
604.482117	1.586523	3.333112	3.930033	0.000000	0.000001	0.017665	
606.069946	1.586456	3.331016	3.926600	0.000000	0.000001	0.017478	
607.657654	1.586390	3.328942	3.923184	0.000000	0.000002	0.017292	
609.245300	1.586323	3.326890	3.919832	0.000000	0.000002	0.017109	
610.832886	1.586257	3.324859	3.916486	0.000000	0.000003	0.016925	
612.420471	1.586191	3.322850	3.913211	0.000000	0.000004	0.016746	
614.007874	1.586125	3.320862	3.909941	0.000000	0.000005	0.016566	
615.595276	1.586059	3.318894	3.906734	0.000000	0.000007	0.016390	
617.182495	1.585993	3.316947	3.903537	0.000000	0.000008	0.016213	
618.769775	1.585927	3.315019	3.900396	0.000000	0.000010	0.016040	
620.356873	1.585861	3.313112	3.897269	0.000000	0.000012	0.015867	
621.943970	1.585798	3.311223	3.894193	0.000000	0.000015	0.015697	
623.530945	1.585735	3.309354	3.891132	0.000000	0.000017	0.015528	
625.117859	1.585672	3.307503	3.888120	0.000000	0.000020	0.015360	
626.704712	1.585609	3.305671	3.885124	0.000000	0.000023	0.015194	
628.291382	1.585546	3.303857	3.882174	0.000000	0.000026	0.015030	
629.878052	1.585483	3.302061	3.879239	0.000000	0.000030	0.014867	
631.464722	1.585420	3.300283	3.876350	0.000000	0.000034	0.014706	
633.051147	1.585357	3.298522	3.873476	0.000000	0.000038	0.014546	
634.637573	1.585294	3.296779	3.870646	0.000000	0.000042	0.014388	
636.223999	1.585232	3.295052	3.867828	0.000000	0.000047	0.014231	
637.810181	1.585172	3.293342	3.865058	0.000000	0.000052	0.014076	
639.396362	1.585113	3.291648	3.862294	0.000000	0.000057	0.013921	
640.982483	1.585053	3.289970	3.859581	0.000000	0.000062	0.013770	
642.568481	1.584993	3.288309	3.856868	0.000000	0.000068	0.013618	
644.154419	1.584933	3.286663	3.854212	0.000000	0.000073	0.013469	
645.740234	1.584873	3.285032	3.851553	0.000000	0.000079	0.013321	
647.326050	1.584814	3.283417	3.848948	0.000000	0.000085	0.013175	
648.911682	1.584754	3.281816	3.846345	0.000000	0.000091	0.013029	
650.497192	1.584694	3.280230	3.843786	0.000000	0.000098	0.012886	
652.082703	1.584634	3.278659	3.841237	0.000000	0.000104	0.012743	
653.668091	1.584576	3.277102	3.838724	0.000000	0.000111	0.012602	
655.253418	1.584520	3.275559	3.836228	0.000000	0.000118	0.012462	
656.838684	1.584463	3.274029	3.833757	0.000000	0.000125	0.012323	
658.423767	1.584406	3.272514	3.831313	0.000000	0.000132	0.012186	
660.008850	1.584350	3.271011	3.828882	0.000000	0.000139	0.012050	
661.593750	1.584293	3.269522	3.826490	0.000000	0.000147	0.011916	
663.178589	1.584236	3.268045	3.824098	0.000000	0.000154	0.011782	
664.763367	1.584179	3.266581	3.821756	0.000000	0.000162	0.011651	
666.348022	1.584123	3.265130	3.819412	0.000000	0.000171	0.011520	
667.932617	1.584066	3.263690	3.817108	0.000000	0.000179	0.011391	
669.517090	1.584009	3.262263	3.814813	0.000000	0.000189	0.011262	
671.101501	1.583954	3.260847	3.812544	0.000000	0.000198	0.011135	
672.685791	1.583900	3.259443	3.810298	0.000000	0.000209	0.011010	
674.269958	1.583847	3.258050	3.808062	0.000000	0.000220	0.010885	
675.854065	1.583793	3.256670	3.805863	0.000000	0.000232	0.010762	
677.438110	1.583739	3.255300	3.803664	0.000000	0.000244	0.010639	
679.021973	1.583686	3.253941	3.801507	0.000000	0.000258	0.010519	
680.605774	1.583632	3.252594	3.799353	0.000000	0.000272	0.010399	
682.189453	1.583578	3.251257	3.797225	0.000000	0.000287	0.010280	
683.773071	1.583524	3.249931	3.795117	0.000000	0.000304	0.010163	
685.356567	1.583471	3.248616	3.793017	0.000000	0.000321	0.010046	
686.940002	1.583417	3.247311	3.790954	0.000000	0.000339	0.009932	
688.523315	1.583363	3.246017	3.788890	0.000000	0.000358	0.009817	
690.106506	1.583312	3.244733	3.786861	0.000000	0.000379	0.009704	
691.689575	1.583261	3.243460	3.784841	0.000000	0.000400	0.009592	
693.272583	1.583210	3.242197	3.782836	0.000000	0.000423	0.009481	
694.855408	1.583159	3.240944	3.780859	0.000000	0.000447	0.009372	
696.438232	1.583109	3.239701	3.778881	0.000000	0.000473	0.009263	
698.020874	1.583058	3.238469	3.776941	0.000000	0.000500	0.009156	
699.603455	1.583007	3.237247	3.775005	0.000000	0.000528	0.009049	
701.185913	1.582956	3.236034	3.773086	0.000000	0.000557	0.008943	
702.768311	1.582906	3.234833	3.771192	0.000000	0.000587	0.008839	
704.350525	1.582855	3.233641	3.769298	0.000000	0.000618	0.008735	
705.932739	1.582804	3.232459	3.767439	0.000000	0.000651	0.008633	
707.514771	1.582753	3.231287	3.765585	0.000000	0.000684	0.008532	
709.096680	1.582711	3.230125	3.763744	0.000000	0.000718	0.008431	
710.678467	1.582687	3.228972	3.761930	0.000000	0.000753	0.008332	
712.260193	1.582663	3.227830	3.760115	0.000000	0.000788	0.008233	
713.841797	1.582639	3.226697	3.758330	0.000000	0.000824	0.008136	
715.423218	1.582615	3.225573	3.756554	0.000000	0.000861	0.008039	
717.004639	1.582591	3.224459	3.754784	0.000000	0.000898	0.007943	
718.585876	1.582567	3.223354	3.753047	0.000000	0.000935	0.007849	
720.167053	1.582543	3.222258	3.751310	0.000000	0.000973	0.007755	
721.748047	1.582519	3.221170	3.749591	0.000000	0.001011	0.007662	
723.328979	1.582495	3.220092	3.747891	0.000000	0.001049	0.007571	
724.909790	1.582471	3.219023	3.746190	0.000000	0.001087	0.007479	
726.490479	1.582448	3.217962	3.744521	0.000000	0.001126	0.007390	
728.071045	1.582424	3.216910	3.742857	0.000000	0.001165	0.007300	
729.651489	1.582396	3.215866	3.741198	0.000000	0.001203	0.007212	
731.231812	1.582351	3.214830	3.739571	0.000000	0.001242	0.007125	
732.812073	1.582306	3.213802	3.737944	0.000000	0.001280	0.007038	
734.392151	1.582261	3.212783	3.736331	0.000000	0.001318	0.006952	
735.972107	1.582216	3.211771	3.734738	0.000000	0.001357	0.006868	
737.552002	1.582170	3.210766	3.733145	0.000000	0.001394	0.006783	
739.131714	1.582125	3.209769	3.731576	0.000000	0.001432	0.006700	
740.711365	1.582080	3.208779	3.730018	0.000000	0.001469	0.006618	
742.290894	1.582035	3.207796	3.728460	0.000000	0.001506	0.006536	
743.870239	1.581990	3.206820	3.726931	0.000000	0.001543	0.006456	
745.449524	1.581945	3.205850	3.725408	0.000000	0.001580	0.006376	
747.028625	1.581900	3.204887	3.723884	0.000000	0.001617	0.006296	
748.607605	1.581854	3.203930	3.722394	0.000000	0.001654	0.006219	
750.186523	1.581809	3.202979	3.720903	0.000000	0.001692	0.006141	
751.765259	1.581768	3.202034	3.719417	0.000000	0.001729	0.006064	
753.343872	1.581747	3.201096	3.717959	0.000000	0.001767	0.005989	
754.922424	1.581725	3.200163	3.716501	0.000000	0.001806	0.005913	
756.500793	1.581704	3.199237	3.715050	0.000000	0.001845	0.005838	
758.079041	1.581683	3.198316	3.713625	0.000000	0.001885	0.005765	
759.657166	1.581662	3.197401	3.712199	0.000000	0.001926	0.005692	
761.235168	1.581640	3.196492	3.710783	0.000000	0.001967	0.005620	
762.813049	1.581619	3.195588	3.709388	0.000000	0.002010	0.005549	
764.390747	1.581598	3.194690	3.707993	0.000000	0.002053	0.005478	
765.968384	1.581577	3.193798	3.706608	0.000000	0.002097	0.005408	
767.545898	1.581555	3.192912	3.705245	0.000000	0.002143	0.005339	
769.123230	1.581534	3.192031	3.703881	0.000000	0.002190	0.005270	
770.700439	1.581513	3.191156	3.702527	0.000000	0.002237	0.005202	
772.277527	1.581492	3.190287	3.701194	0.000000	0.002287	0.005135	
773.854492	1.581470	3.189424	3.699860	0.000000	0.002337	0.005068	
775.431274	1.581444	3.188566	3.698535	0.000000	0.002390	0.005002	
777.007935	1.581404	3.187714	3.697231	0.000000	0.002443	0.004938	
778.584534	1.581364	3.186867	3.695927	0.000000	0.002498	0.004873	
780.160950	1.581324	3.186027	3.694628	0.000000	0.002555	0.004809	
781.737183	1.581285	3.185193	3.693354	0.000000	0.002613	0.004746	
783.313354	1.581245	3.184365	3.692079	0.000000	0.002674	0.004684	
784.889343	1.581205	3.183543	3.690805	0.000000	0.002735	0.004621	
786.465210	1.581165	3.182727	3.689559	0.000000	0.002799	0.004561	
788.040894	1.581125	3.181919	3.688313	0.000000	0.002865	0.004500	
789.616516	1.581085	3.181117	3.687067	0.000000	0.002932	0.004439	
791.191956	1.581045	3.180322	3.685846	0.000000	0.003001	0.004381	
792.767273	1.581006	3.179535	3.684628	0.000000	0.003070	0.004322	
794.342407	1.580966	3.178755	3.683409	0.000000	0.003141	0.004264	
795.917480	1.580926	3.177983	3.682210	0.000000	0.003212	0.004206	
797.492310	1.580886	3.177218	3.681019	0.000000	0.003283	0.004150	
799.067078	1.580846	3.176460	3.679829	0.000000	0.003355	0.004093	
800.641724	1.580815	3.175710	3.678649	0.000000	0.003426	0.004037	
802.216187	1.580796	3.174967	3.677486	0.000000	0.003496	0.003983	
803.790466	1.580778	3.174232	3.676322	0.000000	0.003566	0.003928	
805.364624	1.580759	3.173503	3.675162	0.000000	0.003635	0.003873	
806.938599	1.580740	3.172781	3.674025	0.000000	0.003702	0.003821	
808.512512	1.580722	3.172067	3.672888	0.000000	0.003768	0.003768	
810.086243	1.580703	3.171359	3.671751	0.000000	0.003832	0.003715	
811.659790	1.580684	3.170657	3.670634	0.000000	0.003894	0.003664	
813.233276	1.580666	3.169962	3.669523	0.000000	0.003954	0.003613	
814.806519	1.580647	3.169273	3.668412	0.000000	0.004012	0.003562	
816.379700	1.580628	3.168590	3.667310	0.000000	0.004067	0.003512	
817.952698	1.580610	3.167912	3.666225	0.000000	0.004119	0.003463	
