All Layer Optical Constants
Wavelength (nm)	n, GaP Oxide	n, B-Spline	n, SI_JAW	k, GaP Oxide	k, B-Spline	k, SI_JAW
819.525513	1.580591	3.167240	3.665140	0.000000	0.004168	0.003414	
821.098267	1.580572	3.166574	3.664055	0.000000	0.004214	0.003365	
822.670715	1.580554	3.165912	3.662993	0.000000	0.004257	0.003317	
824.243164	1.580535	3.165255	3.661933	0.000000	0.004296	0.003270	
825.815308	1.580516	3.164603	3.660872	0.000000	0.004332	0.003223	
827.387390	1.580498	3.163954	3.659823	0.000000	0.004363	0.003176	
828.959351	1.580481	3.163309	3.658788	0.000000	0.004390	0.003131	
830.531128	1.580463	3.162668	3.657753	0.000000	0.004413	0.003085	
832.102722	1.580446	3.162030	3.656717	0.000000	0.004432	0.003040	
833.674194	1.580428	3.161394	3.655704	0.000000	0.004446	0.002996	
835.245483	1.580411	3.160761	3.654692	0.000000	0.004456	0.002952	
836.816711	1.580394	3.160129	3.653681	0.000000	0.004460	0.002908	
838.387695	1.580376	3.159499	3.652678	0.000000	0.004460	0.002865	
839.958496	1.580359	3.158869	3.651690	0.000000	0.004454	0.002823	
841.529175	1.580341	3.158239	3.650702	0.000000	0.004443	0.002781	
843.099731	1.580324	3.157608	3.649715	0.000000	0.004427	0.002739	
844.670044	1.580306	3.156975	3.648744	0.000000	0.004406	0.002698	
846.240234	1.580289	3.156338	3.647779	0.000000	0.004381	0.002658	
847.810242	1.580272	3.155699	3.646815	0.000000	0.004353	0.002618	
849.380188	1.580254	3.155056	3.645851	0.000000	0.004321	0.002577	
850.949890	1.580237	3.154408	3.644910	0.000000	0.004288	0.002539	
852.519409	1.580219	3.153757	3.643968	0.000000	0.004252	0.002500	
854.088745	1.580202	3.153101	3.643027	0.000000	0.004216	0.002461	
855.658020	1.580185	3.152440	3.642092	0.000000	0.004180	0.002423	
857.227173	1.580169	3.151774	3.641173	0.000000	0.004143	0.002386	
858.796021	1.580152	3.151103	3.640254	0.000000	0.004107	0.002349	
860.364746	1.580136	3.150428	3.639335	0.000000	0.004073	0.002312	
861.933289	1.580120	3.149747	3.638427	0.000000	0.004040	0.002276	
863.501770	1.580104	3.149061	3.637530	0.000000	0.004010	0.002240	
865.069946	1.580087	3.148371	3.636633	0.000000	0.003982	0.002205	
866.638000	1.580071	3.147676	3.635736	0.000000	0.003958	0.002169	
868.205933	1.580055	3.146975	3.634853	0.000000	0.003938	0.002135	
869.773621	1.580039	3.146271	3.633978	0.000000	0.003922	0.002101	
871.341187	1.580022	3.145561	3.633102	0.000000	0.003910	0.002067	
872.908569	1.580006	3.144847	3.632226	0.000000	0.003904	0.002033	
874.475769	1.579990	3.144129	3.631367	0.000000	0.003904	0.002001	
876.042847	1.579974	3.143406	3.630513	0.000000	0.003909	0.001968	
877.609741	1.579957	3.142680	3.629658	0.000000	0.003921	0.001936	
879.176453	1.579941	3.141951	3.628804	0.000000	0.003941	0.001903	
880.742981	1.579925	3.141217	3.627967	0.000000	0.003967	0.001872	
882.309387	1.579909	3.140481	3.627134	0.000000	0.004001	0.001842	
883.875610	1.579893	3.139741	3.626300	0.000000	0.004044	0.001811	
885.441589	1.579876	3.139000	3.625466	0.000000	0.004094	0.001780	
887.007446	1.579861	3.138255	3.624650	0.000000	0.004154	0.001750	
888.573059	1.579846	3.137509	3.623837	0.000000	0.004223	0.001721	
890.138550	1.579831	3.136761	3.623024	0.000000	0.004302	0.001691	
891.703796	1.579816	3.136013	3.622211	0.000000	0.004390	0.001662	
893.268921	1.579800	3.135263	3.621413	0.000000	0.004489	0.001634	
894.833984	1.579785	3.134512	3.620620	0.000000	0.004599	0.001606	
896.398743	1.579770	3.133762	3.619826	0.000000	0.004719	0.001578	
897.963257	1.579755	3.133013	3.619033	0.000000	0.004851	0.001550	
899.527710	1.579740	3.132264	3.618252	0.000000	0.004994	0.001523	
901.091980	1.579725	3.131517	3.617479	0.000000	0.005150	0.001496	
902.656067	1.579710	3.130772	3.616705	0.000000	0.005317	0.001470	
904.219910	1.579695	3.130031	3.615932	0.000000	0.005497	0.001443	
