"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
0;0;361962;15037.5;4754.2;285.637;1191.18;382.156;14354.6;1948.4;26.7835;283.157;407.93;103.95;189.339;327.164;697.855;267.452;73.7223;26.3189;46.5427;41.896;130.618;75.1346;35.8271;73.4362;72.6391;23.674;22.6802;23.7572;2.42923
1;0;362546;15257.1;4720.94;281.876;1120.86;391.142;14233.1;1974.19;48.6302;229.494;510.695;79.8355;221.397;410.301;659.78;268.278;73.3712;25.5506;45.7293;42.1951;130.4;73.7696;32.1988;73.0095;73.0553;22.1319;22.1184;24.894;2.40859
2;0;364000;14454.7;4860.44;295.377;1062.08;375.221;14354.4;2039.08;16.7115;222.451;371.494;101.336;143.871;323.401;685.888;265.544;74.5579;26.618;45.3071;41.7504;131.083;74.5756;36.6744;71.2532;70.112;22.3124;20.427;23.4605;2.45177
3;0;363666;15379.8;4824.06;352.474;1129.74;437.692;14361.4;1880.96;72.8732;201.843;537.699;105.008;197.631;430.883;660.097;270.602;74.1839;27.0998;45.8144;42.8452;132.778;74.2141;29.4627;72.4949;72.8717;23.1284;22.4369;25.7919;2.5938
4;0;364006;14997.9;4682.47;299.508;1130.28;388.672;14347.5;2021.81;0.720248;208.503;457.693;88.6264;183.608;327.331;677.813;266.658;73.2819;26.5244;46.1011;42.8884;131.382;74.9028;35.4874;72.9389;71.8754;22.5195;22.0839;24.0278;2.45787
5;0;364708;15115.9;4639;310.894;1032.67;377.159;14206.5;2028.9;18.537;280.706;383.336;85.705;177.667;339.775;682.342;267.939;72.7892;26.4414;45.0016;42.3776;130.286;73.9227;36.4745;74.5333;72.5693;23.5692;22.5675;24.3418;2.38114
6;0;363980;15025.5;4802.71;337.324;1058.86;373.094;14002.3;1876.59;3.69262;295.641;329.914;49.4249;200.313;308.895;680.233;262.325;73.8796;26.5736;45.1096;41.8993;129.78;73.1557;33.2118;72.8753;70.2063;21.3544;21.86;23.1048;2.36071
7;0;364302;15257.9;4795.97;306.661;1078.45;414.995;14626;2089.54;15.5358;224.742;386.886;129.167;140.589;346.414;682.622;267.286;73.7591;26.0791;45.6612;42.8838;132.236;74.7216;37.6112;70.9009;69.341;23.169;21.233;24.0373;2.3515
8;0;363229;14917.2;4674.3;339.252;1130.79;407.453;14295.8;2119.64;4.55091;284.38;439.36;157.85;177.311;341.474;687.979;266.531;73.0756;27.0423;45.6689;42.3578;130;74.5207;37.0069;72.7126;71.3846;24.8125;22.3891;23.9164;2.44466
9;0;363420;15732.6;4749.73;385.675;1117.9;403.598;14548.1;1991.33;0.946245;297.209;329.213;85.1112;132.929;368.339;691.157;268.254;73.5026;27.7282;45.7888;42.196;131.628;74.8034;35.5956;70.296;68.6893;23.282;21.0016;24.3828;2.45008
