ROI backgr, sum

Spectrum                                       Si       P     Ar      Ni       Zn       Ga       Rh
---------------------------------------------------------------------------------------------------
20230621_CVD_2808_60s_20x20ptsdet_1_0_0      -274    -220    -78    -991    -1631    -2063    -5901
20230621_CVD_2808_60s_20x20ptsdet_1_0_1      -272    -221    -72    -989    -1658    -1999    -5713
20230621_CVD_2808_60s_20x20ptsdet_1_0_10     -269    -214    -79    -986    -1651    -2014    -5816
20230621_CVD_2808_60s_20x20ptsdet_1_0_11     -264    -214    -70    -963    -1563    -2044    -5858
20230621_CVD_2808_60s_20x20ptsdet_1_0_12     -285    -239    -79    -972    -1663    -2048    -5807
20230621_CVD_2808_60s_20x20ptsdet_1_0_13     -258    -188    -61    -974    -1636    -2080    -5791
20230621_CVD_2808_60s_20x20ptsdet_1_0_14     -243    -186    -60    -914    -1589    -2058    -5742
20230621_CVD_2808_60s_20x20ptsdet_1_0_15     -269    -215    -78    -992    -1655    -2008    -5698
20230621_CVD_2808_60s_20x20ptsdet_1_0_16     -269    -228    -60   -1019    -1694    -2111    -5738
20230621_CVD_2808_60s_20x20ptsdet_1_0_17     -275    -219    -66    -956    -1583    -2055    -5703
20230621_CVD_2808_60s_20x20ptsdet_1_0_18     -277    -233    -81    -938    -1508    -1984    -5757
20230621_CVD_2808_60s_20x20ptsdet_1_0_19     -269    -219    -78    -986    -1592    -2015    -5642
20230621_CVD_2808_60s_20x20ptsdet_1_0_2      -267    -213    -72   -1014    -1625    -2042    -5820
20230621_CVD_2808_60s_20x20ptsdet_1_0_3      -281    -230    -85    -902    -1575    -2095    -5875
20230621_CVD_2808_60s_20x20ptsdet_1_0_4      -280    -231    -86    -940    -1636    -2009    -5742
20230621_CVD_2808_60s_20x20ptsdet_1_0_5      -261    -202    -85    -964    -1655    -2011    -5806
20230621_CVD_2808_60s_20x20ptsdet_1_0_6      -258    -202    -88    -980    -1582    -2057    -5738
20230621_CVD_2808_60s_20x20ptsdet_1_0_7      -248    -186    -93    -966    -1639    -1988    -5833
20230621_CVD_2808_60s_20x20ptsdet_1_0_8      -258    -212    -48    -962    -1557    -2045    -5768
20230621_CVD_2808_60s_20x20ptsdet_1_0_9      -264    -209    -86    -979    -1578    -2055    -5691
20230621_CVD_2808_60s_20x20ptsdet_1_10_0     -287    -232    -82   -1010    -1656    -2143    -5975
20230621_CVD_2808_60s_20x20ptsdet_1_10_1     -290    -247    -93   -1022    -1721    -2173    -5977
20230621_CVD_2808_60s_20x20ptsdet_1_10_10    -266    -215    -77    -963    -1641    -2038    -5819
20230621_CVD_2808_60s_20x20ptsdet_1_10_11    -255    -196    -84   -1017    -1692    -2043    -5538
20230621_CVD_2808_60s_20x20ptsdet_1_10_12    -288    -239    -79   -1016    -1734    -2106    -5854
20230621_CVD_2808_60s_20x20ptsdet_1_10_13    -283    -222    -70   -1025    -1693    -2090    -5674
20230621_CVD_2808_60s_20x20ptsdet_1_10_14    -285    -233    -73    -992    -1642    -2023    -5857
20230621_CVD_2808_60s_20x20ptsdet_1_10_15    -278    -235    -80    -985    -1682    -2064    -5859
