ROI net sum

Spectrum                                      Si     P   Ar   Ni    Zn    Ga   Rh
---------------------------------------------------------------------------------
20230627_CVD_2546_60s_20x20ptsdet_1_0_0   216723 27206  251 1124   248 91114 7728
20230627_CVD_2546_60s_20x20ptsdet_1_0_1   216480 27021  252 1113   353 91204 8024
20230627_CVD_2546_60s_20x20ptsdet_1_0_10  217004 27474  229 1194   541 91497 7705
20230627_CVD_2546_60s_20x20ptsdet_1_0_11  216054 27550  271 1184   328 90847 7724
20230627_CVD_2546_60s_20x20ptsdet_1_0_12  215946 27665  242 1117   412 90916 7900
20230627_CVD_2546_60s_20x20ptsdet_1_0_13  217206 27360  223 1126   239 90599 7806
20230627_CVD_2546_60s_20x20ptsdet_1_0_14  216623 27251  240 1164   327 91125 7777
20230627_CVD_2546_60s_20x20ptsdet_1_0_15  216375 27444  259 1135   514 92199 7607
20230627_CVD_2546_60s_20x20ptsdet_1_0_16  216153 27729  299 1245   382 91125 7884
20230627_CVD_2546_60s_20x20ptsdet_1_0_17  215537 27393  279 1167   348 91393 7758
20230627_CVD_2546_60s_20x20ptsdet_1_0_18  216139 27381  240 1118   344 90656 7515
20230627_CVD_2546_60s_20x20ptsdet_1_0_19  215562 27693  272 1117   385 91190 7796
20230627_CVD_2546_60s_20x20ptsdet_1_0_2   215776 27560  286 1128   326 91290 7852
20230627_CVD_2546_60s_20x20ptsdet_1_0_3   216010 27378  305 1085   341 91033 7587
20230627_CVD_2546_60s_20x20ptsdet_1_0_4   215917 27793  295 1296   489 91360 7888
20230627_CVD_2546_60s_20x20ptsdet_1_0_5   215797 27204  233 1018   280 90839 7810
20230627_CVD_2546_60s_20x20ptsdet_1_0_6   211020 27095  270 1136   329 89183 7686
20230627_CVD_2546_60s_20x20ptsdet_1_0_7   216918 27498  301 1132   415 91742 7797
20230627_CVD_2546_60s_20x20ptsdet_1_0_8   217146 27229  282 1214   370 91695 7979
20230627_CVD_2546_60s_20x20ptsdet_1_0_9   216075 27655  253 1104   380 91027 7772
20230627_CVD_2546_60s_20x20ptsdet_1_10_0  214342 27075  253 1213   413 90385 7751
20230627_CVD_2546_60s_20x20ptsdet_1_10_1  213765 26947  249 1136   240 90078 7939
20230627_CVD_2546_60s_20x20ptsdet_1_10_10 214843 27069  263 1077   273 90457 7696
20230627_CVD_2546_60s_20x20ptsdet_1_10_11 214237 27173  260 1077   384 90119 7444
20230627_CVD_2546_60s_20x20ptsdet_1_10_12 214258 27278  274 1218   388 90770 7707
20230627_CVD_2546_60s_20x20ptsdet_1_10_13 213923 27437  281 1215   367 90292 7825
20230627_CVD_2546_60s_20x20ptsdet_1_10_14 214024 27169  267 1225   451 90174 7815
20230627_CVD_2546_60s_20x20ptsdet_1_10_15 214492 27087  282 1120   340 90871 7741
20230627_CVD_2546_60s_20x20ptsdet_1_10_16 214179 27092  284 1072   338 91082 8061
20230627_CVD_2546_60s_20x20ptsdet_1_10_17 213462 27220  287 1123   357 90771 7877
20230627_CVD_2546_60s_20x20ptsdet_1_10_18 214988 27146  268 1083   355 90874 7552
20230627_CVD_2546_60s_20x20ptsdet_1_10_19 214137 27212  244 1130   287 90973 7469
