"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
20;1;834.919;733.858;634.827;421.301;108.886;68.7118;21.8725;24.8084;788.66;478.46;485.696;20.475;49.4988;87.252;102.632;88.6607;63.5347;50.4601;40.8259;46.2752;53.9224;62.7876;63.754;155.76;176.569;23.6429;22.3906;21.5322;2.50564
21;0;307475;12976.5;11458.6;783.456;2174.94;353.975;35963.7;4944.49;4.84971;539.069;941.973;121.421;148.346;381.453;614.164;250.833;111.324;37.17;56.067;42.1229;199.436;90.9705;27.7745;86.3262;87.4438;22.7327;20.6434;24.0116;2.51686
21;1;848.533;651.706;604.425;417.117;114.631;65.0386;19.9869;13.1162;816.024;397.749;460.464;1.90016;31.6446;79.7723;116.537;84.9838;61.5455;51.4689;42.9714;47.6713;55.8632;65.0112;60.8964;164.431;194.644;28.3827;26.6754;24.5548;2.13
22;0;308362;12476.2;11781.3;842.542;2279.39;573.304;36024;4982.16;8.71242;495.202;923.122;71.0213;237.93;341.259;624.802;248.175;113.007;38.419;56.9602;43.8049;197.051;92.2418;32.8778;85.8158;86.4487;21.2639;22.5132;23.127;2.70599
22;1;805.65;711.053;619.404;418.787;102.256;36.7174;32.6978;16.346;762.106;479.956;488.81;27.2025;42.6204;82.1833;89.8011;48.2586;54.1782;33.9188;39.2726;44.2443;53.7346;62.6643;47.9949;118.113;149.005;24.762;22.1631;20.4647;2.4298
23;0;309353;12591.2;11784.8;849.27;2206.69;469.635;35987.1;4997;17.2312;527.244;885.121;49.5629;208.803;361.218;624.343;252.288;113.198;38.3561;56.106;42.9179;196.946;91.8413;34.7476;85.9238;86.1257;19.3724;21.7125;23.752;3.10321
23;1;826.119;730.896;638.159;433.898;133.028;60.4134;39.206;32.2735;761.751;483.47;493.452;29.7809;44.2981;85.1476;98.0786;81.1235;60.9466;44.3069;41.9256;45.5866;54.1463;62.8866;58.2637;151.468;165.662;23.1773;21.5722;20.6072;2.43308
24;0;308899;12938.1;11576.7;828.879;2144.49;374.463;36115.6;5078.07;8.11788;503.021;911.23;39.1137;201.81;291.648;629.123;250.138;111.89;37.6895;55.9252;42.5009;197.06;92.0423;34.4499;83.7021;83.9304;19.9681;21.3033;22.0135;2.74571
24;1;837.319;739.182;639.329;422.795;108.637;60.4679;29.8862;9.45753;741.903;461.308;471.25;26.678;54.4009;87.3461;112.407;95.4111;72.6712;50.6117;40.9432;45.6433;53.5182;61.824;68.8379;152.769;162.399;22.51;21.8264;21.6655;2.49714
25;0;307654;12653.4;11683.9;918.024;2048.28;263.715;36340.1;4970.95;1.62382;474.277;1079.37;132.575;201.173;379.575;618.664;249.564;112.716;39.6738;55.3869;41.5779;198.303;92.6829;34.0755;85.9835;87.1165;21.7136;21.2851;23.8523;2.41449
25;1;815.035;722.923;628.074;417.59;102.657;56.2318;27.7215;29.5883;727.956;461.82;470.465;23.4667;44.1617;84.2392;105.234;66.8578;64.9105;41.8186;40.1245;45.2658;53.6568;62.7106;58.5046;132.175;162.701;25.7302;23.2621;21.7946;2.32304
26;0;306818;12737.8;11804.9;926.359;2213.47;376.055;36227.3;5077.88;8.1127;654.976;795.228;112.44;210.998;342.177;623.272;247.436;113.218;39.4019;56.7517;42.9975;197.487;91.3693;33.8733;86.0429;85.5503;22.3478;22.4273;23.5072;2.74843
