"row";"column";"Si_Ka";"Si_Kb";"P_Ka";"P_Kb";"Ni_Ka";"Ni_Kb";"Ga_Ka";"Ga_Kb";"Ga_L1";"Ga_L2";"Ga_L3";"Rh_L1";"Rh_L2";"Rh_L3";"s(Si_Ka)";"s(Si_Kb)";"s(P_Ka)";"s(P_Kb)";"s(Ni_Ka)";"s(Ni_Kb)";"s(Ga_Ka)";"s(Ga_Kb)";"s(Ga_L1)";"s(Ga_L2)";"s(Ga_L3)";"s(Rh_L1)";"s(Rh_L2)";"s(Rh_L3)";"chisq"
0;0;354528;15357.4;4773.58;282.702;1070.38;428.189;13947.1;1942.96;0.661182;223.751;370.823;78.5272;149.059;352.049;667.871;266.46;73.5523;25.3269;45.2219;42.4354;129.186;73.6551;37.0426;70.8567;69.6458;21.2222;20.2534;23.9911;2.39318
0;1;879.893;648.254;582.016;365.018;200.848;102.978;1.00049;13.3825;998.982;463.912;523.283;27.4037;45.3057;90.0515;79.7985;62.0519;44.8067;33.6497;39.9733;41.5926;47.4075;57.2691;51.1172;131.194;153.141;25.1447;22.1559;20.946;2.32884
1;0;356114;14538.3;4686.39;368.298;1030.78;391.08;14025.7;1851.97;14.6944;261.32;324.406;90.9458;204.009;330.719;651.541;263.49;73.1955;27.3205;45.2162;42.6159;129.256;73.1671;32.8082;71.0493;69.8372;22.3701;22.2321;23.3305;2.25536
1;1;828.601;716.118;601.006;379.334;142.115;110.272;1.99317;10.2752;833.609;538.258;551.91;23.0402;60.6223;93.7494;89.832;69.6745;50.8447;39.2023;41.465;46.4823;51.7259;64.2783;51.9431;148.949;174.28;24.8389;23.3859;22.3196;2.71859
2;0;355161;15157.3;4635.42;408.118;1041.54;417.311;14033.4;2043.49;12.0928;290.912;386.996;100.986;182.818;363.9;675.977;266.849;72.9339;28.3441;44.7587;42.3808;129.415;74.4243;36.6794;74.7445;72.942;21.0821;20.8835;23.7417;2.40593
2;1;792.583;594.594;526.69;320.173;164.191;80.9076;1.41349;14.9205;880.358;432.407;500.138;11.7515;37.1593;78.1178;63.7678;54.0126;35.0373;30.5298;37.8831;40.6249;46.6229;56.1066;39.6764;146.703;161.434;24.5473;21.5048;19.9602;2.60364
3;0;355564;15070.4;4657.51;344.828;1072.7;473.271;13888.2;2140.5;19.7803;215.814;426.933;85.0189;192.287;375.301;669.897;264.973;72.9278;26.7584;44.9287;42.0193;128.6;75.4127;37.0805;71.8264;70.2168;22.0171;21.8206;24.0031;2.64459
3;1;885.679;659.054;601.065;406.203;191.739;130.813;3.78482;21.3905;995.303;477.502;545.831;22.5338;37.0847;85.9943;72.9614;56.9391;41.0419;31.6677;38.7541;41.8276;46.5468;57.1897;44.9971;141.047;156.029;22.8919;20.4776;19.1543;2.46974
4;0;355937;14689.5;4710.51;303.304;1110.81;441.42;13990.2;1809.71;10.1554;273.082;411.642;77.4947;182.561;324.897;680.94;266.687;73.4686;26.0731;45.71;42.2336;129.606;73.2525;35.2588;73.7537;72.928;23.004;22.4026;24.2139;2.24934
4;1;813.734;674.571;566.663;349.434;154.764;69.476;3.91859;11.6257;923.497;554.621;576.162;26.3117;44.2801;84.3817;64.5923;55.8403;36.5954;31.3441;37.163;40.3081;47.9859;58.6249;42.6807;137.869;155.958;25.8847;22.3848;20.4109;2.65901
5;0;356169;14499.2;4648.91;273.404;1004.85;340.804;14006.6;1875.95;17.4408;47.7086;550.537;58.4353;194.873;330.136;671.547;264.478;72.8271;25.9214;44.7243;41.4507;129.948;74.1584;38.0828;72.3093;71.3902;21.9044;22.3259;24.1263;2.14705
5;1;923.814;667.348;587.538;359.405;156.843;89.1666;2.09827;12.6148;1100.39;517.207;582.737;20.7262;62.1626;115.874;82.0106;65.1704;44.323;35.3271;39.6202;42.9724;48.687;58.9687;53.4775;152.35;174.889;24.6623;23.1143;22.6186;2.55534
6;0;355118;14732.7;4476.74;336.351;1098.56;437.892;13903.6;1726.04;11.2883;175.309;396.872;59.9693;214.335;374.374;673.779;262.966;71.7104;26.8586;45.2992;42.0357;129.28;73.128;38.0547;72.3645;70.7025;21.4749;22.281;23.9969;2.26072
6;1;929.198;671.428;604.161;394.538;138.844;58.0897;2.29633;17.8956;1059.79;493.677;564.008;24.9632;23.921;73.5272;79.627;61.4658;43.8718;32.8441;38.5843;41.72;48.926;59.4343;50.5553;140.146;162.275;25.8678;22.1423;20.199;2.4817
7;0;356531;14775.8;4604.56;283.014;1087.15;302.389;13908.5;1845.78;6.27526;235.311;357.419;70.3821;170.371;379.51;668.515;263.57;72.6617;26.6385;45.1978;40.7258;128.985;74.283;33.2708;72.2041;70.608;21.9234;22.1387;24.9033;2.65692
7;1;789.82;679.09;565.662;353.061;128.246;49.3021;1.15521;11.4293;854.211;554.738;567.343;30.2125;60.8235;100.834;86.5115;65.9324;47.3648;37.9702;41.4687;44.8319;51.949;64.4386;51.8824;142.179;167.618;27.0736;24.9052;23.48;2.65894
8;0;356532;14584.2;4730.26;359.956;1003.4;478.767;14014.6;2018.88;12.6882;236.284;379.731;59.7764;257.519;371.638;676.433;265.011;73.5198;26.9533;44.6067;43.2031;129.517;74.5218;37.3548;72.6851;71.0459;19.8611;22.4771;23.9591;2.42767
8;1;800.471;684.721;573.175;360.726;147.642;94.4409;2.63117;13.7342;882.694;549.521;559.648;21.3093;54.2282;84.008;70.1244;58.0517;38.6777;32.7913;41.3886;45.5915;52.4817;64.5926;42.7041;160.876;171.721;25.1108;23.0107;21.2667;2.68572
9;0;356786;15020.3;4668.98;290.417;938.108;455.098;13822.5;1902.35;11.4243;336.474;314.322;70.9946;249.277;272.119;677.988;264.185;72.9629;26.1003;43.4735;42.9635;129.037;73.6512;36.7959;71.2488;68.7822;22.2241;23.7583;22.9544;2.39502
9;1;842.486;623.49;560.868;375.094;133.026;65.7718;0.175324;21.8459;962.142;465.705;535.285;30.4034;51.346;106.239;76.9895;63.2761;43.5368;36.0513;38.1556;41.2729;47.9;58.732;48.8016;163.315;181.67;26.9108;23.9768;22.9113;2.51797
10;0;356657;15038.7;4728.81;323.997;1099.13;332.5;13872.1;2065.76;7.23948;356.123;285.406;55.3147;167.477;324.433;681.855;265.37;73.6451;26.8143;45.2905;40.9081;128.618;74.0868;36.8863;74.4337;71.867;21.3758;21.3143;24.0452;2.43422
10;1;892.04;646.91;582.322;379.338;120.217;66.3797;2.13168;13.3017;1036.25;486.92;560.485;32.4996;40.7387;90.7033;82.3557;67.3516;46.0608;37.7363;38.1469;42.4433;48.8188;59.5519;52.8438;139.595;163.192;27.5634;24.022;22.4215;2.57241
11;0;355794;15165.5;4669.73;316.54;950.557;404.081;13878.5;2001.81;8.31722;278.51;316.931;49.3075;230.702;295.298;687.499;263.939;72.6752;26.0453;43.9758;42.3737;128.962;74.4626;36.6072;70.388;69.1615;20.4404;22.0031;22.444;2.47425
11;1;830.276;687.095;572.691;342.278;136.229;99.7073;2.29624;13.9769;925.183;540.455;560.238;19.9229;48.0834;83.4228;78.9692;61.1315;43.5162;32.4403;38.9537;42.9086;47.7456;57.6615;51.4471;153.362;172.705;24.3699;21.574;20.4033;2.52077
12;0;354985;14904.5;4526.59;314.379;1131.51;306.559;13932.3;2064.83;8.44183;264.189;348.878;122.71;155.85;296.962;678.605;265.281;72.025;26.4515;45.9823;41.1936;129.162;74.8031;36.8376;70.6361;68.8824;23.9612;21.7213;23.1266;2.58173
